Machine_Instance,Machine_Family_Name,Lot_Name,Logpoint,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Start_Time,Completion_Time,Pass_No,Finished,Package
CLFTEA50,ETS-2-64,8006374,4410,77,5905,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 6:6:14,00/09/2016 06:07:39,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8130529,4410,7697,1312,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 6:7:39,00/09/2016 08:28:39,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8115267,4410,7635,1211,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 8:28:39,00/09/2016 10:48:32,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8108648,4410,7840,17.43,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 10:48:32,00/09/2016 13:12:10,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8108649,4410,5305,18.01,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 13:12:10,00/09/2016 14:49:22,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8108645,4410,7913,18.78,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 14:49:22,00/09/2016 17:14:20,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8115269,4410,7883,16.77,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 17:14:20,00/09/2016 19:38:45,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8115268,4410,7881,16.77,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 19:38:45,00/09/2016 22:03:08,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8130528,4410,7700,18.02,N,S51362RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/9/2016 22:3:8,00/10/2016 00:24:12,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8139582,4410,77,6385,N,S51363RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 0:24:12,00/10/2016 00:25:29,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8006364,4410,77,5988,N,S51363RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 0:25:29,00/10/2016 00:26:46,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118668,4410,7790,1107,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 0:26:46,00/10/2016 02:52:38,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118673,4410,7816,1107,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 2:52:38,00/10/2016 05:19:00,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118665,4410,6419,14.58,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 5:19:0,00/10/2016 07:19:13,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118672,4410,7881,14.96,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 7:19:13,00/10/2016 09:46:48,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8121970,4410,3950,13.9,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 9:46:48,00/10/2016 11:00:47,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118671,4410,7882,15.45,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 11:0:47,00/10/2016 13:28:23,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118674,4410,7167,15.45,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 13:28:23,00/10/2016 15:42:36,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118677,4410,7877,15.55,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 15:42:36,00/10/2016 18:10:06,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8118667,4410,7885,15.73,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 18:10:6,00/10/2016 20:37:45,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8137069,4410,6181,15.73,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 20:37:45,00/10/2016 22:33:31,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8121973,4410,7900,14.67,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/10/2016 22:33:31,00/11/2016 01:01:27,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8139621,4410,6156,14.67,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/11/2016 1:1:27,00/11/2016 02:56:44,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8121976,4410,7878,14.67,N,S51367RVER-LNY,6545456B,1,00/09/2016 06:06:12,0/11/2016 2:56:44,00/11/2016 05:24:15,1,Y,4.5X3.5
CLFTEA63,ETS-2-64,8109741,4410,6477,1314,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 6:6:14,00/09/2016 10:04:39,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8109743,4410,3225,1314,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 10:4:39,00/09/2016 12:03:24,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8109742,4410,5388,1314,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 12:3:24,00/09/2016 15:21:47,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8109740,4410,6476,1314,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 15:21:47,00/09/2016 19:20:12,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8109739,4410,6475,1314,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 19:20:12,00/09/2016 23:18:35,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113780,4410,6474,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/9/2016 23:18:35,00/10/2016 03:16:56,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113790,4410,3237,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 3:16:56,00/10/2016 05:16:08,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113782,4410,6473,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 5:16:8,00/10/2016 09:14:27,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113777,4410,6469,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 9:14:27,00/10/2016 13:12:36,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113789,4410,4197,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 13:12:36,00/10/2016 15:47:08,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113788,4410,6475,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 15:47:8,00/10/2016 19:45:31,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113778,4410,6468,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 19:45:31,00/10/2016 23:43:39,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8113785,4410,6441,1189,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/10/2016 23:43:39,00/11/2016 03:40:47,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8107166,4410,3032,18.63,N,1306051RHRR-G2,6555639A,2,00/09/2016 06:06:12,0/11/2016 3:40:47,00/11/2016 05:32:26,1,Y,5.5X3.5
CLFTEA85,ETS-2M-64,8108708,4410,6807,1411,N,S56121ADQPR1-C,6514494A,1,00/09/2016 06:06:12,0/9/2016 6:6:14,00/09/2016 08:36:00,1,Y,6X5
CLFTEA85,ETS-2M-64,8108704,4410,6883,1411,N,S56121ADQPR1-C,6514494A,1,00/09/2016 06:06:12,0/9/2016 8:36:0,00/09/2016 11:07:29,1,Y,6X5
CLFTEA85,ETS-2M-64,8108703,4410,6839,1411,N,S56121ADQPR1-C,6514494A,1,00/09/2016 06:06:12,0/9/2016 11:7:29,00/09/2016 13:38:00,1,Y,6X5
CLFTEA85,ETS-2M-64,8108709,4410,6810,1411,N,S56121ADQPR1-C,6514494A,1,00/09/2016 06:06:12,0/9/2016 13:38:0,00/09/2016 16:07:53,1,Y,6X5
CLFTEA85,ETS-2M-64,8108701,4410,6857,1411,N,S56121ADQPR1-C,6514494A,1,00/09/2016 06:06:12,0/9/2016 16:7:53,00/09/2016 18:38:47,1,Y,6X5
