Key_Device,TARGET
BQ25040DQCR-G2,97231
BQ24777RUYR-G2,118276
BQ25892RTWR-G2,378384
PS65148CRHBR-U,36955
24780SRUYR-G2K,106699
PS40428RHAR-G2,48608
2592ZADRCR-G2K,59756
65633BKRTER-G2,701546
A6133A2RTJR-LK,20069
24250RGER1-G2Y,65022
TPS2388RTQR-C,36690
25810RVCR1-G2P,172072
PS54218RTER3-C,271950
7A8300RGRR-G2K,145373
