LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE
5801529,AC7562SDSCR-UC,3X3           ,DSC          ,      5712,      2669,5801529     ,4420,1,         9.53,       8.77,     26.48,                   ,09/22/2015 02:06:10,
5843130,AC7562SDSCR-UC,3X3           ,DSC          ,     12600,      1353,5843130     ,4420,1,         9.36,       8.77,     13.49,                   ,09/22/2015 02:06:10,
5843139,AC7562SDSCR-UC,3X3           ,DSC          ,     12667,      1353,5843139     ,4420,1,         9.36,       8.77,     13.49,                   ,09/22/2015 02:06:10,
5852269,AC7562SDSCR-UC,3X3           ,DSC          ,     14149,      1087,5852269     ,4420,1,         9.36,       8.77,     10.82,                   ,09/22/2015 02:06:10,
5856472,AC7562SDSCT-UC,3X3           ,DSC          ,      6334,       936,5856472     ,4420,1,         9.36,       8.77,      9.32,                   ,09/22/2015 02:06:10,
5859467,AC7562SDSCR-UC,3X3           ,DSC          ,      9080,       844,5859467     ,4420,1,         9.36,       8.77,      8.39,                   ,09/22/2015 02:06:10,
5859470,AC7562SDSCR-UC,3X3           ,DSC          ,     12963,       844,5859470     ,4420,1,         9.36,       8.77,      8.39,                   ,09/22/2015 02:06:10,
5861760,AC7562SDSCR-UC,3X3           ,DSC          ,      9124,       794,5861760     ,4420,1,         9.54,       8.77,      7.72,                   ,09/22/2015 02:06:10,
5861761,AC7562SDSCR-UC,3X3           ,DSC          ,     13689,       794,5861761     ,4420,1,         9.54,       8.77,      7.72,                   ,09/22/2015 02:06:10,
5124573,TPS71745DSER-L,1.5X1.5       ,DSEST        ,     41926,     22916,5124573     ,4410,1,        16.29,      13.72,    227.13,                   ,09/22/2015 02:06:10,
5199075,TPS71745DSER-L,1.5X1.5       ,DSEST        ,     20891,     20944,5199075     ,4410,1,        18.67,      13.72,    205.03,                   ,09/22/2015 02:06:10,
5199074,TPS71745DSER-L,1.5X1.5       ,DSEST        ,     39511,     20944,5199074     ,4410,1,        18.67,      13.72,    205.03,                   ,09/22/2015 02:06:10,
5199073,TPS71745DSER-L,1.5X1.5       ,DSEST        ,     31323,     20944,5199073     ,4410,1,        18.67,      13.72,    205.03,                   ,09/22/2015 02:06:10,
5491459,4519RTER1-RQR&,3X3           ,RTEST        ,      8685,     12172,5491459     ,4410,1,        15.98,       12.9,    119.19,                   ,09/22/2015 02:06:10,
5491458,4519RTER1-RQR&,3X3           ,RTEST        ,     11443,     12172,5491458     ,4410,1,        15.98,       12.9,    119.19,                   ,09/22/2015 02:06:10,
5664924,BQ24298RTWR-G2,4X4           ,RTWST300     ,      4988,      7133,5664924     ,4410,1,        14.96,       12.9,     69.82,                   ,09/22/2015 02:06:10,
5664920,BQ24298RTWR-G2,4X4           ,RTWST300     ,      8395,      7133,5664920     ,4410,1,        14.96,       12.9,     69.82,                   ,09/22/2015 02:06:10,
5672538,PS65168RSBR1-R,5X5           ,RSB          ,      7704,      6881,5672538     ,4410,1,        14.78,      12.57,     67.15,                   ,09/22/2015 02:06:10,
5699218,PS61177RGRR-G2,3.5X3.5       ,RGR300       ,     15104,      5981,5699218     ,4410,1,        14.74,      12.51,     58.13,                   ,09/22/2015 02:06:10,
5699219,PS61177RGRR-G2,3.5X3.5       ,RGR300       ,     14975,      5981,5699219     ,4410,1,        14.74,      12.51,     58.13,                   ,09/22/2015 02:06:10,
5712667,PS2561DRCR1-LY,3X3           ,DRCST        ,      6950,      5603,5712667     ,4410,1,        15.24,       12.6,     53.94,                   ,09/22/2015 02:06:10,
5717215,PS61088RHLR-G2,4.5X3.5       ,RHL300ST     ,      7918,      5451,5717215     ,4410,1,        15.41,      12.85,     52.49,                   ,09/22/2015 02:06:10,
5727056,D59998Q4M-LQN&,4.5X3.5       ,DPC          ,      3609,      5387,5727056     ,4410,1,        17.93,       12.9,     49.38,                   ,09/22/2015 02:06:10,
5727053,D95377Q4M-LQN#,4.5X3.5       ,DPC          ,      3811,      5387,5727053     ,4410,1,        17.93,       12.9,     49.38,                   ,09/22/2015 02:06:10,
5727743,95377Q4M1-LQN#,4.5X3.5       ,DPC          ,      3803,      5362,5727743     ,4410,1,        17.93,       12.9,     49.13,                   ,09/22/2015 02:06:10,
5727751,95377Q4M2-LQN#,4.5X3.5       ,DPC          ,      3834,      5362,5727751     ,4410,1,        17.93,       12.9,     49.13,                   ,09/22/2015 02:06:10,
5771421,SD87381P6-UNR&,3X2.5         ,MPCMCMST     ,     13433,      4530,5771421     ,4410,1,         14.1,       4.05,      35.8,                   ,09/22/2015 02:06:10,
5843239,S51367RVER-LNY,4.5X3.5       ,RVECLIP      ,      4586,      4486,5843239     ,4410,1,        20.42,      15.26,     40.24,                   ,09/22/2015 02:06:10,
5749394,25810RVCR-G2R#,4X3           ,RVC300ST     ,      3399,      4478,5749394     ,4410,1,        15.66,       12.9,     42.56,                   ,09/22/2015 02:06:10,
5775940,SD87381P6-UNR&,3X2.5         ,MPCMCMST     ,     13417,      4397,5775940     ,4410,1,         14.1,       4.05,     34.46,                   ,09/22/2015 02:06:10,
5701122,1362RVER1-LQR#,4.5X3.5       ,RVECLIP      ,      7570,      4150,5701122     ,4410,1,            0,      15.51,     57.55,                   ,09/22/2015 02:06:10,
5701121,1362RVER1-LQR#,4.5X3.5       ,RVECLIP      ,      7280,      4150,5701121     ,4410,1,            0,      15.51,     57.55,                   ,09/22/2015 02:06:10,
5760782,BQ29700DSER-G2,1.5X1.5       ,DSEST300     ,     20748,      4097,5760782     ,4410,1,        16.15,      13.72,     39.08,                   ,09/22/2015 02:06:10,
5700832,D95379Q3M-LNKY,3.3X3.3       ,DNSCLPVTT    ,      4693,      4016,5700832     ,4410,1,            0,       16.9,     57.61,                   ,09/22/2015 02:06:10,
5764232,CSD87381P1-NS2,3X2.5         ,MPCMCMST     ,      6988,      3955,5764232     ,4410,1,        14.15,      11.83,     37.78,                   ,09/22/2015 02:06:10,
5770469,BQ25890RTWR-G2,4X4           ,RTWST300     ,     10062,      3821,5770469     ,4410,1,        15.66,       12.9,        36,                   ,09/22/2015 02:06:10,
5769209,TPS43060RTER-C,3X3           ,RTE          ,     13811,      3820,5769209     ,4410,1,        14.57,      12.19,     36.36,                   ,09/22/2015 02:06:10,
5769211,TPS43060RTER-C,3X3           ,RTE          ,      6898,      3820,5769211     ,4410,1,        14.57,      12.19,     36.36,                   ,09/22/2015 02:06:10,
5769208,TPS43060RTER-C,3X3           ,RTE          ,     13209,      3820,5769208     ,4410,1,        14.57,      12.19,     36.36,                   ,09/22/2015 02:06:10,
5769210,TPS43060RTER-C,3X3           ,RTE          ,     13799,      3820,5769210     ,4410,1,        14.57,      12.19,     36.36,                   ,09/22/2015 02:06:10,
5774017,BQ25040DQCR-G2,3X2           ,DQCST        ,     17260,      3733,5774017     ,4410,1,        15.78,       12.9,        35,                   ,09/22/2015 02:06:10,
5774019,BQ25040DQCR-G2,3X2           ,DQCST        ,     17258,      3733,5774019     ,4410,1,        15.78,       12.9,        35,                   ,09/22/2015 02:06:10,
5774020,BQ25040DQCR-G2,3X2           ,DQCST        ,     13058,      3733,5774020     ,4410,1,        15.78,       12.9,        35,                   ,09/22/2015 02:06:10,
5774018,BQ25040DQCR-G2,3X2           ,DQCST        ,     17228,      3733,5774018     ,4410,1,        15.78,       12.9,        35,                   ,09/22/2015 02:06:10,
5778165,BQ24298RTWR-G2,4X4           ,RTWST300     ,      8307,      3613,5778165     ,4410,1,        15.78,       12.9,     33.79,                   ,09/22/2015 02:06:10,
5778164,BQ24298RTWR-G2,4X4           ,RTWST300     ,     10045,      3613,5778164     ,4410,1,        15.78,       12.9,     33.79,                   ,09/22/2015 02:06:10,
5778163,BQ24298RTWR-G2,4X4           ,RTWST300     ,     10065,      3613,5778163     ,4410,1,        15.78,       12.9,     33.79,                   ,09/22/2015 02:06:10,
5778166,BQ24298RTWR-G2,4X4           ,RTWST300     ,      5021,      3613,5778166     ,4410,1,        15.78,       12.9,     33.79,                   ,09/22/2015 02:06:10,
5778162,BQ24298RTWR-G2,4X4           ,RTWST300     ,     10060,      3613,5778162     ,4410,1,        15.78,       12.9,     33.79,                   ,09/22/2015 02:06:10,
