LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE
5801529,AC7562SDSCR-UC,3X3,DSC,5712,2326,5801529,4420,1,9.53,8.2,22.49,,09/18/2015 02:30:41,
5843130,AC7562SDSCR-UC,3X3,DSC,12600,1010,5843130,4420,1,9.36,8.2,9.5,,09/18/2015 02:30:41,
5843139,AC7562SDSCR-UC,3X3,DSC,12667,1010,5843139,4420,1,9.36,8.2,9.5,,09/18/2015 02:30:41,
5852269,AC7562SDSCR-UC,3X3,DSC,14149,744,5852269,4420,1,9.36,8.2,6.84,,09/18/2015 02:30:41,
5856472,AC7562SDSCT-UC,3X3,DSC,6334,593,5856472,4420,1,9.36,8.2,5.34,,09/18/2015 02:30:41,
5859467,AC7562SDSCR-UC,3X3,DSC,9080,501,5859467,4420,1,9.36,8.2,4.41,,09/18/2015 02:30:41,
5124573,TPS71745DSER-L,1.5X1.5,DSEST,41926,22568,5124573,4410,1,16.29,13.2,223.15,,09/18/2015 02:30:41,
5199073,TPS71745DSER-L,1.5X1.5,DSEST,31323,20596,5199073,4410,1,18.67,13.2,201.05,,09/18/2015 02:30:41,
5199075,TPS71745DSER-L,1.5X1.5,DSEST,20891,20596,5199075,4410,1,18.67,13.2,201.05,,09/18/2015 02:30:41,
5199074,TPS71745DSER-L,1.5X1.5,DSEST,39511,20596,5199074,4410,1,18.67,13.2,201.05,,09/18/2015 02:30:41,
5491459,4519RTER1-RQR&,3X3,RTEST,8685,11795,5491459,4410,1,15.98,12.67,115.21,,09/18/2015 02:30:41,
5491458,4519RTER1-RQR&,3X3,RTEST,11443,11795,5491458,4410,1,15.98,12.67,115.21,,09/18/2015 02:30:41,
5584612,1306051RHRR-G2,5.5X3.5,RHR300,5071,9058,5584612,4410,1,14.73,12.41,88.82,,09/18/2015 02:30:41,
5664920,BQ24298RTWR-G2,4X4,RTWST300,8395,6756,5664920,4410,1,14.96,12.67,65.84,,09/18/2015 02:30:41,
5664924,BQ24298RTWR-G2,4X4,RTWST300,4988,6756,5664924,4410,1,14.96,12.67,65.84,,09/18/2015 02:30:41,
5672538,PS65168RSBR1-R,5X5,RSB,7704,6487,5672538,4410,1,14.78,12.51,63.16,,09/18/2015 02:30:41,
