Key_Device,TARGET
1285ARUKR-G2KY,67120
TPS2590RSAR-G2,10074
THS6187IRTJR-B,16924
A2314AIDRBR-CK,28680
S65177RHAR1-G2,627931
S62736RGYR-G2K,260331
Q24707ARGRR-LK,33687
PS63000DRCR-LY,93688
AFE032IRGZT-C,17558
S65175ARSHR-UN,7029
PS63031DSKR-CK,477059
PS63030DSKR-CK,117419
BQ25890RTWR-G2,582959
