Machine_Instance,Machine_Family_Name,Lot_Name,Logpoint,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Start_Time,Completion_Time,Pass_No,Finished,Package
CLFTEA35,ETS-2M-64,8111194,4410,16760,585,N,PS53312RGTR-LY,6516394A,1,00/02/2016 02:06:09,0/2/2016 2:6:11,00/02/2016 07:33:51,1,Y,3X3
CLFTEA35,ETS-2M-64,8111196,4410,8460,10.04,N,PS53312RGTR-LY,6516394A,1,00/02/2016 02:06:09,0/2/2016 7:33:51,00/02/2016 10:19:17,1,Y,3X3
CLFTEA35,ETS-2M-64,8102980,4410,16849,820,N,PS54326RGTR-LY,6516394A,1,00/02/2016 02:06:09,0/2/2016 10:19:17,00/02/2016 15:43:15,1,Y,3X3
CLFTEA35,ETS-2M-64,8102981,4410,15107,820,N,PS54326RGTR-LY,6516394A,1,00/02/2016 02:06:09,0/2/2016 15:43:15,00/02/2016 20:33:43,1,Y,3X3
CLFTEA35,ETS-2M-64,8107685,4410,12696,687,N,PS54326RGTR-LY,6516394A,1,00/02/2016 02:06:09,0/2/2016 20:33:43,00/03/2016 00:37:50,1,Y,3X3
CLFTEA35,ETS-2M-64,8106383,4410,16842,720,N,S53302RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 0:37:50,00/03/2016 06:38:31,1,Y,3X3
CLFTEA35,ETS-2M-64,8099464,4410,13486,871,N,S53312RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 6:38:31,00/03/2016 11:02:13,1,Y,3X3
CLFTEA35,ETS-2M-64,8106386,4410,11791,719,N,S53312RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 11:2:13,00/03/2016 14:52:46,1,Y,3X3
CLFTEA35,ETS-2M-64,8106385,4410,16810,719,N,S53312RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 14:52:46,00/03/2016 20:21:27,1,Y,3X3
CLFTEA35,ETS-2M-64,8116749,4410,8451,8.38,N,S53511RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 20:21:27,00/03/2016 22:54:14,1,Y,3X3
CLFTEA35,ETS-2M-64,8116748,4410,10140,7.68,N,S53511RGTR-G2Y,6516394A,1,00/02/2016 02:06:09,0/3/2016 22:54:14,00/04/2016 01:57:31,1,Y,3X3
CLFTEA50,ETS-2-64,5963741,4410,7525,5069,N,S51362RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 2:6:11,00/02/2016 04:24:00,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8115722,4410,7898,21.18,N,S51362RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 4:24:0,00/02/2016 06:48:42,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084553,4410,7735,1280,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 6:48:42,00/02/2016 09:13:33,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8105053,4410,7811,1280,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 9:13:33,00/02/2016 11:39:49,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088094,4410,7845,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 11:39:49,00/02/2016 14:06:43,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088095,4410,7839,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 14:6:43,00/02/2016 16:33:31,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088096,4410,7752,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 16:33:31,00/02/2016 18:58:41,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088100,4410,7794,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 18:58:41,00/02/2016 21:24:38,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088099,4410,7261,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 21:24:38,00/02/2016 23:40:36,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8109246,4410,7788,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/2/2016 23:40:36,00/03/2016 02:06:27,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088098,4410,7784,1177,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 2:6:27,00/03/2016 04:32:13,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101650,4410,7762,907,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 4:32:13,00/03/2016 06:57:34,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8111344,4410,7461,907,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 6:57:34,00/03/2016 09:17:17,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101647,4410,4374,907,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 9:17:17,00/03/2016 10:39:12,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101651,4410,7838,907,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 10:39:12,00/03/2016 13:05:59,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8105161,4410,3765,806,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 13:5:59,00/03/2016 14:16:30,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088101,4410,5516,15.17,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 14:16:30,00/03/2016 15:59:49,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084554,4410,7906,16.85,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 15:59:49,00/03/2016 18:27:52,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088097,4410,7725,15.38,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 18:27:52,00/03/2016 20:52:31,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088103,4410,7858,17.09,N,S51367RVER-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 20:52:31,00/03/2016 23:19:40,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8098043,4410,2332,12.86,N,S51367RVET-LNY,6545456B,1,00/02/2016 02:06:09,0/3/2016 23:19:40,00/04/2016 00:03:22,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8098042,4410,3956,13.96,N,S51367RVET-LNY,6545456B,1,00/02/2016 02:06:09,0/4/2016 0:3:22,00/04/2016 01:17:28,1,Y,4.5X3.5
CLFTEA63,ETS-2-64,8099452,4410,6475,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 2:6:11,00/02/2016 06:04:32,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099455,4410,6457,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 6:4:32,00/02/2016 10:02:15,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099454,4410,6467,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 10:2:15,00/02/2016 14:00:20,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099448,4410,6462,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 14:0:20,00/02/2016 17:58:15,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099451,4410,6478,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 17:58:15,00/02/2016 21:56:45,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099453,4410,6475,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/2/2016 21:56:45,00/03/2016 01:55:08,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099450,4410,6475,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 1:55:8,00/03/2016 05:53:31,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8099449,4410,6473,929,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 5:53:31,00/03/2016 09:51:50,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8102753,4410,3238,854,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 9:51:50,00/03/2016 11:51:04,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8102752,4410,6241,854,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 11:51:4,00/03/2016 15:40:50,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8102750,4410,5798,854,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 15:40:50,00/03/2016 19:14:18,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8102746,4410,3216,854,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 19:14:18,00/03/2016 21:12:43,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8102751,4410,3239,11.97,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 21:12:43,00/03/2016 23:11:59,1,Y,5.5X3.5
CLFTEA63,ETS-2-64,8109735,4410,3234,11.03,N,1306051RHRR-G2,6555639A,2,00/02/2016 02:06:09,0/3/2016 23:11:59,00/04/2016 01:11:04,1,Y,5.5X3.5
CLFTEA85,ETS-2M-64,8036427,4410,13819,2970,N,53819ARGTR1-LK,6542741A,1,00/02/2016 02:06:09,0/2/2016 2:6:11,00/02/2016 05:11:28,1,Y,3X3
CLFTEA85,ETS-2M-64,8036431,4410,13822,2970,N,53819ARGTR1-LK,6542741A,1,00/02/2016 02:06:09,0/2/2016 5:11:28,00/02/2016 08:16:50,1,Y,3X3
