tester_index, tester_config,loadboard_type, setup_change,Package,apu_tester,package_type,package_size,device_name,Completion_Time
"11","ETS-2-64","6575577B","","3X3","11","","","PS62134DRGTR-L","09/17/2015 20:31:45"
"11","ETS-2-64","6575577B","","3X3","11","","","PS62134DRGTR-L","09/18/2015 02:03:54"
"11","ETS-2-64","6575577B","","3X3","11","","","PS62134DRGTR-L","09/18/2015 04:00:44"
"11","ETS-2-64","6575577B","","3X3","11","","","PS62134DRGTR-L","09/18/2015 06:18:55"
"11","ETS-2-64","6575577B","","3X3","11","","","S62134ARGTR1-L","09/18/2015 09:04:39"
"11","ETS-2-64","6575577B","","3X3","11","","","S62134ARGTR1-L","09/18/2015 12:50:05"
"11","ETS-2-64","6575577B","","3X3","11","","","S62134ARGTR1-L","09/18/2015 16:35:32"
"11","ETS-2-64","6575577B","","3X3","11","","","S62134ARGTR1-L","09/18/2015 20:20:50"
"11","ETS-2-64","6575577B","","3X3","11","","","S62134CRGTR1-L","09/19/2015 00:12:15"
"11","ETS-2-64","6555466B","setup change","6X6","11","","","PS65154RSLR-G2","09/19/2015 01:53:59"
"11","ETS-2-64","6574499A","setup change","2X2","11","","","S61291DRVR-G2K","09/19/2015 02:49:31"
"11","ETS-2-64","No_Tooling","setup change","8X8","11","","","50842A0RSKR-G2","09/19/2015 05:13:01"
"11","ETS-2-64","6515577B","setup change","5.5X3.5","11","","","BQ24170RGYR-G2","09/19/2015 08:39:38"
"12","ETS-S-64","No_Tooling","","3X3","12","","","A2314AIDRBR-CK","09/17/2015 20:31:22"
"12","ETS-S-64","No_Tooling","","3X3","12","","","A2314AIDRBR-CK","09/18/2015 05:34:08"
"12","ETS-S-64","No_Tooling","","3X3","12","","","A2314AIDRBR-CK","09/18/2015 16:38:24"
"12","ETS-S-64","No_Tooling","","3X3","12","","","A2314AIDRBR-CK","09/19/2015 03:40:41"
"12","ETS-S-64","6513992B","setup change","3X3","12","","","S62130ARGTRS-L","09/19/2015 09:21:40"
"13","ETS-1-64","6516230D","","3X3","13","","","S51200DRCR-G2Y","09/17/2015 23:00:04"
"13","ETS-1-64","6516230D","","3X3","13","","","S51200DRCR-G2Y","09/18/2015 12:30:06"
"13","ETS-1-64","6516230D","","3X3","13","","","S51200DRCR-G2Y","09/19/2015 02:00:17"
"13","ETS-1-64","6504079A","setup change","2X2","13","","","PS61161DRVR-LK","09/19/2015 03:41:23"
"13","ETS-1-64","6504079A","","2X2","13","","","PS61161DRVR-LK","09/19/2015 06:25:26"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/17/2015 12:20:11"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/17/2015 14:23:59"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/17/2015 18:36:23"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/17/2015 22:48:48"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 03:00:32"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 06:18:22"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 10:30:51"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 14:43:36"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 18:30:46"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/18/2015 22:43:24"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/19/2015 01:44:32"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","PS53317RGBR-G2","09/19/2015 03:50:53"
"14","ETS-2-64","6520958B","","4.0X3.5","14","","","TPS53317RGBR-L","09/19/2015 07:34:59"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/17/2015 15:16:15"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/17/2015 17:05:42"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/17/2015 18:53:50"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/17/2015 21:45:26"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/17/2015 23:35:35"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/18/2015 01:13:58"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/18/2015 03:46:37"
"15","ETS-S-64","6518233A","","5X5","15","","","PS65023RSBR1-R","09/18/2015 07:26:46"
"15","ETS-S-64","6484527A","setup change","5X5","15","","","S650240RHBR1-R","09/18/2015 10:42:29"
"15","ETS-S-64","6484527A","","5X5","15","","","S650240RHBR1-R","09/18/2015 17:01:32"
"17","ETS-0-64","6522803A","","3X3","17","","","4519RTER1-RQR&","09/17/2015 13:16:28"
"17","ETS-0-64","6522803A","","3X3","17","","","4519RTER1-RQR&","09/17/2015 18:16:53"
"17","ETS-0-64","6522803A","","3X3","17","","","TPS54519RTER-R","09/17/2015 21:18:22"
"17","ETS-0-64","6522803A","","3X3","17","","","TPS54719RTER-R","09/18/2015 02:50:49"
"17","ETS-0-64","6555551A","setup change","5X5","17","","","7A8300RGWT-G2K","09/18/2015 04:46:13"
"17","ETS-0-64","6555551A","","5X5","17","","","7A8300RGWT-G2K","09/18/2015 06:56:45"
"17","ETS-0-64","6555551A","","5X5","17","","","7A8300RGWT-G2K","09/18/2015 10:39:20"
"17","ETS-0-64","6525239A","setup change","3X3","17","","","TPS55330RTET-L","09/18/2015 13:49:05"
"17","ETS-0-64","6525239A","","3X3","17","","","TPS55330RTET-L","09/18/2015 19:34:25"
"17","ETS-0-64","6525239A","","3X3","17","","","55340QRTERQ1-L","09/19/2015 01:06:16"
"17","ETS-0-64","6525239A","","3X3","17","","","55340QRTERQ1-L","09/19/2015 09:02:31"
"18","ETS-2-64","6575257C","","6X5","18","","","D95373BQ5M1-LN","09/17/2015 11:28:25"
"18","ETS-2-64","6575257C","","6X5","18","","","D95373BQ5M1-LN","09/17/2015 13:26:32"
"18","ETS-2-64","6462654A","setup change","3X3","18","","","A6204A1DRBR-UC","09/17/2015 14:23:06"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 15:14:41"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 16:06:25"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 16:58:27"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 17:50:35"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 19:09:07"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 20:27:45"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 21:46:22"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/17/2015 23:05:07"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/18/2015 00:23:53"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/18/2015 01:42:39"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/18/2015 03:01:29"
"18","ETS-2-64","6462654A","","3X3","18","","","A6204A1DRBR-UC","09/18/2015 04:20:21"
"18","ETS-2-64","6547181A","setup change","3X3","18","","","2592ZADRCR-G2K","09/18/2015 07:36:46"
"18","ETS-2-64","6547181A","","3X3","18","","","2592ZADRCR-G2K","09/18/2015 10:47:58"
"18","ETS-2-64","6547181A","","3X3","18","","","2592BADRCR-G2K","09/18/2015 14:38:39"
"18","ETS-2-64","6547181A","","3X3","18","","","2592ZADRCR-G2K","09/18/2015 21:04:41"
"18","ETS-2-64","6547181A","","3X3","18","","","2592BADRCR-G2K","09/19/2015 02:57:22"
"18","ETS-2-64","6547181A","","3X3","18","","","2592ZADRCR-G2K","09/19/2015 09:23:15"
"19","ETS-S-64","No_Tooling","","3X3","19","","","A2314AIDRBR-CK","09/17/2015 20:32:25"
"19","ETS-S-64","No_Tooling","","3X3","19","","","A2314AIDRBR-CK","09/18/2015 07:36:21"
"19","ETS-S-64","No_Tooling","","3X3","19","","","A2314AIDRBR-CK","09/18/2015 18:39:36"
"19","ETS-S-64","No_Tooling","","3X3","19","","","A2314AIDRBR-CK","09/19/2015 05:42:48"
"20","ETS-S-64","No_Tooling","","3X3","20","","","A2314AIDRBR-CK","09/17/2015 20:29:53"
"20","ETS-S-64","No_Tooling","","3X3","20","","","A2314AIDRBR-CK","09/18/2015 07:32:56"
"20","ETS-S-64","No_Tooling","","3X3","20","","","A2314AIDRBR-CK","09/18/2015 18:32:27"
"20","ETS-S-64","No_Tooling","","3X3","20","","","A2314AIDRBR-CK","09/19/2015 03:33:47"
"20","ETS-S-64","6514765A","setup change","2X2","20","","","S60151DRVR-G2K","09/19/2015 05:25:21"
"20","ETS-S-64","6519267C","setup change","7X7","20","","","FE030AIRGZR-CK","09/19/2015 07:52:07"
"22","ETS-0-64","6513992A","","3X3","22","","","62150BRGTR-OLY","09/17/2015 22:56:57"
"22","ETS-0-64","6513992A","","3X3","22","","","62152QRGTRQ1-L","09/18/2015 02:38:48"
"22","ETS-0-64","6513992A","","3X3","22","","","6215AQRGTRQ1-L","09/18/2015 13:34:30"
"22","ETS-0-64","6513992A","","3X3","22","","","V62150ARGTR-LY","09/18/2015 15:56:35"
"22","ETS-0-64","6511094C","setup change","3X3","22","","","CC24610DRBR-GK","09/18/2015 17:53:38"
"22","ETS-0-64","6511094C","","3X3","22","","","CC24610DRBR-GK","09/18/2015 19:41:12"
"22","ETS-0-64","6511094C","","3X3","22","","","CC24610DRBR-CK","09/18/2015 23:15:25"
"22","ETS-0-64","6511094C","","3X3","22","","","CC24610DRBR-CK","09/19/2015 02:50:03"
"22","ETS-0-64","6511094C","","3X3","22","","","CC24610DRBR-GK","09/19/2015 08:31:51"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24190RGER-RY","09/17/2015 13:29:46"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24195RGER-RY","09/17/2015 17:27:13"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24195RGER-RY","09/17/2015 20:12:43"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24196RGER-RY","09/17/2015 23:26:03"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24196RGER-RY","09/18/2015 05:26:05"
"23","ETS-2-64","6525585A","","4X4","23","","","BQ24196RGER-RY","09/18/2015 06:43:31"
