"tester_index","tester_config","loadboard_type","setup_change","Package","apu_tester","package_type","pin","package_size","Lot_Name","quantity","Lot_Weight","device_name","Setup_Time","Completion_Time","capacity"
"12","ETS-S-64","No_Tooling","","3X3","12",NULL,NULL,NULL,"5841258","13777","896","A2314AIDRBR-CK","09/17/2015 09:28:13","09/19/2015 03:40:41","131551.727"
"13","ETS-1-64","6504079A","","2X2","13",NULL,NULL,NULL,"5849331","24831","856","PS61161DRVR-LK","09/19/2015 02:00:17","09/19/2015 06:25:26","219277.241"
"13","ETS-1-64","6504079A","setup change","2X2","13",NULL,NULL,NULL,"5849333","14485","856","PS61161DRVR-LK","09/19/2015 02:00:17","09/19/2015 03:41:23","219277.241"
"13","ETS-1-64","6516230D","","3X3","13",NULL,NULL,NULL,"5837099","16893","14.12","S51200DRCR-G2Y","09/17/2015 09:28:13","09/17/2015 23:00:04","99263.5013"
"13","ETS-1-64","6516230D","","3X3","13",NULL,NULL,NULL,"5843433","16855","835","S51200DRCR-G2Y","09/17/2015 09:28:13","09/18/2015 12:30:06","99263.5013"
"13","ETS-1-64","6516230D","","3X3","13",NULL,NULL,NULL,"5843424","16858","835","S51200DRCR-G2Y","09/17/2015 09:28:13","09/19/2015 02:00:17","99263.5013"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5845711","3562","12.05","PS53317RGBR-G2","09/17/2015 09:28:13","09/17/2015 12:20:11","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5822948","3508","1459","PS53317RGBR-G2","09/17/2015 09:28:13","09/17/2015 14:23:59","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5838150","7182","975","PS53317RGBR-G2","09/17/2015 09:28:13","09/17/2015 18:36:23","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5838153","7182","975","PS53317RGBR-G2","09/17/2015 09:28:13","09/17/2015 22:48:48","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5841986","7163","872","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 03:00:32","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5841988","5623","872","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 06:18:22","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5841987","7184","872","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 10:30:51","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5841980","7192","872","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 14:43:36","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5841984","6461","872","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 18:30:46","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5845705","7188","768","PS53317RGBR-G2","09/17/2015 09:28:13","09/18/2015 22:43:24","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5845710","5146","768","PS53317RGBR-G2","09/17/2015 09:28:13","09/19/2015 01:44:32","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5849210","3581","664","PS53317RGBR-G2","09/17/2015 09:28:13","09/19/2015 03:50:53","41130.1978"
"14","ETS-2-64","6520958B","","4.0X3.5","14",NULL,NULL,NULL,"5845553","4648","12.3","TPS53317RGBR-L","09/17/2015 09:28:13","09/19/2015 07:34:59","41130.1978"
"15","ETS-S-64","6484527A","","5X5","15",NULL,NULL,NULL,"5855159","7876","1","S650240RHBR1-R","09/18/2015 07:26:46","09/18/2015 17:01:32",NULL
"15","ETS-S-64","6484527A","setup change","5X5","15",NULL,NULL,NULL,"5855162","3953","1","S650240RHBR1-R","09/18/2015 07:26:46","09/18/2015 10:42:29",NULL
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5820851","7230","19.32","PS65023RSBR1-R","09/17/2015 09:28:13","09/17/2015 15:16:15","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5817496","3912","1624","PS65023RSBR1-R","09/17/2015 09:28:13","09/17/2015 17:05:42","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5817493","3864","1624","PS65023RSBR1-R","09/17/2015 09:28:13","09/17/2015 18:53:50","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5817492","6153","1624","PS65023RSBR1-R","09/17/2015 09:28:13","09/17/2015 21:45:26","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5820844","3937","1524","PS65023RSBR1-R","09/17/2015 09:28:13","09/17/2015 23:35:35","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5820852","3512","1524","PS65023RSBR1-R","09/17/2015 09:28:13","09/18/2015 01:13:58","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5820843","5470","1524","PS65023RSBR1-R","09/17/2015 09:28:13","09/18/2015 03:46:37","51947.9251"
"15","ETS-S-64","6518233A","","5X5","15",NULL,NULL,NULL,"5820842","7904","1524","PS65023RSBR1-R","09/17/2015 09:28:13","09/18/2015 07:26:46","51947.9251"
"17","ETS-0-64","6522803A","","3X3","17",NULL,NULL,NULL,"5491459","8685","11674","4519RTER1-RQR&","09/17/2015 09:28:13","09/17/2015 13:16:28","55027.2829"
"17","ETS-0-64","6522803A","","3X3","17",NULL,NULL,NULL,"5491458","11443","11674","4519RTER1-RQR&","09/17/2015 09:28:13","09/17/2015 18:16:53","55027.2829"
"17","ETS-0-64","6522803A","","3X3","17",NULL,NULL,NULL,"5816450","6898","1659","TPS54519RTER-R","09/17/2015 09:28:13","09/17/2015 21:18:22","55027.2829"
"17","ETS-0-64","6522803A","","3X3","17",NULL,NULL,NULL,"5798099","6905","27.38","TPS54719RTER-R","09/17/2015 09:28:13","09/18/2015 02:50:49","54246.2001"
"17","ETS-0-64","6525239A","","3X3","17",NULL,NULL,NULL,"5838106","6893","13.87","55340QRTERQ1-L","09/18/2015 10:39:20","09/19/2015 01:06:16",""
"17","ETS-0-64","6525239A","","3X3","17",NULL,NULL,NULL,"5827986","9901","17.21","55340QRTERQ1-L","09/18/2015 10:39:20","09/19/2015 09:02:31",""
"17","ETS-0-64","6525239A","","3X3","17",NULL,NULL,NULL,"5798100","12901","2218","TPS55330RTET-L","09/18/2015 10:39:20","09/18/2015 19:34:25","53955.0128"
"17","ETS-0-64","6525239A","setup change","3X3","17",NULL,NULL,NULL,"5798101","6885","2218","TPS55330RTET-L","09/18/2015 10:39:20","09/18/2015 13:49:05","53955.0128"
"17","ETS-0-64","6555551A","","5X5","17",NULL,NULL,NULL,"5821244","4605","1508","7A8300RGWT-G2K","09/18/2015 02:50:49","09/18/2015 06:56:45","51203.6968"
"17","ETS-0-64","6555551A","","5X5","17",NULL,NULL,NULL,"5821243","7878","1508","7A8300RGWT-G2K","09/18/2015 02:50:49","09/18/2015 10:39:20","51203.6968"
"17","ETS-0-64","6555551A","setup change","5X5","17",NULL,NULL,NULL,"5821245","3890","1508","7A8300RGWT-G2K","09/18/2015 02:50:49","09/18/2015 04:46:13","51203.6968"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856468","5090","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 15:14:41","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856465","5104","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 16:06:25","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856459","5135","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 16:58:27","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856471","5146","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 17:50:35","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856466","7802","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 19:09:07","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856470","7811","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 20:27:45","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856460","7811","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 21:46:22","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856467","7823","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 23:05:07","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856461","7824","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/18/2015 00:23:53","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856463","7825","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/18/2015 01:42:39","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856469","7832","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/18/2015 03:01:29","144879.67"
"18","ETS-2-64","6462654A","","3X3","18",NULL,NULL,NULL,"5856464","7836","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/18/2015 04:20:21","144879.67"
"18","ETS-2-64","6462654A","setup change","3X3","18",NULL,NULL,NULL,"5856462","5090","490","A6204A1DRBR-UC","09/17/2015 13:26:32","09/17/2015 14:23:06","144879.67"
"18","ETS-2-64","6547181A","","3X3","18",NULL,NULL,NULL,"5846674","8943","741","2592BADRCR-G2K","09/18/2015 04:20:21","09/18/2015 14:38:39","56074.8169"
"18","ETS-2-64","6547181A","","3X3","18",NULL,NULL,NULL,"5846670","13692","741","2592BADRCR-G2K","09/18/2015 04:20:21","09/19/2015 02:57:22","56074.8169"
"18","ETS-2-64","6547181A","","3X3","18",NULL,NULL,NULL,"5846677","6822","741","2592ZADRCR-G2K","09/18/2015 04:20:21","09/18/2015 10:47:58","51641.4963"
"18","ETS-2-64","6547181A","","3X3","18",NULL,NULL,NULL,"5841243","13810","895","2592ZADRCR-G2K","09/18/2015 04:20:21","09/18/2015 21:04:41","51641.4963"
"18","ETS-2-64","6547181A","","3X3","18",NULL,NULL,NULL,"5846675","13805","741","2592ZADRCR-G2K","09/18/2015 04:20:21","09/19/2015 09:23:15","51641.4963"
"18","ETS-2-64","6547181A","setup change","3X3","18",NULL,NULL,NULL,"5841248","6830","895","2592ZADRCR-G2K","09/18/2015 04:20:21","09/18/2015 07:36:46","51641.4963"
"18","ETS-2-64","6575257C","","6X5","18",NULL,NULL,NULL,"5655964","3354","7175","D95373BQ5M1-LN","09/17/2015 09:28:13","09/17/2015 11:28:25","55486.6759"
"18","ETS-2-64","6575257C","","6X5","18",NULL,NULL,NULL,"5655963","3295","7175","D95373BQ5M1-LN","09/17/2015 09:28:13","09/17/2015 13:26:32","55486.6759"
"19","ETS-S-64","No_Tooling","","3X3","19",NULL,NULL,NULL,"5835661","13817","14.67","A2314AIDRBR-CK","09/17/2015 09:28:13","09/17/2015 20:32:25","131551.727"
"19","ETS-S-64","No_Tooling","","3X3","19",NULL,NULL,NULL,"5841255","13811","13.04","A2314AIDRBR-CK","09/17/2015 09:28:13","09/18/2015 07:36:21","131551.727"
"19","ETS-S-64","No_Tooling","","3X3","19",NULL,NULL,NULL,"5838094","13797","975","A2314AIDRBR-CK","09/17/2015 09:28:13","09/18/2015 18:39:36","131551.727"
"19","ETS-S-64","No_Tooling","","3X3","19",NULL,NULL,NULL,"5838096","13796","975","A2314AIDRBR-CK","09/17/2015 09:28:13","09/19/2015 05:42:48","131551.727"
"20","ETS-S-64","6514765A","setup change","2X2","20",NULL,NULL,NULL,"5834755","24731","1272","S60151DRVR-G2K","09/19/2015 03:33:47","09/19/2015 05:25:21","337221.818"
"20","ETS-S-64","6519267C","setup change","7X7","20",NULL,NULL,NULL,"5819806","2933","20.89","FE030AIRGZR-CK","09/19/2015 05:25:21","09/19/2015 07:52:07","49825.8774"
"20","ETS-S-64","No_Tooling","","3X3","20",NULL,NULL,NULL,"5838092","13764","975","A2314AIDRBR-CK","09/17/2015 09:28:13","09/17/2015 20:29:53","131551.727"
"20","ETS-S-64","No_Tooling","","3X3","20",NULL,NULL,NULL,"5838091","13793","975","A2314AIDRBR-CK","09/17/2015 09:28:13","09/18/2015 07:32:56","131551.727"
"20","ETS-S-64","No_Tooling","","3X3","20",NULL,NULL,NULL,"5841254","13719","896","A2314AIDRBR-CK","09/17/2015 09:28:13","09/18/2015 18:32:27","131551.727"
"20","ETS-S-64","No_Tooling","","3X3","20",NULL,NULL,NULL,"5841262","11257","896","A2314AIDRBR-CK","09/17/2015 09:28:13","09/19/2015 03:33:47","131551.727"
"22","ETS-0-64","6511094C","","3X3","22",NULL,NULL,NULL,"5841136","13792","898","CC24610DRBR-CK","09/18/2015 15:56:35","09/18/2015 23:15:25","93149.4138"
"22","ETS-0-64","6511094C","","3X3","22",NULL,NULL,NULL,"5841135","13819","898","CC24610DRBR-CK","09/18/2015 15:56:35","09/19/2015 02:50:03","93149.4138"
"22","ETS-0-64","6511094C","","3X3","22",NULL,NULL,NULL,"5846692","6893","741","CC24610DRBR-GK","09/18/2015 15:56:35","09/18/2015 19:41:12","93149.4138"
"22","ETS-0-64","6511094C","","3X3","22",NULL,NULL,NULL,"5846691","7100","12.22","CC24610DRBR-GK","09/18/2015 15:56:35","09/19/2015 08:31:51","93149.4138"
"22","ETS-0-64","6511094C","setup change","3X3","22",NULL,NULL,NULL,"5835666","7185","1059","CC24610DRBR-GK","09/18/2015 15:56:35","09/18/2015 17:53:38","93149.4138"
"22","ETS-0-64","6513992A","","3X3","22",NULL,NULL,NULL,"5852213","16828","7.12","62150BRGTR-OLY","09/17/2015 09:28:13","09/17/2015 22:56:57","103199.083"
"22","ETS-0-64","6513992A","","3X3","22",NULL,NULL,NULL,"5472865","4601","128.56","62152QRGTRQ1-L","09/17/2015 09:28:13","09/18/2015 02:38:48",""
"22","ETS-0-64","6513992A","","3X3","22",NULL,NULL,NULL,"5700208","13640","59.68","6215AQRGTRQ1-L","09/17/2015 09:28:13","09/18/2015 13:34:30",""
"22","ETS-0-64","6513992A","","3X3","22",NULL,NULL,NULL,"5834928","10002","1083","V62150ARGTR-LY","09/17/2015 09:28:13","09/18/2015 15:56:35","102084.923"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5846972","9959","734","BQ24190RGER-RY","09/17/2015 09:28:13","09/17/2015 13:29:46","59614.8465"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5850527","10002","631","BQ24195RGER-RY","09/17/2015 09:28:13","09/17/2015 17:27:13","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5852115","6959","578","BQ24195RGER-RY","09/17/2015 09:28:13","09/17/2015 20:12:43","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5840910","4007","17.45","BQ24196RGER-RY","09/17/2015 09:28:13","09/17/2015 23:26:03","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5825378","7480","21.71","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 05:26:05","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5827583","3233","1945","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 06:43:31","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5841914","3784","1499","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 08:13:58","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5843099","9898","1469","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 12:08:58","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5843106","9198","1469","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 15:47:24","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5843105","8880","1469","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 19:18:20","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5844288","9274","1434","BQ24196RGER-RY","09/17/2015 09:28:13","09/18/2015 22:58:34","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5845413","9796","1401","BQ24196RGER-RY","09/17/2015 09:28:13","09/19/2015 02:51:09","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5846610","5566","1368","BQ24196RGER-RY","09/17/2015 09:28:13","09/19/2015 05:03:44","60916.1255"
"23","ETS-2-64","6525585A","","4X4","23",NULL,NULL,NULL,"5852977","7858","544","Q24296MRGER-G2","09/17/2015 09:28:13","09/19/2015 07:57:18","65579.4904"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837484","10078","14.73","THS6187IRTJR-B","09/17/2015 09:28:13","09/17/2015 17:32:57","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837485","5741","14.73","THS6187IRTJR-B","09/17/2015 09:28:13","09/17/2015 22:09:31","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5819621","4592","1556","THS6187IRTJR-B","09/17/2015 09:28:13","09/17/2015 23:33:13","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837474","5832","993","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 01:19:16","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837473","9995","993","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 04:20:18","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837475","8944","993","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 07:02:24","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837478","4951","993","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 08:32:35","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837481","9573","992","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 11:26:00","79938.7826"
"24","ETS-2-64","6541602C","","4X4","24",NULL,NULL,NULL,"5837482","4156","992","THS6187IRTJR-B","09/17/2015 09:28:13","09/18/2015 12:41:52","79938.7826"
"24","ETS-2-64","6569306A","","3X3","24",NULL,NULL,NULL,"5846712","13794","741","65633AKRTER-G2","09/18/2015 12:41:52","09/18/2015 20:48:27","82589.1594"
"24","ETS-2-64","6569306A","","3X3","24",NULL,NULL,NULL,"5846706","13800","741","65633AKRTER-G2","09/18/2015 12:41:52","09/19/2015 00:50:05","82589.1594"
"24","ETS-2-64","6569306A","","3X3","24",NULL,NULL,NULL,"5846709","13805","741","65633AKRTER-G2","09/18/2015 12:41:52","09/19/2015 04:51:47","82589.1594"
"24","ETS-2-64","6569306A","","3X3","24",NULL,NULL,NULL,"5846708","13808","741","65633AKRTER-G2","09/18/2015 12:41:52","09/19/2015 08:53:33","82589.1594"
"24","ETS-2-64","6569306A","setup change","3X3","24",NULL,NULL,NULL,"5846710","13712","741","65633AKRTER-G2","09/18/2015 12:41:52","09/18/2015 16:46:56","82589.1594"
"25","ETS-2-64","6525230A","setup change","2X2","25",NULL,NULL,NULL,"5837533","24836","1167","TPS2553DRVR-L","09/19/2015 04:26:55","09/19/2015 05:20:11","756144.192"
"25","ETS-2-64","6541669B","","3X3","25",NULL,NULL,NULL,"5769211","6898","3308","TPS43060RTER-C","09/17/2015 09:28:13","09/17/2015 12:44:26","50890.7651"
"25","ETS-2-64","6541669B","","3X3","25",NULL,NULL,NULL,"5769208","13209","3308","TPS43060RTER-C","09/17/2015 09:28:13","09/17/2015 18:59:16","50890.7651"
"25","ETS-2-64","6541669B","","3X3","25",NULL,NULL,NULL,"5803407","6890","25.27","TPS43060RTET-C","09/17/2015 09:28:13","09/18/2015 00:30:59","50890.7651"
"25","ETS-2-64","6541669B","","3X3","25",NULL,NULL,NULL,"5803405","13775","2119","TPS43060RTET-C","09/17/2015 09:28:13","09/18/2015 07:01:50","50890.7651"
"25","ETS-2-64","6541669B","","3X3","25",NULL,NULL,NULL,"5803406","11532","2119","TPS43060RTET-C","09/17/2015 09:28:13","09/18/2015 12:29:13","50890.7651"
"25","ETS-2-64","6554905A","","3X3","25",NULL,NULL,NULL,"5847677","13823","1547","PS74801DRCR1-B","09/18/2015 12:29:13","09/18/2015 15:38:51","217915.271"
"25","ETS-2-64","6554905A","","3X3","25",NULL,NULL,NULL,"5847676","13824","1547","PS74801DRCR1-B","09/18/2015 12:29:13","09/18/2015 17:11:12","217915.271"
"25","ETS-2-64","6554905A","","3X3","25",NULL,NULL,NULL,"5849203","6893","13.71","PS74801DRCT1-B","09/18/2015 12:29:13","09/18/2015 22:43:03","217915.271"
"25","ETS-2-64","6554905A","","3X3","25",NULL,NULL,NULL,"5849202","7143","13.71","PS74801DRCT1-B","09/18/2015 12:29:13","09/19/2015 04:26:55","217915.271"
"25","ETS-2-64","6554905A","setup change","3X3","25",NULL,NULL,NULL,"5847679","13821","1547","PS74801DRCR1-B","09/18/2015 12:29:13","09/18/2015 14:06:31","217915.271"
"25","ETS-2-64","6568520B","setup change","5X5","25",NULL,NULL,NULL,"5845459","7908","774","1501005RHBR-G2","09/19/2015 05:20:11","09/19/2015 08:18:01","61890.8309"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5844408","15110","803","N1109048RHLR-L","09/17/2015 09:28:13","09/17/2015 14:39:16","70186.3141"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5834906","7558","1091","PS54821RHLR2-R","09/17/2015 09:28:13","09/17/2015 17:37:03","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5841065","15101","900","PS54821RHLR2-R","09/17/2015 09:28:13","09/17/2015 23:31:17","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5841062","15049","900","PS54821RHLR2-R","09/17/2015 09:28:13","09/18/2015 05:24:18","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5841057","15096","900","PS54821RHLR2-R","09/17/2015 09:28:13","09/18/2015 11:18:25","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5845053","10478","786","PS54821RHLR2-R","09/17/2015 09:28:13","09/18/2015 15:24:31","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5845048","15103","786","PS54821RHLR2-R","09/17/2015 09:28:13","09/18/2015 21:18:48","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5845043","15107","786","PS54821RHLR2-R","09/17/2015 09:28:13","09/19/2015 03:13:11","61549.9821"
"26","ETS-2-64","6487925B","","3.5X3.5","26",NULL,NULL,NULL,"5837745","15060","989","PS54821RHLR2-R","09/17/2015 09:28:13","09/19/2015 09:06:27","61549.9821"
"27","ETS-2-64","6568520B","","5X5","27",NULL,NULL,NULL,"5845458","7877","774","1501005RHBR-G2","09/19/2015 02:29:33","09/19/2015 07:48:03","61890.8309"
"27","ETS-2-64","6568520B","setup change","5X5","27",NULL,NULL,NULL,"5845460","6459","774","1501005RHBR-G2","09/19/2015 02:29:33","09/19/2015 04:55:53","61890.8309"
"27","ETS-2-64","6570845A","","3X3","27",NULL,NULL,NULL,"5858459","11549","8.51","S54335ADRCR-G2","09/17/2015 09:28:13","09/17/2015 18:43:33","88918.3577"
"27","ETS-2-64","6570845A","","3X3","27",NULL,NULL,NULL,"5828951","11589","1286","S54335ADRCR-G2","09/17/2015 09:28:13","09/17/2015 21:52:14","88918.3577"
"27","ETS-2-64","6570845A","","3X3","27",NULL,NULL,NULL,"5832164","13800","1185","S54335ADRCR-G2","09/17/2015 09:28:13","09/18/2015 01:36:42","88918.3577"
