"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA10","ETS-1M-64","3X3","6514600A                                     ","6505771B","19","245029","1","16860","14.53","STD  ","DRB          ","214168.48","0","209599","0","0","0.98","0","0.98"
"CLFTEA10","ETS-1M-64","3.5X3.5","6514600A                                     ","6487925B","1","15089","2","11551","1.31","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA11","ETS-2-64","4X4","6525585A                                     ","6525585A","14","130678","0","27286","4.79","STD  ","RGE300LLF    ","65424.56","0","798143","0","0","12.2","0","12.2"
"CLFTEA12","ETS-2-64","3.5X3.5","6487925B                                     ","6487925B","12","120924","0","13963","8.66","STD  ","RHL          ","60093.14","0","116742","0","0","1.94","0","1.94"
"CLFTEA13","ETS-1M-64","3X3","6517950B                                     ","6505620C","16","207271","1","5424","38.21","STD  ","DRC          ","263519.07","0","221083","0","0","0.84","0","0.84"
"CLFTEA13","ETS-1M-64","3X3","6517950B                                     ","6511094C","2","27559","2","3881","7.1","STD  ","DRB          ","93149.41","0","294796","0","0","3.16","0","3.16"
"CLFTEA13","ETS-1M-64","3.5X3.5","6517950B                                     ","6487925B","1","6688","3","11551","0.58","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA14","ETS-2-64","3.5X3.5","6541231B                                     ","6541231B","10","147346","0","3155","46.7","STD  ","RGR300       ","75720.65","0","234336","0","0","3.09","0","3.09"
"CLFTEA15","ETS-S-64","3X3","6510697B                                     ","6511094C","14","184472","1","3881","47.53","STD  ","DRB          ","93149.41","0","294796","0","0","3.16","0","3.16"
"CLFTEA17","ETS-0-64","3X3","","6529253A","14","103266","1","2163","47.74","STD  ","RTE300       ","51885.01","0","541109","0","0","10.43","0","10.43"
"CLFTEA18","ETS-2-64","5X5","6487839B                                     ","6487839B","8","63259","0","5415","11.68","STD  ","RTV          ","32326.34","0","123700","0","0","3.83","0","3.83"
"CLFTEA19","ETS-2-64","4X4","6526546B                                     ","6526546B","14","126272","0","5268","23.97","STD  ","RUY          ","56325.78","0","201042","0","0","3.57","0","3.57"
"CLFTEA20","ETS-S-64","3X3","6524552C                                     ","6513992A","11","179887","1","38389","4.69","STD  ","RGTLLF       ","90189.61","0","49822","0","0","0.55","0","0.55"
"CLFTEA22","ETS-0-64","3X3","6529571A                                     ","6529571A","4","47571","0","2696","17.65","STD  ","DRB          ","64709.09","0","61377","0","0","0.95","0","0.95"
"CLFTEA22","ETS-0-64","2.5X2.5","6529571A                                     ","6497193A","4","59072","1","16816","3.51","STRIP","DSKST        ","200081.96","0","45411","0","0","0.23","0","0.23"
"CLFTEA22","ETS-0-64","3.5X3.5","6529571A                                     ","6487925B","4","60052","2","11551","5.2","STD  ","RHL          ","63256.04","0","116742","0","0","1.85","0","1.85"
"CLFTEA23","ETS-2-64","6X5","6570740A                                     ","6570740A","21","60286","0","4772","12.63","CLIP ","DQPCLIP      ","37685.85","0","3485","0","0","0.09","0","0.09"
"CLFTEA23","ETS-2-64","4X3","6570740A                                     ","6568858D","1","500","1","1331","0.38","STD  ","RVC300       ","31944.65","0","500","0","0","0.02","0","0.02"
"CLFTEA23","ETS-2-64","4X4","6570740A                                     ","6560309A","2","17647","2","2278","7.75","STD  ","RGE          ","54660.07","0","17647","0","0","0.32","0","0.32"
"CLFTEA24","ETM-2-64","3X3","6571495A                                     ","6513992A","12","193388","1","28576","6.77","STD  ","RGTLLF       ","96798.51","0","49822","0","0","0.51","0","0.51"
"CLFTEA25","ETS-2-64","4X4","6525585A                                     ","6525585A","13","126129","0","27286","4.62","STD  ","RGE300LLF    ","65523.87","0","1049866","0","0","16.02","0","16.02"
"CLFTEA25","ETS-2-64","4.5X3.5","6525585A                                     ","6545456B","1","3950","1","10221","0.39","CLIP ","RVECLIP      ","76914.84","0","67446","0","0","0.88","0","0.88"
"CLFTEA26","ETS-2-64","6X6","6518648B                                     ","6518648B","7","32174","0","1022","31.48","STD  ","RHA300       ","24524.04","0","37348","0","0","1.52","0","1.52"
"CLFTEA26","ETS-2-64","4.5X3.5","6518648B                                     ","6543758C","6","45910","1","8888","5.17","CLIP ","RVECLIP      ","77038.32","0","835985","0","0","10.85","0","10.85"
"CLFTEA27","ETS-2-64","3X3","6512302B                                     ","6512302B","1","9723","0","6112","1.59","STD  ","DRB300       ","30575.96","0","9723","0","0","0.32","0","0.32"
"CLFTEA27","ETS-2-64","7X5","6512302B                                     ","6514558B","32","106657","1","10592","10.07","STD  ","RGFMCM300    ","64342.68","0","59484","0","0","0.92","0","0.92"
"CLFTEA29","ETS-2-64","4X4","6541533C                                     ","6541533C","14","124189","0","9589","12.95","STD  ","RSM300       ","62669.77","0","174624","0","0","2.79","0","2.79"
"CLFTEA3","ETS-0-64","3X3","6512302B                                     ","6512302B","10","99256","0","6112","16.24","STD  ","DRBST300     ","129727.29","0","2294","0","0","0.02","0","0.02"
"CLFTEA3","ETS-0-64","2.5X2.5","6512302B                                     ","6506370A","1","15042","1","18969","0.79","STD  ","DSKST300     ","455253.33","0","15042","0","0","0.03","0","0.03"
"CLFTEA3","ETS-0-64","3.5X3.5","6512302B                                     ","6487925B","1","15080","2","11551","1.31","STD  ","RGY          ","70186.31","0","926032","0","0","13.19","0","13.19"
"CLFTEA30","ETS-2-64","7X5","6514558B                                     ","6514558B","39","128151","0","10592","12.1","STD  ","RGFMCM300    ","64289.37","0","59484","0","0","0.93","0","0.93"
"CLFTEA31","ETS-2-64","3.5X3.5","6512615D                                     ","6512615D","12","157621","0","20294","7.77","STD  ","RGR300       ","82519.81","0","42017","0","0","0.51","0","0.51"
"CLFTEA32","ETS-2-128","3X3","","6542741A","18","210291","1","13223","15.9","STRIP","RGTST        ","86957.31","0","11407","0","0","0.13","0","0.13"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6518677A","11","79530","0","2286","34.79","STD  ","RSB          ","56242.44","0","87421","0","0","1.55","0","1.55"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6568521A","6","45407","1","10530","4.31","STD  ","RHB300       ","86352.66","0","79750","0","0","0.92","0","0.92"
"CLFTEA34","ETS-2-64","6X5","6569094B                                     ","6514494A","20","130922","1","19215","6.81","CLIP ","DQPCLIP      ","64957.11","0","9964","0","0","0.15","0","0.15"
"CLFTEA35","ETS-2-64","3X3","6524040A                                     ","6524040A","13","156794","0","6487","24.17","STD  ","RTE300       ","97133.16","0","184510","0","0","1.9","0","1.9"
"CLFTEA36","ETS-2-64","7X7","6570774A                                     ","6570774A","12","57957","0","2362","24.54","STD  ","RSH          ","27493.58","0","93420","0","0","3.4","0","3.4"
"CLFTEA37","ETS-2-128","2X2","6506370A                                     ","6506370A","8","152213","0","11114","13.7","STRIP","DSGST        ","282624","0","177022","0","0","0.63","0","0.63"
"CLFTEA37","ETS-2-128","4.5X3.5","6506370A                                     ","6543758C","13","99820","1","8888","11.23","CLIP ","RVECLIP      ","77038.32","0","835985","0","0","10.85","0","10.85"
"CLFTEA38","ETS-2-64","4X4","6525585A                                     ","6525585A","13","129826","0","27286","4.76","STD  ","RGE300LLF    ","65523.87","0","1049866","0","0","16.02","0","16.02"
"CLFTEA39","ETS-2-64","7X5","6522503A                                     ","6522503A","18","58954","0","13879","4.25","CLIP ","RVFCLIP      ","69141.57","0","10964","0","0","0.16","0","0.16"
"CLFTEA39","ETS-2-64","4.5X3.5","6522503A                                     ","6578688B","9","58061","1","8704","6.67","STD  ","DPC          ","102680.01","0","57571","0","0","0.56","0","0.56"
"CLFTEA39","ETS-2-64","4X4","6522503A                                     ","6526489A","2","18199","2","2278","7.99","STD  ","DPR          ","70186.31","0","27592","0","0","0.39","0","0.39"
"CLFTEA39","ETS-2-64","6X6","6522503A                                     ","6524552C","1","5165","3","2339","2.21","STD  ","RSL          ","27500.72","0","7885","0","0","0.29","0","0.29"
"CLFTEA40","ETM-4-128","4X4","6556725A                                     ","6556725A","5","49856","0","1336","37.32","STD  ","RGE300LLF    ","32052.94","0","117666","0","0","3.67","0","3.67"
