Key_Device,TARGET
PS53513RVER-LN,172987
603V1RUNR-G2N#,755175
PS54821RHLR2-R,621796
S51200DRCR-G2Y,306635
BQ24170RGYR-G2,71141
PS54218RTER3-C,242982
TPS2557DRBR3-R,160052
BQ24196RGER-RY,114040
D97374Q4M-LNKE,115707
7A8300RGRR-G2K,293095
Q24736RGRR-G2K,150211
V62090RGTR1-G2,248021
65633BKRTER-G2,389162
PS65148CRHBR-U,102007
Q24166RGER-G2Y,16531
Q24166RGET-G2Y,8176
S61087DRCR-G2Y,194202
V425RTJT1-UCR&,6232
AC7760IRHAR-CK,4454
S51220ARSNR-LK,25439
