Machine_Instance,Machine_Family_Name,Lot_Name,Logpoint,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Start_Time,Completion_Time,Pass_No,Finished,Package
CLFTEA34,ETS-2-64,8068014,4410,3317,2661,Y,TPS2388RTQR-C,,,12/10/2015 06:06:12,12/09/2015 12:42:28,01/2147171906/2016 11:07:11,1,Y,8X8
CLFTEA50,ETS-2-64,8103238,4410,10054,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/10/2016 6:6:14,00/10/2016 09:42:41,1,Y,4X4
CLFTEA50,ETS-2-64,8103232,4410,10046,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/10/2016 9:42:41,00/10/2016 13:19:00,1,Y,4X4
CLFTEA50,ETS-2-64,8103245,4410,10012,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/10/2016 13:19:0,00/10/2016 16:54:35,1,Y,4X4
CLFTEA50,ETS-2-64,8103249,4410,10070,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/10/2016 16:54:35,00/10/2016 20:31:25,1,Y,4X4
CLFTEA50,ETS-2-64,8103244,4410,10056,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/10/2016 20:31:25,00/11/2016 00:07:57,1,Y,4X4
CLFTEA50,ETS-2-64,8103248,4410,10020,1605,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/11/2016 0:7:57,00/11/2016 03:43:43,1,Y,4X4
CLFTEA50,ETS-2-64,8106855,4410,10031,1504,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/11/2016 3:43:43,00/11/2016 07:19:42,1,Y,4X4
CLFTEA50,ETS-2-64,8106854,4410,10052,1504,N,51631RSMR-G2YK,6541533C,1,00/10/2016 06:06:12,0/11/2016 7:19:42,00/11/2016 10:56:09,1,Y,4X4
CLFTEA50,ETS-2-64,8092684,4410,10026,1893,N,PS51623RSMR-G2,6541533C,1,00/10/2016 06:06:12,0/11/2016 10:56:9,00/11/2016 15:39:17,1,Y,4X4
CLFTEA50,ETS-2-64,8128979,4410,5635,800,N,PS51623RSMR-G2,6541533C,1,00/10/2016 06:06:12,0/11/2016 15:39:17,00/11/2016 18:18:26,1,Y,4X4
CLFTEA50,ETS-2-64,8113403,4410,10064,1657,N,S53623RSMR-G2K,6541533C,1,00/10/2016 06:06:12,0/11/2016 18:18:26,00/11/2016 22:40:13,1,Y,4X4
