LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOOT_TIME,MACHINE_INSTANCE
5655964,D95373BQ5M1-LN,6X5,0,3354,7175.00,5655964,4420,1,22.39,17.3,67.22,,09/17/2015 09:28:13,
5655963,D95373BQ5M1-LN,6X5,0,3295,7175.00,5655963,4420,1,22.39,17.3,67.22,,09/17/2015 09:28:13,
5843130,AC7562SDSCR-UC,3X3,0,12600,889.00,5843130,4420,1,9.36,8.2,8.29,,09/17/2015 09:28:13,
5843139,AC7562SDSCR-UC,3X3,0,12667,889.00,5843139,4420,1,9.36,8.2,8.29,,09/17/2015 09:28:13,
5852269,AC7562SDSCR-UC,3X3,0,14149,623.00,5852269,4420,1,9.36,8.2,5.63,,09/17/2015 09:28:13,
5856472,AC7562SDSCT-UC,3X3,0,6334,473.00,5856472,4420,1,9.36,8.2,4.13,,09/17/2015 09:28:13,
5124573,TPS71745DSER-L,1.5X1.5,0,41926,22447.00,5124573,4410,1,16.29,13.2,221.94,,09/17/2015 09:28:13,
5199074,TPS71745DSER-L,1.5X1.5,0,39511,20475.00,5199074,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5199073,TPS71745DSER-L,1.5X1.5,0,31323,20475.00,5199073,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5199075,TPS71745DSER-L,1.5X1.5,0,20891,20475.00,5199075,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5491459,4519RTER1-RQR&,3X3,0,8685,11674.00,5491459,4410,1,15.98,12.67,114,,09/17/2015 09:28:13,
5491458,4519RTER1-RQR&,3X3,0,11443,11674.00,5491458,4410,1,15.98,12.67,114,,09/17/2015 09:28:13,
5830456,PS53513RVER-LN,4.5X3.5,0,77,9613.00,5830456,4410,1,20.95,15.21,90.95,,09/17/2015 09:28:13,
5584612,1306051RHRR-G2,5.5X3.5,0,5071,8937.00,5584612,4410,1,14.73,12.41,87.61,,09/17/2015 09:28:13,
5846145,53315RGFR-LS2Y,7X5,0,77,7421.00,5846145,4410,1,26.99,17.16,64.94,,09/17/2015 09:28:13,
5664924,BQ24298RTWR-G2,4X4,0,4988,6635.00,5664924,4410,1,14.96,12.67,64.63,,09/17/2015 09:28:13,
5664920,BQ24298RTWR-G2,4X4,0,8395,6635.00,5664920,4410,1,14.96,12.67,64.63,,09/17/2015 09:28:13,
5672538,PS65168RSBR1-R,5X5,0,7704,6366.00,5672538,4410,1,14.78,12.51,61.95,,09/17/2015 09:28:13,
5699218,PS61177RGRR-G2,3.5X3.5,0,15104,5471.00,5699218,4410,1,14.74,12.41,52.94,,09/17/2015 09:28:13,
5699219,PS61177RGRR-G2,3.5X3.5,0,14975,5471.00,5699219,4410,1,14.74,12.41,52.94,,09/17/2015 09:28:13,
5712667,PS2561DRCR1-LY,3X3,0,6950,5096.00,5712667,4410,1,15.24,12.46,48.74,,09/17/2015 09:28:13,
5717215,PS61088RHLR-G2,4.5X3.5,0,7918,4954.00,5717215,4410,1,15.41,12.61,47.3,,09/17/2015 09:28:13,
5727056,D59998Q4M-LQN&,4.5X3.5,0,3609,4869.00,5727056,4410,1,17.93,12.87,44.19,,09/17/2015 09:28:13,
5727053,D95377Q4M-LQN#,4.5X3.5,0,3811,4869.00,5727053,4410,1,17.93,12.87,44.19,,09/17/2015 09:28:13,
5718638,PS62134DRGTR-L,3X3,0,6893,4849.00,5718638,4410,1,14.66,12.47,46.86,,09/17/2015 09:28:13,
5727743,95377Q4M1-LQN#,4.5X3.5,0,3803,4844.00,5727743,4410,1,17.93,12.87,43.94,,09/17/2015 09:28:13,
5727751,95377Q4M2-LQN#,4.5X3.5,0,3834,4844.00,5727751,4410,1,17.93,12.87,43.94,,09/17/2015 09:28:13,
5753495,AC8163SDSCR-UC,3X3,0,7029,4047.00,5753495,4410,1,8.94,4.1,36.2,,09/17/2015 09:28:13,
5771421,SD87381P6-UNR&,3X2.5,0,13433,4009.00,5771421,4410,1,14.1,4.05,30.61,,09/17/2015 09:28:13,
5749394,25810RVCR-G2R#,4X3,0,3399,3980.00,5749394,4410,1,15.66,12.67,37.37,,09/17/2015 09:28:13,
5843239,S51367RVER-LNY,4.5X3.5,0,4586,3970.00,5843239,4410,1,20.42,15.21,35.05,,09/17/2015 09:28:13,
5775940,SD87381P6-UNR&,3X2.5,0,13417,3876.00,5775940,4410,1,14.1,4.05,29.27,,09/17/2015 09:28:13,
5701121,1362RVER1-LQR#,4.5X3.5,0,7280,3632.00,5701121,4410,1,0,15.48,52.36,,09/17/2015 09:28:13,
