ROUTENAME,LOGPOINT,OPERATION,LPT_DESC,OPN_DESC,DEVICE,PACKAGE,PIN,ALTERNATE,SETUP,PPH,MACHINE_FAMILY,TOOLING_FAMILY,TOOLQTY,CERTIFICATION
QFN8,0695,1,POST BOND,,1211013RGER-LK,4X4,RGE,,ETS-2-64:,1250,ETS-2-64,,1,1
QFN8,0695,1,POST BOND,,1211013RGER-LK,4X4,RGE,alt,ETS-2M-64:,1250,ETS-2M-64,,1,1
QFN8,0695,1,POST BOND,,1211013RGER-LK,4X4,RGE,alt,ETS-2-128:,1250,ETS-2-128,,1,1
QFN8,0695,1,POST BOND,,1211013RGER-LK,4X4,RGE,alt,ETS-4M-128:,1250,ETS-4M-128,,1,1
QFN8,1400,1,MOLD,,1211013RGER-LK,4X4,RGE,,ETS-2-64:,1250,ETS-2-64,,1,1
QFN8,1400,1,MOLD,,1211013RGER-LK,4X4,RGE,alt,ETS-2M-64:,1250,ETS-2M-64,,1,1
QFN8,1400,1,MOLD,,1211013RGER-LK,4X4,RGE,alt,ETS-2-128:,1250,ETS-2-128,,1,1
QFN8,1400,1,MOLD,,1211013RGER-LK,4X4,RGE,alt,ETS-4M-128:,1250,ETS-4M-128,,1,1
QFN8,1410,1,MOLD CURE,,1211013RGER-LK,4X4,RGE,,ETS-2-64:,1250,ETS-2-64,,1,1
QFN8,1410,1,MOLD CURE,,1211013RGER-LK,4X4,RGE,alt,ETS-2M-64:,1250,ETS-2M-64,,1,1
QFN8,1410,1,MOLD CURE,,1211013RGER-LK,4X4,RGE,alt,ETS-2-128:,1250,ETS-2-128,,1,1
QFN8,1410,1,MOLD CURE,,1211013RGER-LK,4X4,RGE,alt,ETS-4M-128:,1250,ETS-4M-128,,1,1
QFN8,1420,1,DEFLASH,,1211013RGER-LK,4X4,RGE,,ETS-2-64:,1250,ETS-2-64,,1,1
QFN8,1420,1,DEFLASH,,1211013RGER-LK,4X4,RGE,alt,ETS-2M-64:,1250,ETS-2M-64,,1,1
QFN8,1420,1,DEFLASH,,1211013RGER-LK,4X4,RGE,alt,ETS-2-128:,1250,ETS-2-128,,1,1
QFN8,1420,1,DEFLASH,,1211013RGER-LK,4X4,RGE,alt,ETS-4M-128:,1250,ETS-4M-128,,1,1
QFN8,1430,1,DEFLASH BAKE,,1211013RGER-LK,4X4,RGE,,ETS-2-64:,1250,ETS-2-64,,1,1
QFN8,1430,1,DEFLASH BAKE,,1211013RGER-LK,4X4,RGE,alt,ETS-2M-64:,1250,ETS-2M-64,,1,1
QFN8,1430,1,DEFLASH BAKE,,1211013RGER-LK,4X4,RGE,alt,ETS-2-128:,1250,ETS-2-128,,1,1
