LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE
5655964,D95373BQ5M1-LN,6X5,DQPCLIP,3354,7175,5655964,4420,1,22.39,17.3,67.22,,09/17/2015 09:28:13,
5655963,D95373BQ5M1-LN,6X5,DQPCLIP,3295,7175,5655963,4420,1,22.39,17.3,67.22,,09/17/2015 09:28:13,
5843130,AC7562SDSCR-UC,3X3,DSC,12600,889,5843130,4420,1,9.36,8.2,8.29,,09/17/2015 09:28:13,
5843139,AC7562SDSCR-UC,3X3,DSC,12667,889,5843139,4420,1,9.36,8.2,8.29,,09/17/2015 09:28:13,
5852269,AC7562SDSCR-UC,3X3,DSC,14149,623,5852269,4420,1,9.36,8.2,5.63,,09/17/2015 09:28:13,
5856472,AC7562SDSCT-UC,3X3,DSC,6334,473,5856472,4420,1,9.36,8.2,4.13,,09/17/2015 09:28:13,
5124573,TPS71745DSER-L,1.5X1.5,DSEST,41926,22447,5124573,4410,1,16.29,13.2,221.94,,09/17/2015 09:28:13,
5199074,TPS71745DSER-L,1.5X1.5,DSEST,39511,20475,5199074,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5199073,TPS71745DSER-L,1.5X1.5,DSEST,31323,20475,5199073,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5199075,TPS71745DSER-L,1.5X1.5,DSEST,20891,20475,5199075,4410,1,18.67,13.2,199.84,,09/17/2015 09:28:13,
5491459,4519RTER1-RQR&,3X3,RTEST,8685,11674,5491459,4410,1,15.98,12.67,114,,09/17/2015 09:28:13,
5491458,4519RTER1-RQR&,3X3,RTEST,11443,11674,5491458,4410,1,15.98,12.67,114,,09/17/2015 09:28:13,
5830456,PS53513RVER-LN,4.5X3.5,RVECLIP,77,9613,5830456,4410,1,20.95,15.21,90.95,,09/17/2015 09:28:13,
5584612,1306051RHRR-G2,5.5X3.5,RHR300,5071,8937,5584612,4410,1,14.73,12.41,87.61,,09/17/2015 09:28:13,
5846145,53315RGFR-LS2Y,7X5,RGFMCM,77,7421,5846145,4410,1,26.99,17.16,64.94,,09/17/2015 09:28:13,
5664924,BQ24298RTWR-G2,4X4,RTWST300,4988,6635,5664924,4410,1,14.96,12.67,64.63,,09/17/2015 09:28:13,
5664920,BQ24298RTWR-G2,4X4,RTWST300,8395,6635,5664920,4410,1,14.96,12.67,64.63,,09/17/2015 09:28:13,
5672538,PS65168RSBR1-R,5X5,RSB,7704,6366,5672538,4410,1,14.78,12.51,61.95,09/16/2015 05:11:46,09/17/2015 09:28:13,CLFTEA19
5699218,PS61177RGRR-G2,3.5X3.5,RGR300,15104,5471,5699218,4410,1,14.74,12.41,52.94,,09/17/2015 09:28:13,
5699219,PS61177RGRR-G2,3.5X3.5,RGR300,14975,5471,5699219,4410,1,14.74,12.41,52.94,,09/17/2015 09:28:13,
5712667,PS2561DRCR1-LY,3X3,DRCST,6950,5096,5712667,4410,1,15.24,12.46,48.74,,09/17/2015 09:28:13,
5717215,PS61088RHLR-G2,4.5X3.5,RHL300ST,7918,4954,5717215,4410,1,15.41,12.61,47.3,,09/17/2015 09:28:13,
5727056,D59998Q4M-LQN&,4.5X3.5,DPC,3609,4869,5727056,4410,1,17.93,12.87,44.19,,09/17/2015 09:28:13,
5727053,D95377Q4M-LQN#,4.5X3.5,DPC,3811,4869,5727053,4410,1,17.93,12.87,44.19,,09/17/2015 09:28:13,
5718638,PS62134DRGTR-L,3X3,RGT,6893,4849,5718638,4410,1,14.66,12.47,46.86,,09/17/2015 09:28:13,
5727743,95377Q4M1-LQN#,4.5X3.5,DPC,3803,4844,5727743,4410,1,17.93,12.87,43.94,,09/17/2015 09:28:13,
5727751,95377Q4M2-LQN#,4.5X3.5,DPC,3834,4844,5727751,4410,1,17.93,12.87,43.94,,09/17/2015 09:28:13,
5753495,AC8163SDSCR-UC,3X3,DSC,7029,4047,5753495,4410,1,8.94,4.1,36.2,,09/17/2015 09:28:13,
5771421,SD87381P6-UNR&,3X2.5,MPCMCMST,13433,4009,5771421,4410,1,14.1,4.05,30.61,,09/17/2015 09:28:13,
5749394,25810RVCR-G2R#,4X3,RVC300ST,3399,3980,5749394,4410,1,15.66,12.67,37.37,,09/17/2015 09:28:13,
5843239,S51367RVER-LNY,4.5X3.5,RVECLIP,4586,3970,5843239,4410,1,20.42,15.21,35.05,,09/17/2015 09:28:13,
5775940,SD87381P6-UNR&,3X2.5,MPCMCMST,13417,3876,5775940,4410,1,14.1,4.05,29.27,,09/17/2015 09:28:13,
5701121,1362RVER1-LQR#,4.5X3.5,RVECLIP,7280,3632,5701121,4410,1,0,15.48,52.36,,09/17/2015 09:28:13,
5701122,1362RVER1-LQR#,4.5X3.5,RVECLIP,7570,3632,5701122,4410,1,0,15.48,52.36,,09/17/2015 09:28:13,
5760782,BQ29700DSER-G2,1.5X1.5,DSEST300,20748,3628,5760782,4410,1,16.15,13.2,33.89,,09/17/2015 09:28:13,
5700832,D95379Q3M-LNKY,3.3X3.3,DNSCLPVTT,4693,3495,5700832,4410,1,0,16.9,52.41,,09/17/2015 09:28:13,
5773615,603V1RUNR-G2N#,2X2,RUNST300,24339,3436,5773615,4410,1,19.09,14.07,29.91,,09/17/2015 09:28:13,
5770469,BQ25890RTWR-G2,4X4,RTWST300,10062,3324,5770469,4410,1,15.66,12.67,30.81,,09/17/2015 09:28:13,
5769211,TPS43060RTER-C,3X3,RTE,6898,3308,5769211,4410,1,14.57,12.1,31.17,,09/17/2015 09:28:13,
5769208,TPS43060RTER-C,3X3,RTE,13209,3308,5769208,4410,1,14.57,12.1,31.17,,09/17/2015 09:28:13,
5774020,BQ25040DQCR-G2,3X2,DQCST,13058,3235,5774020,4410,1,15.78,12.67,29.81,,09/17/2015 09:28:13,
5774017,BQ25040DQCR-G2,3X2,DQCST,17260,3235,5774017,4410,1,15.78,12.67,29.81,,09/17/2015 09:28:13,
5774019,BQ25040DQCR-G2,3X2,DQCST,17258,3235,5774019,4410,1,15.78,12.67,29.81,,09/17/2015 09:28:13,
5774018,BQ25040DQCR-G2,3X2,DQCST,17228,3235,5774018,4410,1,15.78,12.67,29.81,,09/17/2015 09:28:13,
5778162,BQ24298RTWR-G2,4X4,RTWST300,10060,3115,5778162,4410,1,15.78,12.67,28.6,,09/17/2015 09:28:13,
5778164,BQ24298RTWR-G2,4X4,RTWST300,10045,3115,5778164,4410,1,15.78,12.67,28.6,,09/17/2015 09:28:13,
5778163,BQ24298RTWR-G2,4X4,RTWST300,10065,3115,5778163,4410,1,15.78,12.67,28.6,,09/17/2015 09:28:13,
5778166,BQ24298RTWR-G2,4X4,RTWST300,5021,3115,5778166,4410,1,15.78,12.67,28.6,,09/17/2015 09:28:13,
5778165,BQ24298RTWR-G2,4X4,RTWST300,8307,3115,5778165,4410,1,15.78,12.67,28.6,,09/17/2015 09:28:13,
5778841,1622IDRCT-URR&,3X3,DRC,5034,2920,5778841,4410,1,5.46,4.1,28.4,,09/17/2015 09:28:13,
5789881,603V1RUNR-G2N#,2X2,RUNST300,22229,2906,5789881,4410,1,19.09,14.07,24.61,,09/17/2015 09:28:13,
5789888,603V1RUNR-G2N#,2X2,RUNST300,12984,2906,5789888,4410,1,19.09,14.07,24.61,,09/17/2015 09:28:13,
5782139,CSD87588N-NS2,5X2.5,MPAMCMST,3624,2886,5782139,4410,1,14.1,11.64,26.96,,09/17/2015 09:28:13,
5785851,4622RHLR1-LQR#,3.5X3.5,RHLST,15108,2884,5785851,4410,1,16.19,12.67,25.88,,09/17/2015 09:28:13,
5783422,PS65154RSLR-G2,6X6,RSL300,2292,2879,5783422,4410,1,14.65,11.91,26.61,,09/17/2015 09:28:13,
5786041,BQ24311DSGR-G2,2X2,DSGST,23506,2837,5786041,4410,1,15.74,12.61,25.8,,09/17/2015 09:28:13,
5782242,546QRTERQ11-G2,3X3,RTE300,13690,2818,5782242,4410,1,14.83,13.02,26.93,,09/17/2015 09:28:13,
