"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA10","ETS-1M-64","3X3","6514600A                                     ","6529253A","8","98437","1","2163","45.51","STD  ","RTE300       ",NULL,"0","400194","0","0","0","0","0"
"CLFTEA10","ETS-1M-64","3X3","6514600A                                     ","6511094C","1","7842","2","3881","2.02","STD  ","DRB          ",NULL,"0","281006","0","0","0","0","0"
"CLFTEA11","ETS-2-64","4X4","6525585A                                     ","6525585A","14","128454","0","27286","4.71",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA12","ETS-2-64","3.5X3.5","6487925B                                     ","6487925B","13","115556","0","16285","7.1","STD  ","RHL          ",NULL,"0","207348","0","0","0","0","0"
"CLFTEA13","ETS-1M-64","3.5X3.5","","6507169A","9","99010","1","6415","15.43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA13","ETS-1M-64","3X3","","6469014A","1","3526","2","14351","0.25","STD  ","DRCLLF       ",NULL,"0","10513","0","0","0","0","0"
"CLFTEA14","ETS-2-64","3.5X3.5","6541231B                                     ","6541231B","10","147058","0","3155","46.61","STD  ","RGR300       ",NULL,"0","204204","0","0","0","0","0"
"CLFTEA14","ETS-2-64","6X5","6541231B                                     ","6514494A","1","3126","1","16452","0.19","CLIP ","DQPCLIP      ",NULL,"0","370696","0","0","0","0","0"
"CLFTEA15","ETS-S-64","3X3","6510697B                                     ","6529253A","9","97919","1","2163","45.27","STD  ","RTE300       ",NULL,"0","400194","0","0","0","0","0"
"CLFTEA15","ETS-S-64","3X3","6510697B                                     ","6473092B","1","6679","2","2607","2.56","STD  ","DRB          ",NULL,"0","124055","0","0","0","0","0"
"CLFTEA17","ETS-0-64","3X3","6525239A                                     ","6525239A","2","16293","0","6721","2.42","STD  ","RTE          ",NULL,"0","6381","0","0","0","0","0"
"CLFTEA17","ETS-0-64","3X3","6525239A                                     ","6505771B","17","217458","1","16860","12.9","STD  ","DRB          ",NULL,"0","7887","0","0","0","0","0"
"CLFTEA17","ETS-0-64","7X7","6525239A                                     ","6519267C","2","6421","2","6317","1.02","STD  ","RGZ          ",NULL,"0","110009","0","0","0","0","0"
"CLFTEA18","ETS-2-64","5X5","6487839B                                     ","6487839B","8","63304","0","5415","11.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA19","ETS-2-64","4X4","6526546B                                     ","6526546B","14","126271","0","5268","23.97","STD  ","RUY          ",NULL,"0","187559","0","0","0","0","0"
"CLFTEA20","ETS-S-64","6X6","6479550B                                     ","6479550B","7","25860","0","1329","19.46","STD  ","RHH          ",NULL,"0","33977","0","0","0","0","0"
"CLFTEA20","ETS-S-64","3X3","6479550B                                     ","6505620C","12","148900","1","5424","27.45","STD  ","DRC          ",NULL,"0","227797","0","0","0","0","0"
"CLFTEA22","ETS-0-64","3X3","6529571A                                     ","6529571A","7","81780","0","2696","30.33","STD  ","DRB          ",NULL,"0","89189","0","0","0","0","0"
"CLFTEA22","ETS-0-64","5X2.5","6529571A                                     ","6556617A","21","131382","1","7757","16.94","STRIP","MPAMCMST     ",NULL,"0","295024","0","0","0","0","0"
"CLFTEA23","ETS-2-64","6X5","6570740A                                     ","6570740A","17","49676","0","4772","10.41","CLIP ","DQPCLIP      ",NULL,"0","3485","0","0","0","0","0"
"CLFTEA23","ETS-2-64","2X2","6570740A                                     ","6506370A","8","170470","1","11114","15.34","STRIP","DSGST        ",NULL,"0","198583","0","0","0","0","0"
"CLFTEA24","ETM-2-64","4X4","6571495A                                     ","6518742B","13","106865","1","17309","6.17","STD  ","RGE300LLF    ",NULL,"0","8217","0","0","0","0","0"
"CLFTEA24","ETM-2-64","3X2","6571495A                                     ","6552808A","1","14584","2","4021","3.63","STRIP","DSSST        ",NULL,"0","14584","0","0","0","0","0"
"CLFTEA24","ETM-2-64","2X2","6571495A                                     ","6584432B","8","133524","3","57759","2.31","STRIP","RLTGFCST     ",NULL,"0","203686","0","0","0","0","0"
"CLFTEA25","ETS-2-64","4X4","6525585A                                     ","6525585A","13","127973","0","27286","4.69","STD  ","RGE300LLF    ",NULL,"0","1014200","0","0","0","0","0"
"CLFTEA26","ETS-2-64","6X6","6518648B                                     ","6518648B","10","47702","0","2002","23.83","STD  ","RHA300       ",NULL,"0","47702","0","0","0","0","0"
"CLFTEA26","ETS-2-64","4.5X3.5","6518648B                                     ","6545456B","1","3950","1","10221","0.39","CLIP ","RVECLIP      ",NULL,"0","51757","0","0","0","0","0"
"CLFTEA27","ETS-2-64","3X3","6512302B                                     ","6512302B","8","110456","0","6112","18.07","STD  ","DRB300       ",NULL,"0","333069","0","0","0","0","0"
"CLFTEA27","ETS-2-64","4.5X3.5","6512302B                                     ","6544140B","1","4916","1","5564","0.88","STD  ","DPC          ",NULL,"0","27577","0","0","0","0","0"
"CLFTEA29","ETS-2-64","4X4","6541533C                                     ","6541533C","15","125247","0","9589","13.06","STD  ","RSM300       ",NULL,"0","5031","0","0","0","0","0"
"CLFTEA3","ETS-0-64","3X3","","6512302B","12","114606","1","6112","18.75","STD  ","DRBST300     ",NULL,"0","2294","0","0","0","0","0"
"CLFTEA30","ETS-2-64","7X5","6514558B                                     ","6514558B","39","127525","0","10592","12.04","STD  ","RGFMCM300    ",NULL,"0","41076","0","0","0","0","0"
"CLFTEA31","ETS-2-64","3.5X3.5","6512615D                                     ","6512615D","12","153069","0","23989","6.38","STD  ","RGR300       ",NULL,"0","71981","0","0","0","0","0"
"CLFTEA32","ETS-2-128","3X2","6545098B                                     ","6545098B","2","27740","0","24771","1.12","STRIP","DQCST        ",NULL,"0","27740","0","0","0","0","0"
"CLFTEA32","ETS-2-128","4X4","6545098B                                     ","6510697B","16","130458","1","10909","11.96","STD  ","RGELLF       ",NULL,"0","104528","0","0","0","0","0"
"CLFTEA33","ETS-2-64","5X5","6518677A                                     ","6518677A","13","95391","0","2286","41.73","STD  ","RSB          ",NULL,"0","95391","0","0","0","0","0"
"CLFTEA33","ETS-2-64","4X3","6518677A                                     ","6568858D","1","500","1","1331","0.38","STD  ","RVC300       ",NULL,"0","500","0","0","0","0","0"
"CLFTEA33","ETS-2-64","1.5X1.5","6518677A                                     ","6575703A","1","27845","2","9717","2.87","STD  ","DSEST300     ",NULL,"0","27845","0","0","0","0","0"
"CLFTEA34","ETS-2-64","7X7","6569094B                                     ","6519267C","26","101945","1","6317","16.14","STD  ","RGZ          ",NULL,"0","110009","0","0","0","0","0"
"CLFTEA35","ETS-2-64","3X3","6524040A                                     ","6524040A","13","156857","0","6487","24.18","STD  ","RTE300       ",NULL,"0","225788","0","0","0","0","0"
"CLFTEA36","ETS-2-64","7X7","6570774A                                     ","6570774A","11","54837","0","2362","23.22","STD  ","RSH          ",NULL,"0","109051","0","0","0","0","0"
"CLFTEA36","ETS-2-64","3X3","6570774A                                     ","6575577B","1","6901","1","6626","1.04","STD  ","RGT          ",NULL,"0","103492","0","0","0","0","0"
"CLFTEA37","ETS-2-128","2X2","6514765A                                     ","6514765A","1","24826","0","14051","1.77","STD  ","DRVST300     ",NULL,"0","49596","0","0","0","0","0"
"CLFTEA37","ETS-2-128","4.0X3.5","6514765A                                     ","6520958B","12","77593","1","1714","45.27","STD  ","RGB300       ",NULL,"0","160837","0","0","0","0","0"
"CLFTEA38","ETS-2-64","4X4","6525585A                                     ","6525585A","13","129342","0","27286","4.74","STD  ","RGE300LLF    ",NULL,"0","1014200","0","0","0","0","0"
"CLFTEA39","ETS-2-64","7X5","6522503A                                     ","6522503A","22","72800","0","13879","5.25","CLIP ","RVFCLIP      ",NULL,"0","10608","0","0","0","0","0"
"CLFTEA39","ETS-2-64","3X3","6522503A                                     ","6542741A","7","96729","1","13223","7.32","STRIP","RGTST        ",NULL,"0","504775","0","0","0","0","0"
"CLFTEA40","ETM-4-128","4X4","6556725A                                     ","6556725A","7","57853","0","1336","43.3","STD  ","RGE300LLF    ",NULL,"0","117666","0","0","0","0","0"
"CLFTEA40","ETM-4-128","3X3","6556725A                                     ","6583782A","4","45022","1","10006","4.5","STD  ","RTE300       ",NULL,"0","135318","0","0","0","0","0"
"CLFTEA41","ETS-2-64","3X3","6516230D                                     ","6516230D","4","52151","0","2500","20.86",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA41","ETS-2-64","2.5X2.5","6516230D                                     ","6497193A","3","45411","1","16816","2.7","STRIP","DSKST        ",NULL,"0","45411","0","0","0","0","0"
"CLFTEA42","ETS-2-64","5.5X3.5","6512615D                                     ","6555639A","13","75678","1","3198","23.66","STD  ","RHR300       ",NULL,"0","192519","0","0","0","0","0"
"CLFTEA43","ETS-2-64","5X5","6471369E                                     ","6471369E","9","58379","0","1250","46.7","STD  ","RGW          ",NULL,"0","242511","0","0","0","0","0"
"CLFTEA43","ETS-2-64","2X2","6471369E                                     ","6521765A","1","12413","1","11855","1.05","STRIP","DRVST        ",NULL,"0","171698","0","0","0","0","0"
"CLFTEA44","ETS-2M-64","7X7","6515677C                                     ","6545193C","18","70205","1","1470","47.76","STD  ","RGZVTT       ",NULL,"0","120995","0","0","0","0","0"
"CLFTEA45","ETS-2-64","4X4","6525585A                                     ","6525585A","19","128056","0","27286","4.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA46","ETM-4-64","4X4","6546767B                                     ","6546767B","55","369435","0","58490","6.32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA47","ETS-2-64","6X5","","6522167C","22","115688","1","16653","6.95","CLIP ","DQPCLIP      ",NULL,"0","2652","0","0","0","0","0"
"CLFTEA48","ETS-2-64","5X5","6569544C                                     ","6569544C","4","27499","0","1196","22.99","STD  ","RSB300       ",NULL,"0","46419","0","0","0","0","0"
"CLFTEA48","ETS-2-64","7X5","6569544C                                     ","6514558B","1","3684","1","10592","0.35","STD  ","RGFMCM       ",NULL,"0","138448","0","0","0","0","0"
"CLFTEA49","ETS-2-64","7X7","6570774A                                     ","6570774A","12","56114","0","2362","23.76","STD  ","RSH          ",NULL,"0","109051","0","0","0","0","0"
"CLFTEA5","ETS-0-64","5X5","","6555551A","19","103688","1","2190","47.35","STD  ","RGW300       ",NULL,"0","345513","0","0","0","0","0"
"CLFTEA50","ETS-2-64","4.5X3.5","6545456B                                     ","6545456B","27","154843","0","10221","15.15","CLIP ","RVECLIP      ",NULL,"0","169613","0","0","0","0","0"
"CLFTEA51","ETS-2-64","5X5","6487839B                                     ","6487839B","9","63201","0","5415","11.67","STD  ","RHB300       ",NULL,"0","127021","0","0","0","0","0"
"CLFTEA52","ETM-5-128","4X4","6579768C                                     ","6579768C","27","195790","0","10871","18.01","STD  ","RTWST300     ",NULL,"0","166430","0","0","0","0","0"
