"pkgtype","tester_req","EDGE_LB","pkg_size","Device_Name","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_queue_1_tester"
NULL,"ETS-2-64","D97374Q4M-LNKE",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-2-64","PS61088RHLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","1285ARUKR-G2KY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","603V1RUNR-G2N#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","2543QRTERQ1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24196RGER-RY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS53513RVER-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S544B20RVFR-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","CSD59968Q5M-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","24735RGRR1-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","S62130DRGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","S54620RGYR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54218RTER3-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2Q-64","PS63031DSKR-CK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","401032DSGR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S54620RGYR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","24737RGRR1-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","LV62150RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","44C20RVFT2-LN#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","Q24296MRGER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","202027LRSLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S54319RTER1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","TPS55330RTER-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","BQ25895RTWR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S51367RVER-LNY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS56121DQPR2-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS62410DRCR-RY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","S62130DRGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","S53312RGTR-G2Y",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","65633AKRTER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","PS61161DRVR-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S54335ADRCR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","546QRTERQ11-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","PS65197BRUYR-G",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","DRV401AIRGWR-Z",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2M-64","1108026RHDR1-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","CSD59968Q5M-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS74801DRCR1-B",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","TPS54519RTER-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS2560DRCR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","A8001DRBR2-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","S62134CRGTR1-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","Q24314ADSGR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","51218DSCR3-CYK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1-64","A8001DRBR2-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2M-64","2543QRTERQ1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS53515RVER-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","53219RGTR1-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","TPS73701DRBR-B",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-2-64","S62736RGYR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","285ARUKR1-G2KY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","V62130ARGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","PS65023RSBR1-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","V62130ARGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","7A8300RGWR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","Q24707ARGRR-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","SN2867RUYR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","212005RHRR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1-64","PS65168RSBR1-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS65168RSBR1-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","S62140ARGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","S62736RGYR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS55010RTER1-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54678RTER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","TPS74701DRCR-B",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S62420DRCR-RR#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS61093DSKR-CK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S61093DSKR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S51200DRCR-G2Y",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","V62130ARGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","DRV401AIRGWR-Z",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","TPS54622RHLR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S62067DSGR1-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","Q24727RGRR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","3515RVER1-LQN#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","RV401AIRGWR-ZK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","N1107017RHLR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S544B20RVFT-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","A8001DRBT2-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","V62150ARGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS28225DRBR1-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24770RUYR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S627440DSSR-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","CSD87381P1-NS2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S51363RVER-LNY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","51211DSCR4-GYK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","S61170DRVR2-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","PS62140RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","TPS2556DRBR2-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","BQ25890RTWR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","24728HRGRR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","TPS55340RTET-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24777RUYR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","65633BKRTER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","1275B1RUKR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","BQ25892RTWR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","S62134ARGTR1-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","Q25895MRTWR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","N1006030RTER-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","LV62150RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","TPS2500DRCR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","1305017RTER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS62140RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","TPS2557DRBR2-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-1M-64","LV62130RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","2592ZADRCR-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2M-64","546QRTERQ11-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","LV62150RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-2-64","DRV401AIRGWR-Z",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","Q25890HRTWR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S544C20RVFR-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","55340QRTERQ1-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","1218DSCR3-G2YK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","CD3211A1RGPR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS25200DRVR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS62742DSSR-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","202027ERSLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","PS62134DRGTR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","44C20RVFT1-LN#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","LV62130RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S62740DSSR1-LK",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","PS54326ARGTR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S51362RVER-LNY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54821RHLT2-R",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS56121BDQPR-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-S-64","N1401038RTER-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S51463RGER2-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","1306051RHRR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-4-64","D3211A1RGPR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-128","65633BKRTER-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","202027CRSLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","44C20RVFR-LQN#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","4519RTER1-RQR&",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","4622RHLR1-LQR#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","A8001DRBR1-G2K",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24130RHLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24196RGER-RY",NULL,"N",NULL,"13230","6615",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","BQ24770RUYR-G2",NULL,"N",NULL,"17640","8820",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","BQ25890RTWR-G2",NULL,"N",NULL,"13230","6615",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","D74110RVFR2-LN",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","DRV401AIRGWR-Z",NULL,"N",NULL,"8820","4410",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","LV62130RGTR-LY",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","N1107017RHLR-L",NULL,"N",NULL,"8820","4410",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54218RTER3-C",NULL,"N",NULL,"13230","6615",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54561DPRR1-C",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S54335ADRCR-G2",NULL,"N",NULL,"8820","4410",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","S62086RLTR-LN#",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-0-64","PS54622ARHLR-L",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETM-5-128","202027DRSLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
NULL,"ETS-2-64","PS54320RHLR-G2",NULL,"N",NULL,"4410","2205",NULL,"0","0","0","0","0","0","0"
