Lot Name,Device,Key Device,Key Package,Key Pin Package,Num of Device,Estimated Time Required
5921958,S65177RHAR1-G2,N,N,N,5177,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921955,S65177RHAR1-G2,N,N,N,5182,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921961,S65177RHAR1-G2,N,N,N,5078,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921938,S65177RHAR1-G2,N,N,N,5180,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921941,S65177RHAR1-G2,N,N,N,5178,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921934,S65177RHAR1-G2,N,N,N,5152,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921936,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921951,S65177RHAR1-G2,N,N,N,5174,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921950,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921942,S65177RHAR1-G2,N,N,N,5184,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921935,S65177RHAR1-G2,N,N,N,5179,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921943,S65177RHAR1-G2,N,N,N,5151,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921933,S65177RHAR1-G2,N,N,N,5092,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921939,S65177RHAR1-G2,N,N,N,5174,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921957,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921956,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5870577,62407QDRCRQ1-R,N,N,N,7175,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5873947,62406QDRCRQ1-R,N,N,N,7165,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5873948,62407QDRCRQ1-R,N,N,N,7190,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921959,S65177RHAR1-G2,N,N,N,5164,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921954,S65177RHAR1-G2,N,N,N,2555,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5918342,S65177RHAR1-G2,N,N,N,2587,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5918350,S65177RHAR1-G2,N,N,N,2571,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921937,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921960,S65177RHAR1-G2,N,N,N,5180,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921948,S65177RHAR1-G2,N,N,N,5178,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921952,S65177RHAR1-G2,N,N,N,5135,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5918810,62406QDRCRQ1-R,N,N,N,7128,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5918346,S65177RHAR1-G2,N,N,N,5182,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921953,S65177RHAR1-G2,N,N,N,5113,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925496,S65177RHAR1-G2,N,N,N,5177,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925493,S65177RHAR1-G2,N,N,N,5184,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925503,S65177RHAR1-G2,N,N,N,5183,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925505,S65177RHAR1-G2,N,N,N,5184,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925494,S65177RHAR1-G2,N,N,N,5184,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925499,S65177RHAR1-G2,N,N,N,5182,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921945,S65177RHAR1-G2,N,N,N,4988,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921962,S65177RHAR1-G2,N,N,N,2592,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921946,S65177RHAR1-G2,N,N,N,5175,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5921949,S65177RHAR1-G2,N,N,N,5181,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925522,S65177RHAR1-G2,N,N,N,2585,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925500,S65177RHAR1-G2,N,N,N,5184,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925511,S65177RHAR1-G2,N,N,N,4406,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925512,S65177RHAR1-G2,N,N,N,2589,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925501,S65177RHAR1-G2,N,N,N,4386,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925495,S65177RHAR1-G2,N,N,N,5182,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925502,S65177RHAR1-G2,N,N,N,2589,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925497,S65177RHAR1-G2,N,N,N,5160,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
5925498,S65177RHAR1-G2,N,N,N,5179,cannot be processed due to two possible reasons(1) lack of machine or tooling(2) the device is not contained in route.csv
