Machine_Instance,Machine_Family_Name,Lot_Name,Logpoint,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Start_Time,Completion_Time,Pass_No,Finished,Package
CLFTEA50,ETS-2-64,5963741,4410,7525,4969,N,S51362RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 2:6:12,00/01/2016 04:24:01,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8099954,4410,3878,1279,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 4:24:1,00/01/2016 05:36:40,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8081148,4410,7473,1279,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 5:36:40,00/01/2016 07:56:36,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084560,4410,7484,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 7:56:36,00/01/2016 10:16:45,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084556,4410,5175,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 10:16:45,00/01/2016 11:53:40,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8105053,4410,7811,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 11:53:40,00/01/2016 14:19:57,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084552,4410,7760,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 14:19:57,00/01/2016 16:45:16,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084553,4410,7735,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 16:45:16,00/01/2016 19:10:06,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084555,4410,7583,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 19:10:6,00/01/2016 21:32:06,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084558,4410,7182,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 21:32:6,00/01/2016 23:46:36,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084559,4410,7478,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/1/2016 23:46:36,00/02/2016 02:06:38,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8084557,4410,3810,1180,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 2:6:38,00/02/2016 03:18:00,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088095,4410,7839,1077,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 3:18:0,00/02/2016 05:44:48,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088094,4410,7845,1077,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 5:44:48,00/02/2016 08:11:42,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8109246,4410,7788,1077,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 8:11:42,00/02/2016 10:37:33,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088098,4410,7840,14.17,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 10:37:33,00/02/2016 13:04:21,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088099,4410,7353,14.38,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 13:4:21,00/02/2016 15:22:03,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088096,4410,7849,14.38,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 15:22:3,00/02/2016 17:49:02,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101647,4410,4410,11.68,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 17:49:2,00/02/2016 19:11:38,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8105161,4410,3938,10.67,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 19:11:38,00/02/2016 20:25:24,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088101,4410,5517,14.94,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 20:25:24,00/02/2016 22:08:43,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101651,4410,7892,12.24,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/2/2016 22:8:43,00/03/2016 00:36:31,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8088100,4410,7870,15.46,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/3/2016 0:36:31,00/03/2016 03:03:53,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8101650,4410,7897,12.76,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/3/2016 3:3:53,00/03/2016 05:31:46,1,Y,4.5X3.5
CLFTEA50,ETS-2-64,8111344,4410,7554,12.76,N,S51367RVER-LNY,6545456B,1,00/01/2016 02:06:10,0/3/2016 5:31:46,00/03/2016 07:53:13,1,Y,4.5X3.5
