"Tester","TesterConfig","PackageSize","Initial_LoadBoard","Optimizer_LoadBoard","N_Lots","SUM_QTY","ChangeOver","SUM_PPH","Hours","PKGTYPE","PIN","CAP_PER_DAY","WIP_POST_WB","WIP_FT1","WIP_FT2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","TOTAL_WIP"
"CLFTEA58","ETS-2-128","7X5","6569306A                                     ","6528917C","13","46566","1","971","47.96","STD  ","RVFCLIPT     ","20621.08","3677","106322","0","0.18","5.16","0","5.33"
"CLFTEA59","ETS-2-64","6X5","6555639A                                     ","6522167C","19","101739","1","9298","10.94","CLIP ","DQPCLIP      ","60361.83","120576","65099","0","2","1.08","0","3.08"
"CLFTEA59","ETS-2-64","3X3","6555639A                                     ","6546196A","1","13764","2","21808","0.63","STRIP","RTE300ST     ","0","426599","13817","0","0","0","0","0"
"CLFTEA6","ETM-2-64","3X3","","6513992A","13","190485","1","12344","15.43","STD  ","RGTLLF       ","104118.94","25368","0","0","0.24","0","0","0.24"
"CLFTEA60","ETS-2-64","4.5X3.5","6514765A                                     ","6578688B","28","209645","1","8704","24.09","STD  ","DPC          ","67001.71","166415","468304","0","2.48","6.99","0","9.47"
"CLFTEA61","ETS-2-64","3.5X3.5","","6512615D","13","174832","1","31344","5.58","STD  ","RGR          ","86158.47","45125","29877","0","0.52","0.35","0","0.87"
"CLFTEA62","ETS-2M-128","6X5","6568521A                                     ","6522167C","15","104440","1","9298","11.23","CLIP ","DQPCLIP      ","60848.44","120576","65099","0","1.98","1.07","0","3.05"
"CLFTEA63","ETS-2-64","5.5X3.5","6555639A                                     ","6555639A","14","76047","0","1630","46.65","STD  ","RHR300       ","42013.53","0","228169","0","0","5.43","0","5.43"
"CLFTEA64","ETS-2-64","3X2.5","6579192B                                     ","6556617A","29","373401","1","7835","47.66","STRIP","MPCMCMST     ","188033.72","60558","312843","0","0.32","1.66","0","1.99"
"CLFTEA65","ETS-2-64","3X3","6518552B                                     ","6569306A","13","151939","1","9570","15.88","STD  ","RTE300       ","80273.55","121960","123455","0","1.52","1.54","0","3.06"
"CLFTEA66","ETS-2-64","4.5X3.5","6575577B                                     ","6544140B","8","62727","1","8326","7.53","STD  ","DPC          ","66303.77","135016","12952","0","2.04","0.2","0","2.23"
"CLFTEA66","ETS-2-64","4X4","6575577B                                     ","6525585A","8","68385","2","19071","3.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA67","ETS-2-64","3X3","6516230D                                     ","6516394A","10","150209","1","9510","15.79","STD  ","RGT300LLF    ","76336.68","0","40486","0","0","0.53","0","0.53"
"CLFTEA68","ETS-2-64","4X4","6525585A                                     ","6525585A","18","130541","0","19071","6.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA69","ETS-2-64","4X4","6525585A                                     ","6541533C","13","102893","1","13002","7.91","STD  ","RSM300       ","51594.31","0","11610","0","0","0.23","0","0.23"
"CLFTEA7","ETS-2-128","7X5","","6528917C","13","46459","1","971","47.85","STD  ","RVFCLIPT     ","20621.08","3677","106322","0","0.18","5.16","0","5.33"
"CLFTEA70","ETS-2-64","3X3","6515499B                                     ","6575577B","14","160929","1","10015","16.07","STD  ","RGT          ","90013.16","12606","512855","0","0.14","5.7","0","5.84"
"CLFTEA71","ETS-1-64","3.5X3.5","6487925B                                     ","6487925B","13","132470","0","17430","7.6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA72","ETS-2-64","3X3","6523514A                                     ","6547181A","9","103685","1","13373","7.75","STD  ","DRC          ","56409.34","0","60824","0","0","1.08","0","1.08"
"CLFTEA73","ETS-2-64","4.5X3.5","6497193A                                     ","6545456B","26","159096","1","13426","11.85","CLIP ","RVECLIP      ","84783.05","12388","317144","0","0.15","3.74","0","3.89"
"CLFTEA74","ETS-2-64","4.0X3.5","6520958B                                     ","6520958B","14","81775","0","1714","47.71","STD  ","RGB300       ","41130.2","53818","142882","0","1.31","3.47","0","4.78"
"CLFTEA75","ETS-2-64","4.5X3.5","6544140B                                     ","6544140B","19","126705","0","8326","15.22","STD  ","DPC          ","66499.36","0","33712","0","0","0.51","0","0.51"
"CLFTEA75","ETS-2-64","3X3","6544140B                                     ","6569306A","1","5998","1","9570","0.63","STD  ","RTE300       ",NULL,"0","47985","0","0","0","0","0"
"CLFTEA76","ETS-2-64","2X2","6518552B                                     ","6576907B","16","382610","1","16473","23.23","STRIP","DSGST        ","195963.7","0","46870","0","0","0.24","0","0.24"
"CLFTEA77","ETS-2-64","3.5X3.5","6553335B                                     ","6512615D","13","176940","1","31344","5.65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA78","ETS-2-64","7X5","6525585A                                     ","6514558B","9","32939","1","5296","6.22","STD  ","RGFMCM300    ","64701.18","32086","35990","0","0.5","0.56","0","1.05"
"CLFTEA78","ETS-2-64","3X3","6525585A                                     ","6518552B","9","118147","2","7118","16.6","STD  ","RGT300       ","85421.31","0","460252","0","0","5.39","0","5.39"
"CLFTEA78","ETS-2-64","4.5X3.5","6525585A                                     ","6578688B","1","7808","3","8704","0.9","STD  ","DPC          ","67001.71","166415","468304","0","2.48","6.99","0","9.47"
"CLFTEA79","ETS-2M-64","2.5X2.5","6545098B                                     ","6497193A","13","336545","1","16816","20.01","STRIP","DSKST        ","198893.05","26029","0","0","0.13","0","0","0.13"
"CLFTEA79","ETS-2M-64","3X3","6545098B                                     ","6546196A","9","80069","2","21808","3.67","STRIP","RTE300ST     ","0","84176","13807","0","0","0","0","0"
"CLFTEA80","ETS-2-64","5X5","6555551A                                     ","6513476C","9","60479","1","2676","22.6","STD  ","RHB          ","32102.4","49000","125612","0","1.53","3.91","0","5.44"
"CLFTEA80","ETS-2-64","5X5","6555551A                                     ","6568521A","1","4931","2","7010","0.7","STD  ","RHB300       ","83753.65","7912","300848","0","0.09","3.59","0","3.69"
"CLFTEA81","ETS-2-64","5X5","6489159B                                     ","6568521A","22","165006","1","7010","23.54","STD  ","RHB300       ","83786.97","7912","300848","0","0.09","3.59","0","3.69"
"CLFTEA83","ETS-2-64","4X4","6525585A                                     ","6525585A","15","129967","0","19071","6.81","STD  ","RGELLF       ","61046.73","651366","1588979","0","10.67","26.03","0","36.7"
"CLFTEA84","ETS-2-64","4X4","6525585A                                     ","6525585A","13","129486","0","19071","6.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA85","ETS-2M-64","3X3","6498316A                                     ","6512302B","9","112850","1","6112","18.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"CLFTEA86","ETS-2-64","3X3","","6518552B","14","170584","1","7118","23.97","STD  ","RGT300       ","85421.31","0","460252","0","0","5.39","0","5.39"
"CLFTEA87","ETM-4-64","3X3","6494476A                                     ","6494476A","13","200421","0","4390","45.65","STD  ","DRCLLF       ","105349.06","15211","251068","0","0.14","2.38","0","2.53"
"CLFTEA88","ETS-2-64","5.5X3.5","6487839B                                     ","6515577B","17","102421","1","6427","15.94","STD  ","RGY          ","51143.44","25731","38628","0","0.5","0.76","0","1.26"
"CLFTEA89","ETM-5-128","4X4","6546767B                                     ","6579768C","20","201508","1","10871","18.54","STD  ","RTWST300     ","84207.59","470337","2110508","0","5.59","25.06","0","30.65"
"CLFTEA9","ETS-0M-64","3X3","","6489159B","10","134998","1","2857","47.25","STD  ","DRB          ","68579.81","52778","393237","0","0.77","5.73","0","6.5"
"CLFTEA92","ETM-5-128","4X4","6579768C                                     ","6579768C","23","201611","0","10871","18.55","STD  ","RTWST300     ","84207.59","470337","2110508","0","5.59","25.06","0","30.65"
"CLFTEA98","ETM-2-64","3.5X3.5","","6566885A","8","107622","1","2457","43.8","STD  ","RGY300       ","58485.72","0","168042","0","0","2.87","0","2.87"
"CLFTEA98","ETM-2-64","3X3","","6460534B","1","13810","2","6702","2.06","STD  ","DRB          ","79116.46","0","75982","0","0","0.96","0","0.96"
"CLFTEA99","ETS-2-64","3X3","","6548821B","8","110421","1","6838","16.15","STRIP","RGTST        ","55854.55","64433","110399","0","1.15","1.98","0","3.13"
