Key_Device,TARGET
TPS65197RUYR-G,126304
Q25895MRTWR-G2,89250
TPS2561DRCR1-L,127401
PS65132WRVCR-R,41602
95372BQ5M1-LN$,2656
122QRHLRQ1-BS2,20184
PS25200DRVR-G2,156801
65633BKRTER-G2,115159
NA826AIDRGR-RK,134317
