"tester_index","tester_config","loadboard_type","setup_change","Package","apu_tester","package_type","pin","package_size","Lot_Name","quantity","Lot_Weight","device_name","Setup_Time","Completion_Time","capacity"
"11","ETS-2-64","6506370A","","DSKST300","11",NULL,NULL,NULL,"5849114","17628","1244","S61093DSKR-G2K","09/22/2015 15:12:05","09/22/2015 17:24:53","436173.913"
"11","ETS-2-64","6506370A","","DSKST300","11",NULL,NULL,NULL,"5824168","30088","1986","S61093DSKR-G2K","09/22/2015 15:12:05","09/22/2015 19:05:12","436173.913"
"11","ETS-2-64","6506370A","setup change","DSKST300","11",NULL,NULL,NULL,"5837531","20484","1555","S61093DSKR-G2K","09/22/2015 15:12:05","09/22/2015 16:25:41","436173.913"
"11","ETS-2-64","6515575A","","RHL","11",NULL,NULL,NULL,"5815514","9227","2071","BQ24130RHLR-G2","09/22/2015 19:05:12","09/23/2015 00:31:30","48086.8128"
"11","ETS-2-64","6515575A","setup change","RHL","11",NULL,NULL,NULL,"5815517","2556","2071","BQ24130RHLR-G2","09/22/2015 19:05:12","09/22/2015 20:20:27","48086.8128"
"11","ETS-2-64","6570729C","setup change","RTQVTT","11",NULL,NULL,NULL,"5851666","1675","19.99","TPS2388RTQR-C","09/23/2015 03:50:32","09/23/2015 05:16:54","2726.33216"
"11","ETS-2-64","6574499A","setup change","DRVST300","11",NULL,NULL,NULL,"5804196","12370","2587","S61291DRVR-G2K","09/23/2015 00:31:30","09/23/2015 01:27:01","359513.044"
"11","ETS-2-64","6580945B","setup change","RHL300ST","11",NULL,NULL,NULL,"5717215","7918","5341","PS61088RHLR-G2","09/22/2015 14:03:49","09/22/2015 15:12:05","183063.273"
"11","ETS-2-64","No_Tooling","setup change","RSK300","11",NULL,NULL,NULL,"5823318","2969","1931","50842A0RSKR-G2","09/23/2015 01:27:01","09/23/2015 03:50:32",""
"12","ETS-S-64","6462654A","setup change","DRB","12",NULL,NULL,NULL,"5869638","7825","476","A6204A1DRBR-UC","09/23/2015 03:02:55","09/23/2015 04:26:40","144879.67"
"12","ETS-S-64","6500265B","setup change","RHA","12",NULL,NULL,NULL,"5796769","5118","2741","PS51621RHAR-BK","09/22/2015 23:22:03","09/23/2015 03:02:55","34291.2"
"12","ETS-S-64","6516230D","","DRC300LLF","12",NULL,NULL,NULL,"5862506","16937","11.59","S51200DRCR-G2Y","09/21/2015 06:06:11","09/21/2015 19:40:09","99263.5013"
"12","ETS-S-64","6516230D","","DRC300LLF","12",NULL,NULL,NULL,"5857740","16938","12.3","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 09:14:10","99263.5013"
"12","ETS-S-64","6516230D","","DRC300LLF","12",NULL,NULL,NULL,"5857739","16935","776","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 22:48:03","99263.5013"
"12","ETS-S-64","6556617A","setup change","MPAMCMST","12",NULL,NULL,NULL,"5782139","3624","3273","CSD87588N-NS2","09/22/2015 22:48:03","09/22/2015 23:22:03","186174.371"
"13","ETS-1-64","6516230D","","DRC300LLF","13",NULL,NULL,NULL,"5862505","16932","11.59","S51200DRCR-G2Y","09/21/2015 06:06:11","09/21/2015 19:39:54","99263.5013"
"13","ETS-1-64","6516230D","","DRC300LLF","13",NULL,NULL,NULL,"5856048","10635","831","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 04:11:23","99263.5013"
"13","ETS-1-64","6516230D","","DRC300LLF","13",NULL,NULL,NULL,"5862509","16921","11.59","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 17:44:35","99263.5013"
"13","ETS-1-64","6516230D","","DRC300LLF","13",NULL,NULL,NULL,"5857741","15261","11.86","S51200DRCR-G2Y","09/21/2015 06:06:11","09/23/2015 05:58:07","99263.5013"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5856004","10001","831","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 10:03:36","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5857385","9962","788","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 14:00:06","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5858302","9810","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 17:53:01","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5858303","9615","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 21:41:19","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5847767","9207","1719","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 01:19:58","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5849103","10001","1013","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 05:17:24","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5849100","9894","1013","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 09:12:18","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5850144","10002","990","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 13:09:45","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5850152","9662","990","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 16:59:09","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5839101","10005","1983","BQ24196RGER-RY","09/21/2015 06:06:11","09/23/2015 04:45:59","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5843725","9824","1210","Q24192HRGER-RY","09/21/2015 06:06:11","09/22/2015 20:52:24","60916.1255"
"14","ETS-2-64","6525585A","","RGELLF","14",NULL,NULL,NULL,"5844277","9943","1197","Q24192HRGER-RY","09/21/2015 06:06:11","09/23/2015 00:48:27","60916.1255"
"15","ETS-S-64","6471907A","setup change","DRCLLF","15",NULL,NULL,NULL,"5867076","16915","10.21","PS62420DRCR-RY","09/22/2015 01:08:18","09/22/2015 14:46:11","57584.5369"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5817492","6153","2012","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 08:57:46","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5817493","3864","2012","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 10:45:54","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5817496","3912","2012","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 12:35:22","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5820852","3512","1912","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 14:13:44","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5820842","7904","1912","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 17:53:53","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5820851","6153","1912","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 20:45:29","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5820844","3937","1912","PS65023RSBR1-R","09/21/2015 06:06:11","09/21/2015 22:35:38","51947.9251"
"15","ETS-S-64","6518233A","","RSB","15",NULL,NULL,NULL,"5820843","5470","1912","PS65023RSBR1-R","09/21/2015 06:06:11","09/22/2015 01:08:18","51947.9251"
"17","ETS-0-64","6505771B","","DRB","17",NULL,NULL,NULL,"5839813","13760","1333","TPS2557DRBR3-R","09/21/2015 06:06:11","09/21/2015 17:07:39",""
"17","ETS-0-64","6505771B","","DRB","17",NULL,NULL,NULL,"5839814","13763","1333","TPS2557DRBR3-R","09/21/2015 06:06:11","09/22/2015 04:09:16",""
"17","ETS-0-64","6505771B","","DRB","17",NULL,NULL,NULL,"5839816","11519","1333","TPS2557DRBR3-R","09/21/2015 06:06:11","09/22/2015 13:23:11",""
"17","ETS-0-64","6505771B","","DRB","17",NULL,NULL,NULL,"5841222","13795","1288","TPS2557DRBR3-R","09/21/2015 06:06:11","09/23/2015 00:26:20",""
"17","ETS-0-64","6506370A","setup change","DSKST","17",NULL,NULL,NULL,"5821055","10009","2081","PS61093DSKR-CK","09/23/2015 00:26:20","09/23/2015 01:05:21","436173.913"
"17","ETS-0-64","6507169A","setup change","RVA","17",NULL,NULL,NULL,"5819683","6292","1956","BQ24640RVAT-LK","09/23/2015 01:05:21","09/23/2015 04:03:24","52646.9075"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5855061","9990","863","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 10:03:20","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5855067","10004","863","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 14:00:50","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5855062","10000","863","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 17:58:14","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5857382","9931","788","BQ24195RGER-RY","09/21/2015 06:06:11","09/21/2015 21:54:01","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5857389","9532","788","BQ24195RGER-RY","09/21/2015 06:06:11","09/22/2015 01:40:21","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5858294","9996","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/22/2015 05:37:40","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5858299","9643","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/22/2015 09:26:37","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5858297","10002","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/22/2015 13:24:04","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5858295","10009","762","BQ24195RGER-RY","09/21/2015 06:06:11","09/22/2015 17:21:41","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5849107","8648","1013","BQ24196RGER-RY","09/21/2015 06:06:11","09/22/2015 20:47:08","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5844271","10005","1197","Q24192HRGER-RY","09/21/2015 06:06:11","09/23/2015 00:44:39","60916.1255"
"18","ETS-2-64","6525585A","","RGELLF","18",NULL,NULL,NULL,"5847741","9510","1094","Q24192HRGER-RY","09/21/2015 06:06:11","09/23/2015 04:30:28","60916.1255"
"19","ETS-S-64","6516230D","","DRC300LLF","19",NULL,NULL,NULL,"5862503","16936","11.59","S51200DRCR-G2Y","09/21/2015 06:06:11","09/21/2015 19:40:06","99263.5013"
"19","ETS-S-64","6516230D","","DRC300LLF","19",NULL,NULL,NULL,"5862507","16936","11.59","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 09:14:01","99263.5013"
"19","ETS-S-64","6516230D","","DRC300LLF","19",NULL,NULL,NULL,"5857742","16934","776","S51200DRCR-G2Y","09/21/2015 06:06:11","09/22/2015 22:47:51","99263.5013"
"19","ETS-S-64","6542852A","","DSD","19",NULL,NULL,NULL,"5828038","13718","1695","UCC27526DSDR-R","09/22/2015 22:47:51","09/23/2015 05:15:17","94171.7854"
"19","ETS-S-64","6542852A","setup change","DSD","19",NULL,NULL,NULL,"5828039","11164","1695","UCC27526DSDR-R","09/22/2015 22:47:51","09/23/2015 01:44:32","94171.7854"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858327","10080","12.81","TPS61183RTJR-R","09/21/2015 06:06:11","09/21/2015 14:11:01","66753.621"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858326","10079","12.04","TPS61183RTJR-R","09/21/2015 06:06:11","09/21/2015 22:15:48","66753.621"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858325","10074","11.98","TPS61183RTJR-R","09/21/2015 06:06:11","09/22/2015 06:20:21","66753.621"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858321","10058","761","TPS61183RTJR-R","09/21/2015 06:06:11","09/22/2015 09:58:21","66753.621"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858323","10077","761","TPS61183RTJR-R","09/21/2015 06:06:11","09/22/2015 13:36:45","66753.621"
"20","ETS-S-64","6508600B","","RTJ","20",NULL,NULL,NULL,"5858324","10072","761","TPS61183RTJR-R","09/21/2015 06:06:11","09/22/2015 17:15:03","66753.621"
"22","ETS-0-64","6505771B","","DRB","22",NULL,NULL,NULL,"5841223","13789","1288","TPS2557DRBR3-R","09/21/2015 06:06:11","09/21/2015 17:09:03",""
"22","ETS-0-64","6505771B","","DRB","22",NULL,NULL,NULL,"5841225","13792","1288","TPS2557DRBR3-R","09/21/2015 06:06:11","09/22/2015 04:12:03",""
"22","ETS-0-64","6505771B","","DRB","22",NULL,NULL,NULL,"5841218","13793","1288","TPS2557DRBR3-R","09/21/2015 06:06:11","09/22/2015 15:15:07",""
"22","ETS-0-64","6505771B","","DRB","22",NULL,NULL,NULL,"5839815","13809","1333","TPS2557DRBR3-R","09/21/2015 06:06:11","09/23/2015 02:18:57",""
"22","ETS-0-64","6514765A","setup change","DRVST300","22",NULL,NULL,NULL,"5834755","24731","1659","S60151DRVR-G2K","09/23/2015 02:18:57","09/23/2015 04:10:31","337221.818"
"23","ETS-2-64","6516231C","setup change","DSQST","23",NULL,NULL,NULL,"5852137","12418","1156","PS51206DSQR-RK","09/23/2015 03:00:50","09/23/2015 06:06:00","156307.803"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5852390","13799","961","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 09:18:47","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5852393","9885","961","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 11:37:02","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5856020","13800","830","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 14:49:39","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5856023","6852","830","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 16:25:48","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5856021","13736","830","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 19:37:31","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5858345","13801","761","PS54218RTER3-C","09/21/2015 06:06:11","09/21/2015 22:50:09","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5858346","13787","761","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 02:02:36","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5858342","13742","761","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 05:14:24","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5859115","13761","727","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 08:26:29","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5859116","10972","727","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 10:59:50","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5859111","13780","727","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 14:12:10","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5860740","13784","678","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 17:24:34","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5860736","13783","678","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 20:36:57","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5860739","13775","678","PS54218RTER3-C","09/21/2015 06:06:11","09/22/2015 23:49:13","101077.275"
"23","ETS-2-64","6522212C","","RTE","23",NULL,NULL,NULL,"5860737","13727","678","PS54218RTER3-C","09/21/2015 06:06:11","09/23/2015 03:00:50","101077.275"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5827977","12509","1698","2592AADRCR-G2K","09/21/2015 06:06:11","09/21/2015 11:25:36","56572.0615"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5852150","13813","964","2592BADRCR-G2K","09/21/2015 06:06:11","09/21/2015 17:21:23","56074.8169"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5852151","13805","964","2592BADRCR-G2K","09/21/2015 06:06:11","09/21/2015 23:16:58","56074.8169"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5852149","13810","964","2592BADRCR-G2K","09/21/2015 06:06:11","09/22/2015 05:12:40","56074.8169"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5852152","9176","964","2592BADRCR-G2K","09/21/2015 06:06:11","09/22/2015 09:09:21","56074.8169"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5852147","13808","964","2592BADRCR-G2K","09/21/2015 06:06:11","09/22/2015 15:05:00","56074.8169"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5846675","13805","1128","2592ZADRCR-G2K","09/21/2015 06:06:11","09/22/2015 21:30:54","51641.4963"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5846676","11504","1128","2592ZADRCR-G2K","09/21/2015 06:06:11","09/23/2015 02:52:38","51641.4963"
"24","ETS-2-64","6547181A","","DRC","24",NULL,NULL,NULL,"5846677","6822","1128","2592ZADRCR-G2K","09/21/2015 06:06:11","09/23/2015 06:03:50","51641.4963"
"25","ETS-2-64","6516809C","","RHB","25",NULL,NULL,NULL,"5848060","4740","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/21/2015 17:57:09","71232.8947"
"25","ETS-2-64","6516809C","","RHB","25",NULL,NULL,NULL,"5848064","5163","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/21/2015 19:42:31","71232.8947"
"25","ETS-2-64","6516809C","","RHB","25",NULL,NULL,NULL,"5848063","7745","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/21/2015 22:20:05","71232.8947"
"25","ETS-2-64","6516809C","","RHB","25",NULL,NULL,NULL,"5848059","7902","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/22/2015 01:00:50","71232.8947"
"25","ETS-2-64","6516809C","","RHB","25",NULL,NULL,NULL,"5848062","7914","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/22/2015 03:41:48","71232.8947"
"25","ETS-2-64","6516809C","setup change","RHB","25",NULL,NULL,NULL,"5848061","3933","1173","THS6226IRHBR-B","09/21/2015 14:54:51","09/21/2015 16:20:20","71232.8947"
"25","ETS-2-64","6522803A","","RTEST","25",NULL,NULL,NULL,"5491459","8685","12062","4519RTER1-RQR&","09/21/2015 06:06:11","09/21/2015 09:54:26","55027.2829"
"25","ETS-2-64","6522803A","","RTEST","25",NULL,NULL,NULL,"5491458","11443","12062","4519RTER1-RQR&","09/21/2015 06:06:11","09/21/2015 14:54:51","55027.2829"
"25","ETS-2-64","6555466B","setup change","RSL300","25",NULL,NULL,NULL,"5783422","2292","3267","PS65154RSLR-G2","09/22/2015 23:31:43","09/23/2015 01:13:27","34473.6"
"25","ETS-2-64","6568520B","","RHB300","25",NULL,NULL,NULL,"5845458","7877","1161","1501005RHBR-G2","09/22/2015 03:41:48","09/22/2015 09:00:19","61890.8309"
"25","ETS-2-64","6568520B","","RHB300","25",NULL,NULL,NULL,"5845457","7907","1161","1501005RHBR-G2","09/22/2015 03:41:48","09/22/2015 11:53:09","61890.8309"
"25","ETS-2-64","6568520B","","RHB300","25",NULL,NULL,NULL,"5845459","7908","1161","1501005RHBR-G2","09/22/2015 03:41:48","09/22/2015 14:45:59","61890.8309"
"25","ETS-2-64","6568520B","","RHB300","25",NULL,NULL,NULL,"5849747","7904","1039","652621RHBR1-G2","09/22/2015 03:41:48","09/22/2015 17:45:45","63680.9528"
"25","ETS-2-64","6568520B","","RHB300","25",NULL,NULL,NULL,"5849748","7187","14.47","652621RHBR1-G2","09/22/2015 03:41:48","09/22/2015 23:31:43","63680.9528"
"25","ETS-2-64","6568520B","setup change","RHB300","25",NULL,NULL,NULL,"5845460","6459","1161","1501005RHBR-G2","09/22/2015 03:41:48","09/22/2015 06:08:09","61890.8309"
"25","ETS-2-64","6578526A","setup change","RSN300VTT","25",NULL,NULL,NULL,"5826205","9841","2030","635KRSNR1-KDG2","09/23/2015 01:13:27","09/23/2015 04:30:02","74351.8523"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5850143","13188","1029","PS54821RHLR2-R","09/21/2015 06:06:11","09/21/2015 11:15:40","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5851612","15105","985","PS54821RHLR2-R","09/21/2015 06:06:11","09/21/2015 17:09:59","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5853763","15024","896","PS54821RHLR2-R","09/21/2015 06:06:11","09/21/2015 23:02:26","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5857298","7547","787","PS54821RHLR2-R","09/21/2015 06:06:11","09/22/2015 01:59:58","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5853767","11251","896","PS54821RHLR2-R","09/21/2015 06:06:11","09/22/2015 06:24:08","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5860297","15084","694","PS54821RHLR2-R","09/21/2015 06:06:11","09/22/2015 12:17:59","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5853771","15089","896","PS54821RHLR2-R","09/21/2015 06:06:11","09/22/2015 18:11:56","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5860302","15106","694","PS54821RHLR2-R","09/21/2015 06:06:11","09/23/2015 00:06:17","61549.9821"
"26","ETS-2-64","6487925B","","RHL","26",NULL,NULL,NULL,"5860301","15114","694","PS54821RHLR2-R","09/21/2015 06:06:11","09/23/2015 06:00:49","61549.9821"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854149","6941","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/21/2015 11:23:09","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854147","7906","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/21/2015 17:24:03","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854146","7882","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/21/2015 23:23:52","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854150","3955","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/22/2015 02:24:55","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854144","7907","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/22/2015 08:25:52","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854148","7909","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/22/2015 14:26:54","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854276","3948","978","51980ARTVR-G2K","09/21/2015 06:06:11","09/22/2015 17:27:37","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5854145","7913","979","51980ARTVR-G2K","09/21/2015 06:06:11","09/22/2015 23:28:51","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5857085","4487","883","51980ARTVR-G2K","09/21/2015 06:06:11","09/23/2015 02:54:06","31636.1325"
"27","ETS-2-64","6487839B","","RTV","27",NULL,NULL,NULL,"5861567","3945","765","51980ARTVR-G2K","09/21/2015 06:06:11","09/23/2015 05:54:42","31636.1325"
"29","ETS-2-64","6568858D","","RVC300","29",NULL,NULL,NULL,"5819619","6727","1945","25940ARVCR1-G2","09/21/2015 06:06:11","09/21/2015 11:58:45","27559.1949"
"29","ETS-2-64","6568858D","","RVC300","29",NULL,NULL,NULL,"5819620","7305","1945","25940ARVCR1-G2","09/21/2015 06:06:11","09/21/2015 18:21:33","27559.1949"
"29","ETS-2-64","6568858D","","RVC300","29",NULL,NULL,NULL,"5858309","7554","11.69","25940ARVCR1-G2","09/21/2015 06:06:11","09/23/2015 04:06:56","27559.1949"
"29","ETS-2-64","6568858D","","RVC300","29",NULL,NULL,NULL,"5826220","15224","1747","25942ARVCR1-G2","09/21/2015 06:06:11","09/22/2015 05:48:49","31944.6487"
