Key_Device,TARGET
CSD87381P1-NS2,233888
S62086RLTR-LN#,67334
2543QRTERQ1-G2,275990
CSD59968Q5M-LN,181572
V62090RGTR1-G2,600276
53315RGFR-LS2Y,6047
D74110RVFR2-LN,24937
BQ24130RHLR-G2,11783
PS53124RGER-JK,7138
S51463RGER2-G2,19084
PS54561DPRR1-C,10247
