Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time,Package
CLFTEA72,ETS-2-64,5860736,13783,806,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/23/2015 09:34:29,3X3
CLFTEA72,ETS-2-64,5860745,13816,806,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/23/2015 12:47:19,3X3
CLFTEA72,ETS-2-64,5860739,13775,806,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/23/2015 15:59:35,3X3
CLFTEA72,ETS-2-64,5860740,13784,806,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/23/2015 19:11:59,3X3
CLFTEA72,ETS-2-64,5863732,13806,732,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/23/2015 22:24:41,3X3
CLFTEA72,ETS-2-64,5863726,13789,732,N,PS54218RTER3-C,6522212C,1,09/22/2015 02:06:10,09/24/2015 01:37:09,3X3
CLFTEA12,ETS-S-64,5853715,16915,1054,N,PS54326RGTR-LY,6516394A,1,09/22/2015 02:06:10,09/22/2015 07:32:20,3X3
CLFTEA12,ETS-S-64,5853716,16914,1054,N,PS54326RGTR-LY,6516394A,1,09/22/2015 02:06:10,09/22/2015 12:58:30,3X3
CLFTEA12,ETS-S-64,5849197,16871,1209,N,PS54326RGTR-LY,6516394A,1,09/22/2015 02:06:10,09/22/2015 18:23:50,3X3
CLFTEA12,ETS-S-64,5849190,16825,1190,N,S53312RGTR-G2Y,6516394A,1,09/22/2015 02:06:10,09/22/2015 23:53:46,3X3
CLFTEA12,ETS-S-64,5849189,16915,1190,N,S53312RGTR-G2Y,6516394A,1,09/22/2015 02:06:10,09/23/2015 05:25:27,3X3
CLFTEA12,ETS-S-64,5854227,16928,1028,N,S53312RGTR-G2Y,6516394A,1,09/22/2015 02:06:10,09/23/2015 10:57:24,3X3
CLFTEA12,ETS-S-64,5854226,16903,1028,N,S53312RGTR-G2Y,6516394A,1,09/22/2015 02:06:10,09/23/2015 16:28:51,3X3
CLFTEA12,ETS-S-64,5862512,16914,786,N,S53312RGTR-G2Y,6516394A,1,09/22/2015 02:06:10,09/23/2015 22:00:31,3X3
CLFTEA92,ETM-5-128,5778165,8307,3613,N,BQ24298RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 03:50:27,4X4
CLFTEA92,ETM-5-128,5778164,10045,3613,N,BQ24298RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 05:56:22,4X4
CLFTEA92,ETM-5-128,5816285,5037,2335,N,BQ25890RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 07:31:39,4X4
CLFTEA92,ETM-5-128,5821956,5039,2164,N,BQ25890RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 09:06:59,4X4
CLFTEA92,ETM-5-128,5840773,10078,20.25,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 17:11:43,4X4
CLFTEA92,ETM-5-128,5822924,7507,2132,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 19:23:44,4X4
CLFTEA92,ETM-5-128,5827598,10065,1999,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 22:20:23,4X4
CLFTEA92,ETM-5-128,5827602,10072,1999,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 01:17:09,4X4
CLFTEA92,ETM-5-128,5831679,10077,1867,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 04:14:01,4X4
CLFTEA92,ETM-5-128,5834772,10070,1766,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 07:10:45,4X4
CLFTEA92,ETM-5-128,5837672,10080,1663,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 10:07:40,4X4
CLFTEA92,ETM-5-128,5837674,10078,1663,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 13:04:33,4X4
CLFTEA92,ETM-5-128,5837668,10072,1663,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 16:01:19,4X4
CLFTEA92,ETM-5-128,5788014,9356,3281,N,Q25895MRTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 18:19:48,4X4
CLFTEA92,ETM-5-128,5792126,8416,3146,N,Q25895MRTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 20:24:28,4X4
CLFTEA92,ETM-5-128,5796241,8746,2921,N,Q25895MRTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 22:33:59,4X4
CLFTEA92,ETM-5-128,5796242,5037,2921,N,Q25895MRTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 23:49:00,4X4
CLFTEA92,ETM-5-128,5796234,8787,2921,N,Q25895MRTWR-G2,6579768C,1,09/22/2015 02:06:10,09/24/2015 01:59:07,4X4
CLFTEA54,ETM-5-128,5817428,8724,2297,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 04:39:24,4X4
CLFTEA54,ETM-5-128,5817432,5034,2297,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 06:08:15,4X4
CLFTEA54,ETM-5-128,5819976,10074,2225,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 09:05:04,4X4
CLFTEA54,ETM-5-128,5820821,10077,2197,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 12:01:55,4X4
CLFTEA54,ETM-5-128,5822921,10056,2132,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 14:58:25,4X4
CLFTEA54,ETM-5-128,5822914,9956,2132,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 17:53:10,4X4
CLFTEA54,ETM-5-128,5822922,10071,2132,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 20:49:55,4X4
CLFTEA54,ETM-5-128,5824161,9394,2096,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/22/2015 23:34:52,4X4
CLFTEA54,ETM-5-128,5824163,10069,2096,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 02:31:35,4X4
CLFTEA54,ETM-5-128,5825410,10066,2058,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 05:28:15,4X4
CLFTEA54,ETM-5-128,5825393,9817,2058,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 08:20:34,4X4
CLFTEA54,ETM-5-128,5827603,10062,1999,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 11:17:10,4X4
CLFTEA54,ETM-5-128,5828517,10060,1966,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 14:13:44,4X4
CLFTEA54,ETM-5-128,5831677,9829,1867,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 17:06:16,4X4
CLFTEA54,ETM-5-128,5831682,9736,1867,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 19:57:10,4X4
CLFTEA54,ETM-5-128,5831681,10053,1867,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/23/2015 22:53:37,4X4
CLFTEA54,ETM-5-128,5821954,10056,2164,N,BQ25892RTWR-G2,6579768C,1,09/22/2015 02:06:10,09/24/2015 01:50:06,4X4
CLFTEA26,ETS-2-64,5869157,10026,10.32,N,A6130A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/22/2015 10:08:24,4X4
CLFTEA26,ETS-2-64,5850183,10067,16.66,N,A6133A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/22/2015 18:12:37,4X4
CLFTEA26,ETS-2-64,5850185,5031,16.02,N,A6133A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/22/2015 22:15:06,4X4
CLFTEA26,ETS-2-64,5850184,5745,16.02,N,A6133A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/23/2015 02:51:51,4X4
CLFTEA26,ETS-2-64,5850182,10064,1156,N,A6133A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/23/2015 10:55:55,4X4
CLFTEA26,ETS-2-64,5850181,10005,1156,N,A6133A2RTJR-LK,6479465A,1,09/22/2015 02:06:10,09/23/2015 18:57:10,4X4
CLFTEA86,ETS-2-64,5851661,3359,21.94,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 04:48:23,8X8
CLFTEA86,ETS-2-64,5845465,2423,23.06,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 06:45:41,8X8
CLFTEA86,ETS-2-64,5848441,3356,22.14,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 09:27:46,8X8
CLFTEA86,ETS-2-64,5848445,2531,22.14,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 11:30:15,8X8
CLFTEA86,ETS-2-64,5848443,3356,22.14,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 14:12:20,8X8
CLFTEA86,ETS-2-64,5848444,3340,22.14,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 16:53:39,8X8
CLFTEA86,ETS-2-64,5851666,1675,21.3,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 18:15:03,8X8
CLFTEA86,ETS-2-64,5851654,2218,21.3,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/22/2015 20:02:31,8X8
CLFTEA86,ETS-2-64,5832988,1657,1946,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/23/2015 07:15:16,8X8
CLFTEA86,ETS-2-64,5832978,1659,1946,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/23/2015 18:28:50,8X8
CLFTEA86,ETS-2-64,5851652,3359,21.7,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/23/2015 21:11:03,8X8
CLFTEA86,ETS-2-64,5851653,3356,21.3,N,TPS2388RTQR-C,6570729C,1,09/22/2015 02:06:10,09/23/2015 23:53:08,8X8
CLFTEA11,ETS-2-64,5838641,7674,21.23,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 08:15:30,4.5X3.5
CLFTEA11,ETS-2-64,5841701,7105,19.3,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 13:57:33,4.5X3.5
CLFTEA11,ETS-2-64,5843239,4586,4486,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 15:14:29,4.5X3.5
CLFTEA11,ETS-2-64,5838632,3847,1563,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 16:19:12,4.5X3.5
CLFTEA11,ETS-2-64,5845308,7667,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 18:27:10,4.5X3.5
CLFTEA11,ETS-2-64,5853454,3820,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 19:31:25,4.5X3.5
CLFTEA11,ETS-2-64,5845312,7451,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 21:35:49,4.5X3.5
CLFTEA11,ETS-2-64,5845314,7708,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/22/2015 23:44:27,4.5X3.5
CLFTEA11,ETS-2-64,5845316,6501,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 01:33:07,4.5X3.5
CLFTEA11,ETS-2-64,5845313,7739,1363,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 03:42:17,4.5X3.5
CLFTEA11,ETS-2-64,5848835,7707,1261,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 05:50:54,4.5X3.5
CLFTEA11,ETS-2-64,5848843,7772,1261,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 08:00:37,4.5X3.5
CLFTEA11,ETS-2-64,5848844,7714,1261,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 10:09:22,4.5X3.5
CLFTEA11,ETS-2-64,5852066,7628,1166,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 12:16:41,4.5X3.5
CLFTEA11,ETS-2-64,5852067,7757,1166,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 14:26:08,4.5X3.5
CLFTEA11,ETS-2-64,5852071,7678,1166,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 16:34:17,4.5X3.5
CLFTEA11,ETS-2-64,5852069,7747,1166,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 18:43:35,4.5X3.5
CLFTEA11,ETS-2-64,5854918,7709,1065,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 20:52:15,4.5X3.5
CLFTEA11,ETS-2-64,5858228,7724,963,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/23/2015 23:01:10,4.5X3.5
CLFTEA11,ETS-2-64,5858230,7878,963,N,S51367RVER-LNY,6545456B,1,09/22/2015 02:06:10,09/24/2015 01:12:37,4.5X3.5
CLFTEA23,ETS-2-64,5840978,17269,1593,N,PS62742DSSR-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 04:26:07,3X2
CLFTEA23,ETS-2-64,5844141,17279,1498,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 06:55:36,3X2
CLFTEA23,ETS-2-64,5828933,17241,1957,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 09:24:46,3X2
CLFTEA23,ETS-2-64,5828935,8640,1957,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 10:40:00,3X2
CLFTEA23,ETS-2-64,5828934,13695,1957,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 12:38:41,3X2
CLFTEA23,ETS-2-64,5834856,17264,1766,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 15:08:03,3X2
CLFTEA23,ETS-2-64,5834854,17273,1766,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 17:37:29,3X2
CLFTEA23,ETS-2-64,5834857,17176,1766,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 20:06:05,3X2
CLFTEA23,ETS-2-64,5834860,12383,1766,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/22/2015 21:53:29,3X2
CLFTEA23,ETS-2-64,5837556,17278,1665,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 00:22:58,3X2
CLFTEA23,ETS-2-64,5837555,17227,1665,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 02:52:00,3X2
CLFTEA23,ETS-2-64,5837554,17274,1665,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 05:21:26,3X2
CLFTEA23,ETS-2-64,5837553,17276,1665,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 07:50:54,3X2
CLFTEA23,ETS-2-64,5837558,8633,1665,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 09:06:05,3X2
CLFTEA23,ETS-2-64,5844146,12442,1498,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 10:54:00,3X2
CLFTEA23,ETS-2-64,5844145,17272,1498,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 13:23:25,3X2
CLFTEA23,ETS-2-64,5844138,17279,1498,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 15:52:54,3X2
CLFTEA23,ETS-2-64,5847669,17279,1394,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 18:22:23,3X2
CLFTEA23,ETS-2-64,5847671,17238,1394,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 20:51:31,3X2
CLFTEA23,ETS-2-64,5847667,17280,1394,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/23/2015 23:21:01,3X2
CLFTEA23,ETS-2-64,5847670,17251,1394,N,S62740DSSR1-LK,6552808A,1,09/22/2015 02:06:10,09/24/2015 01:50:15,3X2
CLFTEA39,ETS-2M-64,5860255,13809,817,N,2592BADRCR-G2K,6547181A,1,09/22/2015 02:06:10,09/22/2015 08:01:50,3X3
CLFTEA39,ETS-2M-64,5854213,13794,1013,N,2592ZADRCR-G2K,6547181A,1,09/22/2015 02:06:10,09/22/2015 14:27:25,3X3
CLFTEA39,ETS-2M-64,5860263,13766,817,N,2592ZADRCR-G2K,6547181A,1,09/22/2015 02:06:10,09/22/2015 20:52:14,3X3
CLFTEA39,ETS-2M-64,5846688,9204,1252,N,592AADRCRP-G2K,6547181A,1,09/22/2015 02:06:10,09/23/2015 04:15:01,3X3
CLFTEA39,ETS-2M-64,5800359,13820,31.93,N,2592ZADRCR-G2K,6547181A,1,09/22/2015 02:06:10,09/23/2015 15:19:23,3X3
CLFTEA39,ETS-2M-64,5860259,13798,817,N,2592BADRCR-G2K,6547181A,1,09/22/2015 02:06:10,09/23/2015 21:14:46,3X3
CLFTEA85,ETS-2-64,5831622,3696,22.05,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 05:04:34,7X5
CLFTEA85,ETS-2-64,5831629,3635,21.54,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 08:00:02,7X5
CLFTEA85,ETS-2-64,5831617,3692,21.24,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 10:58:15,7X5
CLFTEA85,ETS-2-64,5831623,3655,21.14,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 13:54:41,7X5
CLFTEA85,ETS-2-64,5869884,2940,20.99,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 16:16:48,7X5
CLFTEA85,ETS-2-64,5831621,3681,20.88,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 19:14:29,7X5
CLFTEA85,ETS-2-64,5831620,3666,20.39,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 22:11:27,7X5
CLFTEA85,ETS-2-64,5829027,3671,1714,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/22/2015 23:35:00,7X5
CLFTEA85,ETS-2-64,5829020,3595,1714,N,3314RGFR-G2S2Y,6514558B,1,09/22/2015 02:06:10,09/23/2015 00:56:51,7X5
