Key_Device,TARGET
PS65168RSBR1-R,78940
S65175RSHR2-UN,100032
PS63031DSKR-CK,563857
PS63031DSKT-CK,13685
PS63030DSKR-CK,168042
PS25810RVCT-G2,21326
1306051RHRR-G2,221101
TPS65197RUYR-G,147245
1108026RHDR1-R,105296
PS54678RTER-G2,27600
406035RGER-G2Y,158489
S65177RHAR1-G2,162866
BQ25890RTWR-G2,1416441
7A8300RGWR-G2K,159365
24250RGER1-G2Y,137096
