LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE
8025320,BQ25892RTWR-G2,4X4           ,RTWST300     ,      7804,      3125,8025320     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025317,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10074,      3125,8025317     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025321,BQ25892RTWR-G2,4X4           ,RTWST300     ,      5035,      3125,8025321     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025328,BQ25892RTWR-G2,4X4           ,RTWST300     ,      4881,      3125,8025328     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025324,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10074,      3125,8025324     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025318,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10077,      3125,8025318     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025325,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9998,      3125,8025325     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025315,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10007,      3125,8025315     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025313,BQ25892RTWR-G2,4X4           ,RTWST300     ,      7839,      3125,8025313     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025310,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10076,      3125,8025310     ,4410,1,        26.55,       9.87,     15.16,11/15/2015 11:48:48,11/16/2015 02:06:10,CLFTEA54
8025322,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10064,      3125,8025322     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025327,BQ25892RTWR-G2,4X4           ,RTWST300     ,      8821,      3125,8025327     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025305,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10076,      3125,8025305     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025319,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10075,      3125,8025319     ,4410,1,        26.55,       9.87,     15.16,11/15/2015 11:24:36,11/16/2015 02:06:10,CLFTEA92
8025311,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10078,      3125,8025311     ,4410,1,        26.55,       9.87,     15.16,11/15/2015 11:00:48,11/16/2015 02:06:10,CLFTEA52
8025326,BQ25892RTWR-G2,4X4           ,RTWST300     ,      9942,      3125,8025326     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
8025309,BQ25892RTWR-G2,4X4           ,RTWST300     ,     10072,      3125,8025309     ,4410,1,        26.55,       9.87,     15.16,                   ,11/16/2015 02:06:10,
5983413,S51363RVER-LNY,4.5X3.5       ,RVECLIP      ,      7722,      3078,5983413     ,4410,1,        17.03,      13.08,     27.42,11/15/2015 11:24:27,11/16/2015 02:06:10,CLFTEA75
5983416,S51363RVER-LNY,4.5X3.5       ,RVECLIP      ,      7565,      3078,5983416     ,4410,1,        17.03,      13.08,     27.42,                   ,11/16/2015 02:06:10,
5983415,S51363RVER-LNY,4.5X3.5       ,RVECLIP      ,      7713,      3078,5983415     ,4410,1,        17.03,      13.08,     27.42,                   ,11/16/2015 02:06:10,
8040339,S51363RVER-LNY,4.5X3.5       ,RVECLIP      ,      3812,      3078,8040339     ,4410,1,        17.03,      13.08,     27.42,                   ,11/16/2015 02:06:10,
5983414,S51363RVER-LNY,4.5X3.5       ,RVECLIP      ,      7814,      3078,5983414     ,4410,1,        17.03,      13.08,     27.42,                   ,11/16/2015 02:06:10,
5977623,24075TRGTR-G2Y,3X3           ,RGT300LLF    ,     16710,      3061,5977623     ,4410,1,        13.01,       10.9,     29.09,                   ,11/16/2015 02:06:10,
8000144,AC8760IRHAT-CK,6X6           ,RHA          ,      2242,      3060,8000144     ,4410,1,        20.43,      12.04,     22.79,                   ,11/16/2015 02:06:10,
5932935,PS25810RVCR-G2,4X3           ,RVC300ST     ,     15544,      3059,5932935     ,4410,1,            0,      10.79,     41.97,                   ,11/16/2015 02:06:10,
5932937,PS25810RVCR-G2,4X3           ,RVC300ST     ,     15547,      3059,5932937     ,4410,1,            0,      10.79,     41.97,                   ,11/16/2015 02:06:10,
