Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Device_Name,Tooling_Family_Name,Certification
CLFTEA34,ETS-2-64,5974084,7866,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974087,7900,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974085,7908,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974076,7887,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974086,7902,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974079,7900,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974077,7898,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974075,7887,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5974081,7901,1146,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5977746,7909,1033,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5977751,7905,1033,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5977749,7903,1033,7A8300RGWR-G2K,6555551A,1
CLFTEA34,ETS-2-64,5977750,7908,1033,7A8300RGWR-G2K,6555551A,1
CLFTEA35,ETS-2M-64,5975324,17279,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5975328,8554,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5975327,9934,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5975323,17190,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5975325,17196,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5975321,17170,1338,PS62742DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5954563,14617,1973,PS62745DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5954564,14584,1973,PS62745DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5964256,17209,1672,S62740DSSR1-LK,6552808A,1
CLFTEA35,ETS-2M-64,5971862,17124,1444,S62740DSSR1-LK,6552808A,1
CLFTEA35,ETS-2M-64,5971865,17276,1444,S62740DSSR1-LK,6552808A,1
CLFTEA35,ETS-2M-64,5977181,17279,1278,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5977186,8638,1278,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5977184,17272,1278,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5977183,17155,1278,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982250,17265,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982253,17277,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982248,17273,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982249,17225,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982252,17275,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982255,8635,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982254,17257,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5982251,17254,1096,S627440DSSR-LK,6552808A,1
CLFTEA35,ETS-2M-64,5985786,8637,996,S627440DSSR-LK,6552808A,1
CLFTEA36,ETS-2-64,5987135,15081,765,24735RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5987136,15100,765,24735RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5987134,15098,765,24735RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970622,15087,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970609,15072,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970614,15107,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970619,14984,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970616,15080,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5970621,15111,1238,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5973932,14809,1146,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5973926,14809,1146,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5973930,15073,1146,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5973924,15107,1146,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5973931,15074,1146,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5977785,10513,1033,24737RGRR1-G2K,6512615D,1
CLFTEA36,ETS-2-64,5981038,12986,927,Q24735RGRR1-LK,6512615D,1
CLFTEA37,ETS-2-128,5938696,6269,2222,PS56121BDQPR-C,6514494A,1
CLFTEA37,ETS-2-128,5940562,5537,2159,PS56121DQPR2-C,6514494A,1
CLFTEA37,ETS-2-128,5959182,6956,1642,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5965143,6316,1475,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5983788,6984,1323,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5988226,4041,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971603,6836,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971598,6850,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971601,6803,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971602,6896,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971599,6353,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971595,6847,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971597,3997,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5971596,6852,1277,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973786,6810,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973788,6946,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973796,6644,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973794,3916,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973791,6921,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973792,6898,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973790,6998,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973787,6873,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5994996,6914,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5994314,5303,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973793,6968,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5973789,4284,1212,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5977310,6828,1109,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5977311,6894,1109,S56121ADQPR1-C,6514494A,1
CLFTEA37,ETS-2-128,5998859,6589,1109,S56121ADQPR1-C,6514494A,1
CLFTEA38,ETS-2-64,5944100,17887,2274,PS63031DSKR-CK,6497193A,1
CLFTEA39,ETS-2-64,5991879,7901,1039,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5985003,7885,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984746,7882,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984751,6830,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984750,7906,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984749,7910,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984999,7881,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5985006,3927,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984748,7912,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5985005,7894,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5984747,7909,830,PS65261RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5980988,3954,936,S652611RHBR-G2,6568521A,1
CLFTEA39,ETS-2-64,5980985,7915,936,S652611RHBR-G2,6568521A,1
CLFTEA4,ETS-1M-64,5859724,5508,3158,001DRBR1-G2QN#,6512302B,1
CLFTEA4,ETS-1M-64,5859727,6115,3158,001DRBR1-G2QN#,6512302B,1
CLFTEA4,ETS-1M-64,5970714,13705,1238,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5974003,13803,1146,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5974000,13813,1146,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5974005,13785,1146,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5974001,13736,1146,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5973996,13767,1146,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5981561,12651,921,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5984778,13817,830,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5984780,13817,830,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5984779,13804,830,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5991788,6907,640,A8001DRBR2-G2K,6512302B,1
CLFTEA4,ETS-1M-64,5991787,12655,640,A8001DRBR2-G2K,6512302B,1
CLFTEA40,ETM-4-64,5964114,9333,1673,3210A0RGPR1-G2,6546767B,1
CLFTEA40,ETM-4-64,5931461,10080,2645,CD3211A1RGPR-L,6546767B,1
CLFTEA40,ETM-4-64,5964117,10071,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964127,5012,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964126,5772,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964119,10071,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964123,10077,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964116,10079,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964120,10078,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964118,10080,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964130,10066,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964129,10078,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964124,10078,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964121,10066,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964131,6830,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5964122,10078,1673,D3211A1RGPR-G2,6546767B,1
CLFTEA40,ETM-4-64,5977170,9241,1278,D3211A1RGPR-G2,6546767B,1
CLFTEA41,ETS-2-64,5974067,10065,1146,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5980163,10044,960,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5980162,10071,960,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5980153,10043,960,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5980160,10066,960,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5981400,10027,926,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5981406,7239,926,24780SRUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5967286,6236,1342,BQ24770RUYR-G2,6571495A,1
CLFTEA41,ETS-2-64,5981642,9227,921,BQ24777RUYR-G2,6571495A,1
CLFTEA41,ETS-2-64,5964082,10071,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5964077,10056,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5964088,10075,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5967146,10043,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5967154,10075,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5967147,10029,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5967142,10067,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5970655,10040,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA41,ETS-2-64,5970648,10063,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA42,ETS-2-64,5977226,13774,1044,5633ARTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5977224,7924,1044,5633ARTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5981566,13811,921,5633ARTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5963966,13797,1439,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5967246,13722,1343,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5970727,13800,1238,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5981382,10846,926,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5981379,13774,926,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5981397,10697,926,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5981392,6824,926,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5984331,13727,839,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5984336,13813,839,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5984326,13792,839,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5984323,13783,839,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5988523,13797,731,5633BRTER-KDG2,6569306A,1
CLFTEA42,ETS-2-64,5988465,13803,731,65633AKRTER-G2,6569306A,1
CLFTEA42,ETS-2-64,5967260,9112,1342,65633BKRTER-G2,6569306A,1
CLFTEA43,ETS-2-64,5931758,11358,2382,S54335ADRCR-G2,6570845A,1
CLFTEA43,ETS-2-64,5991763,11512,640,S54335ADRCR-G2,6570845A,1
CLFTEA43,ETS-2-64,5991760,13615,640,S54335ADRCR-G2,6570845A,1
CLFTEA44,ETS-2-64,5970717,13805,1638,5633ARTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5977227,10841,1044,5633ARTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5981574,13362,921,5633ARTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5981567,13796,921,5633ARTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5945272,6899,1983,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5970728,13759,1238,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5981381,13800,926,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5981389,13752,926,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5984329,13741,839,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5988524,13811,731,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5988520,13785,731,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5991799,13809,640,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5991795,13794,640,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5991794,13747,640,5633BRTER-KDG2,6569306A,1
CLFTEA44,ETS-2-64,5988461,13800,731,65633AKRTER-G2,6569306A,1
CLFTEA44,ETS-2-64,5988471,13732,731,65633AKRTER-G2,6569306A,1
CLFTEA46,ETM-4-64,5924482,15543,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924478,15523,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924480,15524,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924486,15545,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924484,15528,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924481,15530,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5924479,15516,1280,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5925382,11211,1247,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5925378,15552,1247,PS25810RVCR-G2,6590151A,1
CLFTEA46,ETM-4-64,5928828,11149,1147,PS25810RVCR-G2,6590151A,1
CLFTEA47,ETS-2-64,5964961,13700,1402,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5964966,13814,1402,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5964968,13284,1402,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5964967,13801,1402,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5964965,13545,1402,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5982359,7282,903,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5982357,13784,903,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5982358,13651,903,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5989476,13746,707,TPS2556DRBR2-R,6505771B,1
CLFTEA47,ETS-2-64,5936672,13795,2217,TPS2557DRBR2-L,6505771B,1
CLFTEA47,ETS-2-64,5954737,13789,1698,TPS2557DRBR3-R,6505771B,1
CLFTEA47,ETS-2-64,5966120,13797,1367,TPS2557DRBR3-R,6505771B,1
CLFTEA47,ETS-2-64,5966471,9308,1358,TPS2557DRBR3-R,6505771B,1
CLFTEA48,ETS-2M-64,5944361,12890,2002,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5977963,15113,1017,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5977965,9581,1017,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5977964,15102,1017,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5977962,15100,1017,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982241,15080,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982243,15101,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982236,15075,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982244,15115,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982242,15096,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982238,15107,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982245,7941,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982239,15103,903,PS51117RGYR1-B,6507988A,1
CLFTEA48,ETS-2M-64,5982240,15106,903,PS51117RGYR1-B,6507988A,1
CLFTEA49,ETS-2-64,5977734,9995,1033,1622RSMR1-G2YK,6541533C,1
CLFTEA49,ETS-2-64,5977740,10063,1033,1622RSMR1-G2YK,6541533C,1
CLFTEA49,ETS-2-64,5977736,10005,1033,1622RSMR1-G2YK,6541533C,1
CLFTEA49,ETS-2-64,5977741,5694,1033,1622RSMR1-G2YK,6541533C,1
CLFTEA49,ETS-2-64,5977918,10008,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977922,9305,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977924,10069,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977919,10048,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977927,8381,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977926,10040,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977921,10029,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977916,10058,1025,51622ARSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5974049,8587,1146,PS51623RSMR-G2,6541533C,1
CLFTEA49,ETS-2-64,5974048,10049,1146,PS51623RSMR-G2,6541533C,1
CLFTEA49,ETS-2-64,5977932,10039,1025,S51624RSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977930,10043,1025,S51624RSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977933,10006,1025,S51624RSMR-G2K,6541533C,1
CLFTEA49,ETS-2-64,5977929,9989,1025,S51624RSMR-G2K,6541533C,1
CLFTEA50,ETS-2-64,5974069,10069,1146,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5974064,10068,1146,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5974068,10067,1146,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5980154,5991,960,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5980164,8016,960,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5980152,10067,960,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5980159,9956,960,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5980155,5025,960,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5981401,10074,926,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5981404,10053,926,24780SRUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5984373,5036,839,Q24780RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5964086,5012,1439,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967149,5034,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967152,10069,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967148,7006,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967156,7028,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967153,9986,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967145,10022,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5967157,5030,1343,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5970649,10032,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5970653,5034,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA50,ETS-2-64,5970660,5030,1238,SN2850RUYR-G2K,6571495A,1
CLFTEA51,ETS-2-64,5965199,3245,1641,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5965198,3688,1641,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5975785,3693,1319,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5975779,3690,1319,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5975776,3689,1319,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5975782,3682,1319,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5975771,2936,1319,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980887,3690,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980885,3664,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980889,3694,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980890,3690,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980893,3686,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980886,3694,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980891,3680,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA51,ETS-2-64,5980888,3671,1172,3315RGFR-G2S2Y,6514558B,1
CLFTEA52,ETM-5-128,5968568,10073,1048,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5968571,10079,1048,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5968574,10042,1048,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5968569,10054,1048,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5971004,9407,976,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5971014,6372,976,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5975309,7026,846,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5975298,6648,846,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5975304,10069,846,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5975299,10070,846,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5977640,6626,780,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5982213,5040,604,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5982220,5040,604,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5983149,5033,574,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5984574,5040,537,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5984579,5040,536,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5987055,5040,467,BQ25890RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5934884,9928,1688,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5936085,6794,1654,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5936083,10022,1654,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5937338,9918,1624,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5937337,10078,1624,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5938338,9958,1593,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5938343,10076,1593,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5938341,9874,1593,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5940120,6954,1544,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5940122,10070,1543,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5940697,10080,1525,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5943166,9935,1457,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5944095,6945,1424,BQ25892RTWR-G2,6579768C,1
CLFTEA52,ETM-5-128,5945301,10076,1392,BQ25892RTWR-G2,6579768C,1
CLFTEA53,ETM-5-128,5925442,2153,2651,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5974127,2298,1236,202027ARSLR-G2,6570166B,1
CLFTEA53,ETM-5-128,5974125,4582,1236,202027ARSLR-G2,6570166B,1
