"device","logpoint","quantity","average_capacity","Queue"
"S62740DSST1-LK","4410","62202","167572.64","0.37"
"S627451DSST-LK","4410","15375","0","0"
"S65175RSHR2-UN","4410","13641","27367.92","0.5"
"S65283RGER-G2Y","695","10030","51201.75","0.2"
"S65283RGER-G2Y","1400","30065","51201.75","0.59"
"S65283RGER-G2Y","1410","39878","51201.75","0.78"
"S65283RGER-G2Y","1450","37965","51201.75","0.74"
"S65283RGER-G2Y","2100","16348","51201.75","0.32"
"S65283RGER-G2Y","3000","20005","51201.75","0.39"
"S65283RGER-G2Y","4410","93858","51201.75","1.83"
"SD87381P6-UNR&","4410","26850","188033.72","0.14"
"SD96370Q5M4-LN","2100","6550","62328.86","0.11"
"SD96370Q5M4-LN","4410","56884","62328.86","0.91"
"SD97370Q5M2-LN","1400","10818","52894.74","0.2"
"SD97370Q5M2-LN","1410","41425","52894.74","0.78"
"SD97370Q5M2-LN","1420","20679","52894.74","0.39"
"SD97370Q5M2-LN","1450","13983","52894.74","0.26"
"SD97370Q5M2-LN","1460","13918","52894.74","0.26"
"SD97370Q5M2-LN","2100","6930","52894.74","0.13"
"SD97370Q5M2-LN","3000","20844","52894.74","0.39"
"SD97370Q5M2-LN","4410","130055","52894.74","2.46"
"SN2833RGRR-G2K","1450","6758","59869.35","0.11"
"SN2833RGRR-G2K","2100","9915","59869.35","0.17"
"THS6187IRTJR-B","1400","4598","79938.78","0.06"
"TLV62084DSGR-R","695","24840","411588.35","0.06"
"TPS2388RTQR-C ","1420","10899","2726.33","4"
"TPS2388RTQR-C ","1450","39374","2726.33","14.44"
"TPS2388RTQR-C ","2000","113460","2726.33","41.62"
"TPS2388RTQR-C ","2150","11755","2726.33","4.31"
"TPS2388RTQR-C ","4410","24609","2726.33","9.03"
"TPS2388RTQT-C ","1450","1842","0","0"
"TPS2420RSAR-G2","1450","10048","43776","0.23"
"TPS2420RSAR-G2","4410","8315","43776","0.19"
"TPS2420RSAT-G2","4410","8265","43776","0.19"
"TPS2553DRVR-L ","1400","24820","756144.19","0.03"
"TPS2553DRVR-L ","1410","74460","756144.19","0.1"
"TPS2553DRVR-L ","1430","74353","756144.19","0.1"
"TPS2553DRVR-L ","2150","74424","756144.19","0.1"
"TPS2557DRBR3-R","1400","32841","0","0"
"TPS2557DRBR3-R","1410","13824","0","0"
"TPS2557DRBR3-R","1420","13811","0","0"
"TPS2557DRBR3-R","1430","55204","0","0"
"TPS2557DRBR3-R","1450","27618","0","0"
"TPS2557DRBR3-R","2100","13798","0","0"
"TPS2557DRBR3-R","3000","13819","0","0"
"TPS2557DRBR3-R","4410","175851","0","0"
"TPS2590RSAR-G2","1410","5030","48764.81","0.1"
"TPS2590RSAR-G2","1420","10078","48764.81","0.21"
"TPS2590RSAR-G2","1430","10074","48764.81","0.21"
"TPS2590RSAR-G2","1450","7568","48764.81","0.16"
"TPS2590RSAR-G2","2100","10047","48764.81","0.21"
"TPS2590RSAR-G2","4410","29789","48764.81","0.61"
"TPS40322RHBR-C","1410","3959","32102.4","0.12"
"TPS40322RHBR-C","1430","15806","32102.4","0.49"
"TPS40322RHBR-C","4410","28929","32102.4","0.9"
"TPS40322RHBT-C","4410","5789","32102.4","0.18"
"TPS54061DRBR-C","1420","7250","70820.21","0.1"
"TPS54061DRBR-C","1460","13820","70820.21","0.2"
"TPS54061DRBR-C","2100","11119","70820.21","0.16"
"TPS54061DRBR-C","4410","147498","70820.21","2.08"
"TPS54519RTER-R","1420","6907","55027.28","0.13"
"TPS54519RTER-R","2100","13503","55027.28","0.25"
"TPS54519RTER-R","4410","55206","55027.28","1"
"TPS54541DPRR-C","4410","14772","67699.64","0.22"
"TPS54622RHLR-L","1400","14992","55732.88","0.27"
"TPS54622RHLR-L","1410","15113","55732.88","0.27"
"TPS54622RHLR-L","2100","14953","55732.88","0.27"
"TPS54719RTER-R","695","6905","54246.2","0.13"
"TPS54719RTER-R","1410","13618","54246.2","0.25"
"TPS55330RTET-L","4410","19786","53955.01","0.37"
"TPS65178RSLR-R","4410","2653","53109.26","0.05"
"TPS71745DSER-L","4410","133651","351412.84","0.38"
"TPS73701DRBR-B","1400","27616","68579.81","0.4"
"TPS73701DRBR-B","1410","13680","68579.81","0.2"
"TPS73701DRBR-B","1430","27633","68579.81","0.4"
"TPS73701DRBR-B","1460","26335","68579.81","0.38"
"TPS73701DRBR-B","2100","45184","68579.81","0.66"
"TPS73701DRBR-B","4410","206529","68579.81","3.01"
"TPS74701DRCR-B","1450","13711","202025.62","0.07"
"TPS74701DRCR-B","2000","20786","202025.62","0.1"
"TPS74701DRCR-B","4410","169620","202025.62","0.84"
"UCC27526DSDR-R","1410","13744","94171.79","0.15"
"V2603V1RUNR-G2","695","63659","197858.21","0.32"
"V62090RGTR1-G2","1400","13819","110473.34","0.13"
"V62090RGTR1-G2","1410","13773","110473.34","0.12"
"V62090RGTR1-G2","1420","27948","110473.34","0.25"
"V62090RGTR1-G2","1450","13811","110473.34","0.13"
"V62090RGTR1-G2","1460","13817","110473.34","0.13"
"V62090RGTR1-G2","2100","36626","110473.34","0.33"
"V62090RGTR1-G2","4410","266046","110473.34","2.41"
"V62130ARGTR-LY","4410","23408","103427.46","0.23"
"V62150ARGTR-LY","2100","16911","102084.92","0.17"
"V62150ARGTR-LY","4410","18768","102084.92","0.18"
