"pkgtype","tester_req","EDGE_LB","pkg_size","Pin","Package","expected_output_2_days","expected_avg_output_per_day","cap_per_day","wip_post_WB","wip_ft1","wip_ft2","POST_WB_QUEUE","TEST_QUEUE_FT1","TEST_QUEUE_FT2","Total_Queue_1_tester"
"STD","ETS-2-64","6516230D","3X3","DRC300LLF","DRC300LLF","101326","50663","99263.5","324998","354181","0","3.27","3.57","0","6.842182675404353"
"STD","ETS-4M-128","6517950B","3X3","DSC","DSC","7029","3514.5","25816.62","0","7029","0","0","0.27","0","0.27226647020407785"
"STD","ETS-2-64","6518552B","3X3","RGT300","RGT300","27559","13779.5","85421.31","21670","27559","0","0.25","0.32","0","0.5763081835200139"
"STD","ETS-2-64","6522212C","3X3","RTE","RTE","311778","155889","100897.9","13813","27604","0","0.14","0.27","0","0.4104842618131795"
"STRIP","ETS-2-64","6522803A","3X3","RTEST","RTEST","60265","30132.5","54897.1","0","20128","0","0","0.37","0","0.3666496044417647"
"STD","ETS-2-64","6524040A","3X3","RTE300","RTE300","173834","86917","0","273431","373197","0","0","0","0","0"
"STD","ETS-0-64","6525239A","3X3","RTE","RTE","48890","24445","21582.01","29104","0","0","1.35","0","0","1.3485305585531655"
"STRIP","ETS-2-128","6530035A","3X3","DSC300ST","DSC300ST","69067","34533.5","208380.42","244414","124351","0","1.17","0.6","0","1.769672025807415"
"STD","ETS-2-64","6541669B","3X3","RTE","RTE","52157","26078.5","50890.77","0","20107","0","0","0.4","0","0.3951011155853999"
"STRIP","ETS-2-64","6542741A","3X3","RGTST","RGTST","13767","6883.5","107404.51","55228","13767","0","0.51","0.13","0","0.6423845702568729"
"STD","ETS-0-64","6542852A","3X3","DSD","DSD","24882","12441","94171.79","0","24882","0","0","0.26","0","0.2642192529206464"
"STD","ETS-2-128","6544455A","3X3","RTE300","RTE300","67364","33682","93324.66","0","67364","0","0","0.72","0","0.7218242209508183"
"STD","ETS-2-64","6547181A","3X3","DRC","DRC","101436","50718","54159.7","34517","12509","0","0.64","0.23","0","0.8682839823706557"
"STD","ETS-2-64","6553054A","3X3","DRCST300","DRCST300","32452","16226","0","6911","25541","0","0","0","0","0"
"STD","ETS-2-64","6553444B","3X3","DRC","DRC","104199","52099.5","100387.24","0","30455","0","0","0.3","0","0.30337520983742555"
"STD","ETS-2-64","6554905A","3X3","DRCST300","DRCST300","142227","71113.5","198431.53","106765","0","0","0.54","0","0","0.5380445335476676"
"STD","ETM-2-64","6555613B","3X3","DRBST300","DRBST300","58112","29056","203416.22","361552","27621","0","1.78","0.14","0","1.9131856840128088"
"STD","ETS-2-128","6569306A","3X3","RTE300","RTE300","282753","141376.5","78869.12","44303","190887","0","0.56","2.42","0","2.982028961398327"
"STD","ETS-2-64","6569306A","3X3","RTE300","RTE300","449357","224678.5","80605.16","44303","190887","0","0.55","2.37","0","2.917803277110299"
"STD","ETS-2-64","6570845A","3X3","DRC","DRC","127232","63616","88918.36","25327","115728","0","0.28","1.3","0","1.586342798045308"
"STD","ETS-2-64","6575577B","3X3","RGT","RGT","135232","67616","87657.61","27600","37650","0","0.31","0.43","0","0.744373477670678"
"STD","ETS-2-64","6588064A","3X3","DRC","DRC","5034","2517","0","0","5034","0","0","0","0","0"
"STD","ETS-0-64","No_Tooling","3X3","DRB","DRB","50059","25029.5","131551.73","0","174180","0","0","1.32","0","1.3240418807111087"
"STD","ETS-2-64","6548880A","3X4","DPJST300","DPJST300","91777","45888.5","134288.33","268171","48377","0","2","0.36","0","2.357226424664005"
"STD","ETS-2-64","6520958B","4.0X3.5","RGB300","RGB300","14375","7187.5","41130.2","28752","14375","0","0.7","0.35","0","1.0485482686687642"
"STD","ETS-2-64","6515575A","4.5X3.5","RHL","RHL","11785","5892.5","48086.81","2558","9227","0","0.05","0.19","0","0.2450776002816573"
"CLIP","ETS-2-64","6543758C","4.5X3.5","RVECLIP","RVECLIP","272362","136181","69843.66","57719","173020","0","0.83","2.48","0","3.3036498946361057"
"STD","ETS-2-64","6544140B","4.5X3.5","DPC","DPC","15197","7598.5","0","48","3609","0","0","0","0","0"
"CLIP","ETS-2-64","6545456B","4.5X3.5","RVECLIP","RVECLIP","91231","45615.5","86305.08","0","14850","0","0","0.17","0","0.17206403145678098"
"STD","ETS-4M-128","6578688B","4.5X3.5","DPC","DPC","123745","61872.5","67001.71","203713","137483","0","3.04","2.05","0","5.092347643067617"
"STRIP","ETM-2-64","6580945B","4.5X3.5","RHL300ST","RHL300ST","7918","3959","183063.27","0","7918","0","0","0.04","0","0.043252805437158426"
"STRIP","ETM-4-64","6590151A","4X3","RVC300ST","RVC300ST","57459","28729.5","0","0","7660","0","0","0","0","0"
"STD","ETM-5-128","6461377C","4X4","RTJ","RTJ","114525","57262.5","84242.8","24706","89819","0","0.29","1.07","0","1.3594633606670243"
"STD","ETS-0-64","6491333A","4X4","RGP","RGP","12679","6339.5","137132.55","0","12679","0","0","0.09","0","0.09245799046251238"
"STD","ETS-2-64","6493742A","4X4","RGE","RGE","7138","3569","39684.79","0","7138","0","0","0.18","0","0.1798674000794763"
"STD","ETS-0-64","6494708A","4X4","RSA300","RSA300","80833","40416.5","47767.05","0","16521","0","0","0.35","0","0.3458660310820953"
"STD","ETS-2-64","6498316A","4X4","RSNTHIN","RSNTHIN","25459","12729.5","30679.08","64783","35514","0","2.11","1.16","0","3.2692310199653964"
"STD","ETS-S-64","6504342B","4X4","RGE300","RGE300","88633","44316.5","51625.67","0","43349","0","0","0.84","0","0.8396791751080422"
"STD","ETS-S-64","6508600B","4X4","RTJ","RTJ","10062","5031","66753.62","10062","0","0","0.15","0","0","0.1507333984284298"
"STD","ETS-2-64","6517878B","4X4","RGE300","RGE300","24672","12336","59152.08","5023","19649","0","0.08","0.33","0","0.41709437774631086"
"STD","ETM-4-64","6518742B","4X4","RGE300LLF","RGE300LLF","34713","17356.5","73272.8","0","16531","0","0","0.23","0","0.22560895721195312"
"STD","ETS-2-64","6525585A","4X4","RGELLF","RGELLF","357872","178936","62157.68","127153","9968","0","2.05","0.16","0","2.2060186287519095"
"STD","ETS-S-64","6526489A","4X4","DPR","DPR","9409","4704.5","54680.03","0","9409","0","0","0.17","0","0.17207379001072237"
"STD","ETM-2-64","6526878A","4X4","RGPSTK","RGPSTK","22299","11149.5","82989.03","12354","9945","0","0.15","0.12","0","0.26869816408265046"
"STD","ETS-2-64","6541533C","4X4","RSM300","RSM300","236241","118120.5","50321.91","114336","209173","0","2.27","4.16","0","6.428790163171469"
"STD","ETS-2-64","6541602C","4X4","RTJ","RTJ","10072","5036","79938.78","55877","10072","0","0.7","0.13","0","0.8249938265257488"
"STRIP","ETM-4-64","6546767B","4X4","RGPST","RGPST","193359","96679.5","182400","592179","160879","0","3.25","0.88","0","4.128607456140351"
"STD","ETM-4-64","6556725A","4X4","RGE300LLF","RGE300LLF","45520","22760","32052.94","20030","25490","0","0.62","0.8","0","1.420150538452947"
"STD","ETS-2-64","6560309A","4X4","RGE","RGE","4456","2228","54660.07","16708","14527","0","0.31","0.27","0","0.5714409074119371"
"STD","ETS-2-64","6571495A","4X4","RUY300","RUY300","8574","4287","61763.96","65901","8574","0","1.07","0.14","0","1.2058002757595205"
"STD","ETS-2-64","6575258A","4X4","RGE300LLF","RGE300LLF","80253","40126.5","50324.92","0","9851","0","0","0.2","0","0.1957479515118951"
"STD","ETS-2-64","6578526A","4X4","RSN300VTT","RSN300VTT","14629","7314.5","74351.85","24618","9841","0","0.33","0.13","0","0.4634585420537619"
"STD","ETM-4-64","6579742C","4X4","RTJ","RTJ","13148","6574","19925.16","0","6916","0","0","0.35","0","0.34709884387377565"
"STD","ETM-5-128","6579768C","4X4","RTWST300","RTWST300","514321","257160.5","74498.11","0","56881","0","0","0.76","0","0.7635227256100859"
"STD","ETS-S-64","6491839B","5.5X3.5","RHL300","RHL300","41947","20973.5","30653.96","0","41947","0","0","1.37","0","1.368403951724345"
"STD","ETS-2-64","6515577B","5.5X3.5","RGY","RGY","162543","81271.5","49257.31","29014","44733","0","0.59","0.91","0","1.4971787943759007"
"STD","ETS-1-64","6553821A","5.5X3.5","RHLMCM","RHLMCM","3228","1614","0","20654","0","0","0","0","0","0"
"STD","ETS-2-128","6555639A","5.5X3.5","RHR300","RHR300","5071","2535.5","42013.53","0","5071","0","0","0.12","0","0.12069921284881323"
"STRIP","ETS-2-64","6556617A","5X2.5","MPAMCMST","MPAMCMST","3624","1812","186174.37","0","3624","0","0","0.02","0","0.019465622469945782"
"STD","ETS-S-64","6484527A","5X5","RHB","RHB","27536","13768",NULL,"27536","0","0","0","0","0","0"
"STD","ETS-2-64","6487839B","5X5","RTV","RTV","183178","91589","31637.07","0","14428","0","0","0.46","0","0.4560472888292121"
"STD","ETS-2-64","6503050A","5X5","RHB","RHB","95285","47642.5","53887.55","0","95285","0","0","1.77","0","1.7682191897757458"
"STD","ETS-S-64","6516809C","5X5","RHB","RHB","16422","8211","71232.89","11842","12485","0","0.17","0.18","0","0.3415135901407341"
"STD","ETS-S-64","6518233A","5X5","RSB","RSB","41982","20991","51947.93","7230","34752","0","0.14","0.67","0","0.8081553971447948"
"STD","ETS-0-64","6518677A","5X5","RSB","RSB","12248","6124","54869.27","4544","7704","0","0.08","0.14","0","0.22322148627091268"
"STD","ETS-0-64","6528989B","5X5","RGW","RGW","11397","5698.5","57012.16","0","3719","0","0","0.07","0","0.06523169793952728"
"STD","ETS-2-64","6568520B","5X5","RHB300","RHB300","30151","15075.5","61890.83","0","30151","0","0","0.49","0","0.4871642535735908"
"STD","ETS-2-64","6568521A","5X5","RHB300","RHB300","7903","3951.5","84486.72","31599","7903","0","0.37","0.09","0","0.4675527704235648"
"STD","ETS-2-64","6572424A","5X5","RHB300","RHB300","14016","7008","0","0","14016","0","0","0","0","0"
"CLIP","ETS-2-64","6522167C","6X5","DQPCLIP","DQPCLIP","18175","9087.5","59923.87","137595","13648","0","2.3","0.23","0","2.523919099350559"
"CLIP","ETS-2-64","6523177B","6X5","DQPCLIP","DQPCLIP","55612","27806","52894.74","96892","40754","0","1.83","0.77","0","2.6022625312082073"
"STD","ETS-4M-128","6526570D","6X6","RHA","RHA","4454","2227","30863.65","0","4454","0","0","0.14","0","0.14431216009772013"
"STD","ETS-2-64","6542777B","6X6","RHA300","RHA300","5159","2579.5","25121.08","17688","0","0","0.7","0","0","0.7041098551495397"
"STD","ETS-2-64","6555466B","6X6","RSL300","RSL300","2292","1146","34473.6","0","2292","0","0","0.07","0","0.06648565859092175"
"STD","ETM-5-128","No_Tooling","6X6","RSL300","RSL300","49727","24863.5","90832.86","23346","4538","0","0.26","0.05","0","0.30698141619673763"
"STD","ETS-2-64","6496545A","7X5","RGFMCM","RGFMCM","25548","12774","43424.18","10871","9600","0","0.25","0.22","0","0.47141937970964565"
"STD","ETS-2-64","6514558B","7X5","RGFMCM300","RGFMCM300","7331","3665.5","64040.97","7331","0","0","0.11","0","0","0.1144735940133324"
"CLIP","ETS-2-64","6528917B","7X5","RVFCLIP","RVFCLIP","7154","3577","16624.76","7154","0","0","0.43","0","0","0.430322001640926"
"CLIP","ETS-2M-64","6528917C","7X5","RVFCLIP","RVFCLIP","1459","729.5","20621.08","1459","0","0","0.07","0","0","0.0707528412672857"
"STD","ETS-0-64","6519267C","7X7","RGZ","RGZ","4457","2228.5","50825.98","5151","0","0","0.1","0","0","0.10134580779357329"
"STD","ETS-S-64","6519267C","7X7","RGZ","RGZ","2172","1086","51826.08","10222","0","0","0.2","0","0","0.19723660365591994"
"STD","ETS-2-64","6545193C","7X7","RGZVTT","RGZVTT","25619","12809.5","35270.19","0","5359","0","0","0.15","0","0.15194134196611925"
"STD","ETS-2-64","6570774A","7X7","RSH","RSH","3537","1768.5","27367.92","0","88983","0","0","3.25","0","3.2513614480018944"
"STD","ETS-2-64","6570729C","8X8","RTQVTT","RTQVTT","18462","9231","2453.7","24569","80802","0","10.01","32.93","0","42.94371765089457"
"STD","ETS-2M-64","6570729C","8X8","RTQVTT","RTQVTT","3354","1677","2726.33","24569","80802","0","9.01","29.64","0","38.64939314022881"
"STD","ETM-2-64","No_Tooling","8X8","RSK300","RSK300","2969","1484.5","0","0","2969","0","0","0","0","0"
