LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOOT_TIME,MACHINE_INSTANCE,PKG_size,FLOW
5828516,BQ25890RTWR-G2,RTWST300     ,24,10077,1422.00,5828516,4410,1,14.97,12.67,12.47,                   ,9/16/2015 10:06,,4X4,STD
5831679,BQ25892RTWR-G2,RTWST300     ,24,10077,1323.00,5831679,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5831674,BQ25892RTWR-G2,RTWST300     ,24,10072,1323.00,5831674,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5831678,BQ25892RTWR-G2,RTWST300     ,24,5035,1323.00,5831678,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5831682,BQ25892RTWR-G2,RTWST300     ,24,9736,1323.00,5831682,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5831680,BQ25890RTWR-G2,RTWST300     ,24,10071,1323.00,5831680,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5831681,BQ25892RTWR-G2,RTWST300     ,24,10053,1323.00,5831681,4410,1,14.97,12.67,11.48,                   ,9/16/2015 10:06,,4X4,STD
5834782,BQ25892RTWR-G2,RTWST300     ,24,9903,1223.00,5834782,4410,1,14.97,12.67,10.47,9/16/2015 8:47,9/16/2015 10:06,CLFTEA52,4X4,STD
5834772,BQ25892RTWR-G2,RTWST300     ,24,10070,1223.00,5834772,4410,1,14.97,12.67,10.47,                   ,9/16/2015 10:06,,4X4,STD
5837672,BQ25892RTWR-G2,RTWST300     ,24,10080,1119.00,5837672,4410,1,14.97,12.67,9.44,                   ,9/16/2015 10:06,,4X4,STD
5837674,BQ25892RTWR-G2,RTWST300     ,24,10078,1119.00,5837674,4410,1,14.97,12.67,9.44,                   ,9/16/2015 10:06,,4X4,STD
5837668,BQ25892RTWR-G2,RTWST300     ,24,10072,1119.00,5837668,4410,1,14.97,12.67,9.44,                   ,9/16/2015 10:06,,4X4,STD
5837669,BQ25892RTWR-G2,RTWST300     ,24,10077,1119.00,5837669,4410,1,14.97,12.67,9.44,                   ,9/16/2015 10:06,,4X4,STD
5804196,S61291DRVR-G2K,DRVST300     ,6,12370,2153.00,5804196,4410,1,14.7,12.67,20.05,                   ,9/16/2015 10:06,,2X2,STD
5834755,S60151DRVR-G2K,DRVST300     ,6,24731,1226.00,5834755,4410,1,14.94,12.61,10.47,                   ,9/16/2015 10:06,,2X2,STD
5840943,94522DRVR1-G2K,DRVST300     ,6,24823,1051.00,5840943,4410,1,15.23,12.61,8.43,                   ,9/16/2015 10:06,,2X2,STD
5840942,94522DRVR1-G2K,DRVST300     ,6,24812,1051.00,5840942,4410,1,15.23,12.61,8.43,                   ,9/16/2015 10:06,,2X2,STD
5855591,661RHBR1-UG2R&,RHB300UTT    ,32,4432,477.00,5855591,4410,1,5.43,4.1,3.99,                   ,9/16/2015 10:06,,5X5,STD
5826419,1622RSMR1-G2YK,RSM300       ,32,9927,1313.00,5826419,4410,1,12.97,12.41,13.12,                   ,9/16/2015 10:06,,4X4,STD
5827558,S51624RSMR-G2K,RSM300       ,32,5006,1282.00,5827558,4410,1,12.97,12.41,12.8,                   ,9/16/2015 10:06,,4X4,STD
5833990,S51624RSMR-G2K,RSM300       ,32,9375,1083.00,5833990,4410,1,12.97,12.41,10.81,                   ,9/16/2015 10:06,,4X4,STD
5835776,51631RSMR-G2YK,RSM300       ,32,10058,1014.00,5835776,4410,1,12.97,12.41,10.12,                   ,9/16/2015 10:06,,4X4,STD
5836651,S51624RSMR-G2K,RSM300       ,32,10046,982.00,5836651,4410,1,12.97,12.41,9.81,9/16/2015 6:07,9/16/2015 10:06,CLFTEA84,4X4,STD
5836652,S51624RSMR-G2K,RSM300       ,32,10057,982.00,5836652,4410,1,12.97,12.41,9.81,9/16/2015 6:04,9/16/2015 10:06,CLFTEA34,4X4,STD
5836654,S51624RSMR-G2K,RSM300       ,32,10073,982.00,5836654,4410,1,12.97,12.41,9.81,9/16/2015 7:31,9/16/2015 10:06,CLFTEA75,4X4,STD
5836647,S51624RSMR-G2K,RSM300       ,32,10072,982.00,5836647,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,4X4,STD
5836655,S51624RSMR-G2K,RSM300       ,32,8191,982.00,5836655,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,4X4,STD
5838744,1622RSMR1-G2YK,RSM300       ,32,5020,928.00,5838744,4410,1,13.1,12.41,9.14,                   ,9/16/2015 10:06,,4X4,STD
5838743,1622RSMR1-G2YK,RSM300       ,32,7832,928.00,5838743,4410,1,13.1,12.41,9.14,                   ,9/16/2015 10:06,,4X4,STD
5839052,S51624RSMR-G2K,RSM300       ,32,10040,923.00,5839052,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839050,S51624RSMR-G2K,RSM300       ,32,10042,923.00,5839050,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839057,S51624RSMR-G2K,RSM300       ,32,8399,923.00,5839057,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839055,S51624RSMR-G2K,RSM300       ,32,10056,923.00,5839055,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839056,S51624RSMR-G2K,RSM300       ,32,10066,923.00,5839056,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839051,S51624RSMR-G2K,RSM300       ,32,10054,923.00,5839051,4410,1,13.1,12.41,9.08,                   ,9/16/2015 10:06,,4X4,STD
5839828,S51624RSMR-G2K,RSM300       ,32,10071,895.00,5839828,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839834,S51624RSMR-G2K,RSM300       ,32,4897,895.00,5839834,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839825,S51624RSMR-G2K,RSM300       ,32,10054,895.00,5839825,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839832,S51624RSMR-G2K,RSM300       ,32,10067,895.00,5839832,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839830,S51624RSMR-G2K,RSM300       ,32,10048,895.00,5839830,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839831,S51624RSMR-G2K,RSM300       ,32,10065,895.00,5839831,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839829,S51624RSMR-G2K,RSM300       ,32,10035,895.00,5839829,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839833,S51624RSMR-G2K,RSM300       ,32,6439,895.00,5839833,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5839827,S51624RSMR-G2K,RSM300       ,32,10055,895.00,5839827,4410,1,13.1,12.41,8.8,                   ,9/16/2015 10:06,,4X4,STD
5841236,S51624RSMR-G2K,RSM300       ,32,10075,849.00,5841236,4410,1,13.1,12.41,8.35,                   ,9/16/2015 10:06,,4X4,STD
5806728,PS7A7200RGTR-L,RGTST        ,16,13189,2081.00,5806728,4410,1,14.7,12.67,19.32,                   ,9/16/2015 10:06,,3X3,STRIP
5806727,PS7A7200RGTR-L,RGTST        ,16,13821,2081.00,5806727,4410,1,14.7,12.67,19.32,9/16/2015 2:34,9/16/2015 10:06,CLFTEA57,3X3,STRIP
5798537,29442DRBR-BKY$,DRBLLF       ,8,29792,2330.00,5798537,4410,1,7.15,4.9,21.6,                   ,9/16/2015 10:06,,3X3,STD
5858619,29442DRBR-BKY$,DRBLLF       ,8,8948,479.00,5858619,4410,1,7.16,4.9,3.08,9/16/2015 8:55,9/16/2015 10:06,CLFTEA40,3X3,STD
5858616,29442DRBR-BKY$,DRBLLF       ,8,2989,479.00,5858616,4410,1,7.16,4.9,3.08,                   ,9/16/2015 10:06,,3X3,STD
5858622,29442DRBR-BKY$,DRBLLF       ,8,8955,479.00,5858622,4410,1,7.16,4.9,3.08,                   ,9/16/2015 10:06,,3X3,STD
5858620,29442DRBR-BKY$,DRBLLF       ,8,14947,479.00,5858620,4410,1,7.16,4.9,3.08,                   ,9/16/2015 10:06,,3X3,STD
5858617,29442DRBR-BKY$,DRBLLF       ,8,2994,479.00,5858617,4410,1,7.16,4.9,3.08,                   ,9/16/2015 10:06,,3X3,STD
5822907,A8001DRBR1-G2K,DRBST300     ,8,6908,1589.00,5822907,4410,1,14.92,12.61,14.13,                   ,9/16/2015 10:06,,3X3,STD
5841038,A8001DRBR1-G2K,DRBST300     ,8,13798,1049.00,5841038,4410,1,15.23,12.61,8.41,                   ,9/16/2015 10:06,,3X3,STD
5841036,A8001DRBR1-G2K,DRBST300     ,8,13822,1049.00,5841036,4410,1,15.23,12.61,8.41,                   ,9/16/2015 10:06,,3X3,STD
5803821,TPS2388RTQR-C ,RTQVTT       ,56,1813,2372.00,5803821,4410,1,19.37,15.24,20.13,                   ,9/16/2015 10:06,,8X8,STD
5806565,TPS2388RTQR-C ,RTQVTT       ,56,3346,2291.00,5806565,4410,1,19.37,15.24,19.33,                   ,9/16/2015 10:06,,8X8,STD
5806573,TPS2388RTQR-C ,RTQVTT       ,56,3326,2291.00,5806573,4410,1,19.37,15.24,19.33,                   ,9/16/2015 10:06,,8X8,STD
5806575,TPS2388RTQR-C ,RTQVTT       ,56,3305,2291.00,5806575,4410,1,19.37,15.24,19.33,                   ,9/16/2015 10:06,,8X8,STD
5806564,TPS2388RTQR-C ,RTQVTT       ,56,3305,2291.00,5806564,4410,1,19.37,15.24,19.33,                   ,9/16/2015 10:06,,8X8,STD
5806570,TPS2388RTQR-C ,RTQVTT       ,56,1731,2291.00,5806570,4410,1,19.37,15.24,19.33,9/16/2015 4:04,9/16/2015 10:06,CLFTEA39,8X8,STD
5809610,TPS2388RTQR-C ,RTQVTT       ,56,3342,2203.00,5809610,4410,1,19.37,15.24,18.44,                   ,9/16/2015 10:06,,8X8,STD
5809606,TPS2388RTQR-C ,RTQVTT       ,56,3325,2203.00,5809606,4410,1,19.37,15.24,18.45,9/16/2015 8:20,9/16/2015 10:06,CLFTEA85,8X8,STD
5809618,TPS2388RTQR-C ,RTQVTT       ,56,2695,2203.00,5809618,4410,1,19.37,15.24,18.44,                   ,9/16/2015 10:06,,8X8,STD
5809611,TPS2388RTQR-C ,RTQVTT       ,56,3278,2203.00,5809611,4410,1,19.37,15.24,18.44,9/16/2015 7:13,9/16/2015 10:06,CLFTEA7,8X8,STD
5823146,TPS2388RTQR-C ,RTQVTT       ,56,3331,1736.00,5823146,4410,1,19.03,15.24,14.12,                   ,9/16/2015 10:06,,8X8,STD
5826587,TPS2388RTQR-C ,RTQVTT       ,56,3305,1636.00,5826587,4410,1,19.03,15.24,13.11,9/16/2015 5:13,9/16/2015 10:06,CLFTEA23,8X8,STD
5831938,TPS2388RTQR-C ,RTQVTT       ,56,3354,1468.00,5831938,4410,1,19.03,15.24,11.43,                   ,9/16/2015 10:06,,8X8,STD
5832986,TPS2388RTQR-C ,RTQVTT       ,56,3329,1437.00,5832986,4410,1,19.03,15.24,11.13,                   ,9/16/2015 10:06,,8X8,STD
5832982,TPS2388RTQR-C ,RTQVTT       ,56,3216,1437.00,5832982,4410,1,19.03,15.24,11.13,                   ,9/16/2015 10:06,,8X8,STD
5833950,TPS2388RTQR-C ,RTQVTT       ,56,3310,1406.00,5833950,4410,1,19.03,15.24,10.81,                   ,9/16/2015 10:06,,8X8,STD
5833946,TPS2388RTQR-C ,RTQVTT       ,56,3283,1406.00,5833946,4410,1,19.03,15.24,10.81,                   ,9/16/2015 10:06,,8X8,STD
5833948,TPS2388RTQR-C ,RTQVTT       ,56,3341,1406.00,5833948,4410,1,19.03,15.24,10.81,                   ,9/16/2015 10:06,,8X8,STD
5833951,TPS2388RTQR-C ,RTQVTT       ,56,3026,1406.00,5833951,4410,1,19.03,15.24,10.81,                   ,9/16/2015 10:06,,8X8,STD
5749394,25810RVCR-G2R#,RVC300ST     ,20,3399,3934.00,5749394,4410,1,15.66,12.67,36.9,                   ,9/16/2015 10:06,,4X3,STRIP
5753685,S25810RVCR-G2P,RVC300ST     ,20,7660,2247.00,5753685,4410,1,0,12.61,35.62,                   ,9/16/2015 10:06,,4X3,STRIP
5842274,810RVCR3-G2QR&,RVC300ST     ,20,4173,1015.00,5842274,4410,1,15.28,12.67,8.09,                   ,9/16/2015 10:06,,4X3,STRIP
5842273,810RVCR3-G2QR&,RVC300ST     ,20,6902,1015.00,5842273,4410,1,15.28,12.67,8.09,                   ,9/16/2015 10:06,,4X3,STRIP
5842270,810RVCR3-G2QR&,RVC300ST     ,20,6868,1015.00,5842270,4410,1,15.28,12.67,8.09,                   ,9/16/2015 10:06,,4X3,STRIP
5845424,25810RVCR1-G2P,RVC300ST     ,20,15552,100.00,5845424,4410,1,0,12.61,7.14,                   ,9/16/2015 10:06,,4X3,STRIP
5835687,PS65631DPDR-G2,DPD300       ,12,13815,1013.00,5835687,4410,1,13.06,12.51,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835683,PS65631DPDR-G2,DPD300       ,12,13805,1013.00,5835683,4410,1,13.06,12.51,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835679,PS65631DPDR-G2,DPD300       ,12,11083,1013.00,5835679,4410,1,13.06,12.51,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835686,PS65631DPDR-G2,DPD300       ,12,13584,1013.00,5835686,4410,1,13.06,12.51,10.13,                   ,9/16/2015 10:06,,3X3,STD
5782241,546QRTERQ11-G2,RTE300       ,16,13789,2772.00,5782241,4410,1,14.83,13.02,26.46,                   ,9/16/2015 10:06,,3X3,STD
5782240,546QRTERQ11-G2,RTE300       ,16,13760,2772.00,5782240,4410,1,14.83,13.02,26.46,                   ,9/16/2015 10:06,,3X3,STD
5782242,546QRTERQ11-G2,RTE300       ,16,13690,2772.00,5782242,4410,1,14.83,13.02,26.46,9/16/2015 2:41,9/16/2015 10:06,CLFTEA20,3X3,STD
5782243,546QRTERQ11-G2,RTE300       ,16,7338,2772.00,5782243,4410,1,14.83,13.02,26.46,                   ,9/16/2015 10:06,,3X3,STD
5792042,546QRTERQ11-G2,RTE300       ,16,7294,2473.00,5792042,4410,1,14.83,13.02,23.47,                   ,9/16/2015 10:06,,3X3,STD
5792041,546QRTERQ11-G2,RTE300       ,16,13695,2473.00,5792041,4410,1,14.83,13.02,23.47,                   ,9/16/2015 10:06,,3X3,STD
5792039,546QRTERQ11-G2,RTE300       ,16,13785,2473.00,5792039,4410,1,14.83,13.02,23.47,                   ,9/16/2015 10:06,,3X3,STD
5792040,546QRTERQ11-G2,RTE300       ,16,13700,2473.00,5792040,4410,1,14.83,13.02,23.47,                   ,9/16/2015 10:06,,3X3,STD
5807356,546QRTERQ11-G2,RTE300       ,16,13783,1917.00,5807356,4410,1,13.6,13.02,19.14,                   ,9/16/2015 10:06,,3X3,STD
5807357,546QRTERQ11-G2,RTE300       ,16,10528,1917.00,5807357,4410,1,13.6,13.02,19.14,                   ,9/16/2015 10:06,,3X3,STD
5821054,5633BRTER-KDG2,RTE300       ,16,6893,1474.00,5821054,4410,1,12.97,12.41,14.72,                   ,9/16/2015 10:06,,3X3,STD
5828627,65633BKRTER-G2,RTE300       ,16,13806,1248.00,5828627,4410,1,12.97,12.41,12.46,                   ,9/16/2015 10:06,,3X3,STD
5828629,65633BKRTER-G2,RTE300       ,16,12272,1248.00,5828629,4410,1,12.97,12.41,12.46,9/16/2015 2:48,9/16/2015 10:06,CLFTEA83,3X3,STD
5830997,546QRTERQ11-G2,RTE300       ,16,10615,1179.00,5830997,4410,1,13.61,13.02,11.75,                   ,9/16/2015 10:06,,3X3,STD
5830994,546QRTERQ11-G2,RTE300       ,16,13711,1179.00,5830994,4410,1,13.61,13.02,11.75,                   ,9/16/2015 10:06,,3X3,STD
5830992,546QRTERQ11-G2,RTE300       ,16,13795,1179.00,5830992,4410,1,13.61,13.02,11.75,                   ,9/16/2015 10:06,,3X3,STD
5831824,65633BKRTER-G2,RTE300       ,16,11884,1148.00,5831824,4410,1,12.97,12.41,11.46,                   ,9/16/2015 10:06,,3X3,STD
5832824,546QRTERQ11-G2,RTE300       ,16,13750,1119.00,5832824,4410,1,13.61,13.02,11.15,                   ,9/16/2015 10:06,,3X3,STD
5832822,546QRTERQ11-G2,RTE300       ,16,13786,1119.00,5832822,4410,1,13.61,13.02,11.15,                   ,9/16/2015 10:06,,3X3,STD
5832825,546QRTERQ11-G2,RTE300       ,16,13759,1119.00,5832825,4410,1,13.61,13.02,11.15,                   ,9/16/2015 10:06,,3X3,STD
5835123,5633BRTER-KDG2,RTE300       ,16,6894,1043.00,5835123,4410,1,12.97,12.41,10.41,                   ,9/16/2015 10:06,,3X3,STD
5835118,5633BRTER-KDG2,RTE300       ,16,13810,1043.00,5835118,4410,1,12.97,12.41,10.41,9/16/2015 8:42,9/16/2015 10:06,CLFTEA58,3X3,STD
5835122,5633BRTER-KDG2,RTE300       ,16,12156,1043.00,5835122,4410,1,12.97,12.41,10.41,                   ,9/16/2015 10:06,,3X3,STD
5835079,65633BKRTER-G2,RTE300       ,16,13791,1043.00,5835079,4410,1,12.97,12.41,10.42,                   ,9/16/2015 10:06,,3X3,STD
5835078,65633BKRTER-G2,RTE300       ,16,13399,1043.00,5835078,4410,1,12.97,12.41,10.42,                   ,9/16/2015 10:06,,3X3,STD
5835672,546QRTERQ11-G2,RTE300       ,16,13761,1017.00,5835672,4410,1,13.61,13.02,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835669,546QRTERQ11-G2,RTE300       ,16,13739,1017.00,5835669,4410,1,13.61,13.02,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835677,PS61176RTER-G2,RTE300       ,16,10861,1014.00,5835677,4410,1,12.97,12.41,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835675,PS61176RTER-G2,RTE300       ,16,13433,1014.00,5835675,4410,1,12.97,12.41,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835676,PS61176RTER-G2,RTE300       ,16,13785,1014.00,5835676,4410,1,12.97,12.41,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835678,PS61176RTER-G2,RTE300       ,16,6900,1014.00,5835678,4410,1,12.97,12.41,10.13,                   ,9/16/2015 10:06,,3X3,STD
5835910,65633BKRTER-G2,RTE300       ,16,13057,1013.00,5835910,4410,1,12.97,12.41,10.12,                   ,9/16/2015 10:06,,3X3,STD
5835907,65633BKRTER-G2,RTE300       ,16,13735,1013.00,5835907,4410,1,12.97,12.41,10.12,9/16/2015 8:22,9/16/2015 10:06,CLFTEA67,3X3,STD
5835904,65633BKRTER-G2,RTE300       ,16,13550,1013.00,5835904,4410,1,12.97,12.41,10.12,                   ,9/16/2015 10:06,,3X3,STD
5835909,65633BKRTER-G2,RTE300       ,16,13815,1013.00,5835909,4410,1,12.97,12.41,10.12,                   ,9/16/2015 10:06,,3X3,STD
5835911,65633BKRTER-G2,RTE300       ,16,6897,1013.00,5835911,4410,1,12.97,12.41,10.12,                   ,9/16/2015 10:06,,3X3,STD
5836669,65633BKRTER-G2,RTE300       ,16,13812,982.00,5836669,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836664,65633BKRTER-G2,RTE300       ,16,13810,982.00,5836664,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836670,65633BKRTER-G2,RTE300       ,16,13813,982.00,5836670,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836675,65633BKRTER-G2,RTE300       ,16,6896,982.00,5836675,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836665,65633BKRTER-G2,RTE300       ,16,13814,982.00,5836665,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836674,65633BKRTER-G2,RTE300       ,16,7203,982.00,5836674,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836668,65633BKRTER-G2,RTE300       ,16,13774,982.00,5836668,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5836666,65633BKRTER-G2,RTE300       ,16,13468,982.00,5836666,4410,1,12.97,12.41,9.81,                   ,9/16/2015 10:06,,3X3,STD
5837067,65633BKRTER-G2,RTE300       ,16,8468,963.00,5837067,4410,1,12.97,12.41,9.62,                   ,9/16/2015 10:06,,3X3,STD
5837060,65633BKRTER-G2,RTE300       ,16,13803,963.00,5837060,4410,1,12.97,12.41,9.62,                   ,9/16/2015 10:06,,3X3,STD
5837068,65633BKRTER-G2,RTE300       ,16,6899,963.00,5837068,4410,1,12.97,12.41,9.62,                   ,9/16/2015 10:06,,3X3,STD
5837061,65633BKRTER-G2,RTE300       ,16,13801,963.00,5837061,4410,1,12.97,12.41,9.62,                   ,9/16/2015 10:06,,3X3,STD
5837513,5633BRTER-KDG2,RTE300       ,16,13780,948.00,5837513,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837490,65633BKRTER-G2,RTE300       ,16,13809,948.00,5837490,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837512,5633BRTER-KDG2,RTE300       ,16,13672,948.00,5837512,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837509,5633BRTER-KDG2,RTE300       ,16,13801,948.00,5837509,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837514,5633BRTER-KDG2,RTE300       ,16,11350,948.00,5837514,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837491,65633BKRTER-G2,RTE300       ,16,12146,948.00,5837491,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837511,5633BRTER-KDG2,RTE300       ,16,13808,948.00,5837511,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5837492,65633BKRTER-G2,RTE300       ,16,6896,948.00,5837492,4410,1,12.97,12.41,9.46,                   ,9/16/2015 10:06,,3X3,STD
5843111,65633BKRTER-G2,RTE300       ,16,13804,797.00,5843111,4410,1,13.1,12.41,7.82,                   ,9/16/2015 10:06,,3X3,STD
5843112,65633BKRTER-G2,RTE300       ,16,13712,797.00,5843112,4410,1,13.1,12.41,7.82,                   ,9/16/2015 10:06,,3X3,STD
5845537,PS61176RTER-G2,RTE300       ,16,13488,728.00,5845537,4410,1,13.1,12.41,7.13,                   ,9/16/2015 10:06,,3X3,STD
5845538,PS61176RTER-G2,RTE300       ,16,8897,728.00,5845538,4410,1,13.1,12.41,7.13,                   ,9/16/2015 10:06,,3X3,STD
5846706,65633AKRTER-G2,RTE300       ,16,13800,695.00,5846706,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5846709,65633AKRTER-G2,RTE300       ,16,13805,695.00,5846709,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5846708,65633AKRTER-G2,RTE300       ,16,13808,695.00,5846708,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5846712,65633AKRTER-G2,RTE300       ,16,13794,695.00,5846712,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5846716,65633AKRTER-G2,RTE300       ,16,11969,695.00,5846716,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5846710,65633AKRTER-G2,RTE300       ,16,13712,695.00,5846710,4410,1,13.1,12.41,6.81,                   ,9/16/2015 10:06,,3X3,STD
5849180,PS65633RTER-G2,RTE300       ,16,10527,618.00,5849180,4410,1,13.1,12.41,6.04,                   ,9/16/2015 10:06,,3X3,STD
5846574,S62134ARGTR1-L,RGT          ,16,13802,698.00,5846574,4410,1,13.17,12.47,6.82,                   ,9/16/2015 10:06,,3X3,STD
5846575,S62134ARGTR1-L,RGT          ,16,10132,698.00,5846575,4410,1,13.17,12.47,6.82,                   ,9/16/2015 10:06,,3X3,STD
5849143,S62134CRGTR1-L,RGT          ,16,13710,619.00,5849143,4410,1,13.17,12.47,6.04,                   ,9/16/2015 10:06,,3X3,STD
5834906,PS54821RHLR2-R,RHL          ,14,7558,1045.00,5834906,4410,1,13.06,12.51,10.45,                   ,9/16/2015 10:06,,3.5X3.5,STD
5837744,PS54821RHLR2-R,RHL          ,14,7547,943.00,5837744,4410,1,13.06,12.51,9.43,                   ,9/16/2015 10:06,,3.5X3.5,STD
5837742,PS54821RHLR2-R,RHL          ,14,15081,943.00,5837742,4410,1,13.06,12.51,9.43,9/16/2015 7:05,9/16/2015 10:06,CLFTEA28,3.5X3.5,STD
5837741,PS54821RHLR2-R,RHL          ,14,15016,943.00,5837741,4410,1,13.06,12.51,9.43,                   ,9/16/2015 10:06,,3.5X3.5,STD
5837746,PS54821RHLR2-R,RHL          ,14,15095,943.00,5837746,4410,1,13.06,12.51,9.43,                   ,9/16/2015 10:06,,3.5X3.5,STD
5837748,PS54821RHLR2-R,RHL          ,14,13500,943.00,5837748,4410,1,13.06,12.51,9.43,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841064,PS54821RHLR2-R,RHL          ,14,15078,854.00,5841064,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841059,PS54821RHLR2-R,RHL          ,14,15073,854.00,5841059,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841062,PS54821RHLR2-R,RHL          ,14,15049,854.00,5841062,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841052,PS54622ARHLR-L,RHL          ,14,15099,854.00,5841052,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841060,PS54821RHLR2-R,RHL          ,14,12736,854.00,5841060,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841049,PS54622ARHLR-L,RHL          ,14,15098,854.00,5841049,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841065,PS54821RHLR2-R,RHL          ,14,15101,854.00,5841065,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841066,PS54821RHLR2-R,RHL          ,14,12138,854.00,5841066,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841057,PS54821RHLR2-R,RHL          ,14,15096,854.00,5841057,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841050,PS54622ARHLR-L,RHL          ,14,8966,854.00,5841050,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841055,PS54622ARHLR-L,RHL          ,14,7908,854.00,5841055,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841053,PS54622ARHLR-L,RHL          ,14,15010,854.00,5841053,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841054,PS54622ARHLR-L,RHL          ,14,15039,854.00,5841054,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5841063,PS54821RHLR2-R,RHL          ,14,15091,854.00,5841063,4410,1,13.2,12.51,8.4,                   ,9/16/2015 10:06,,3.5X3.5,STD
5844411,TPS54622RHLR-L,RHL          ,14,15080,758.00,5844411,4410,1,13.2,12.51,7.43,                   ,9/16/2015 10:06,,3.5X3.5,STD
