LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE,,
5569892,PS2561DRCR1-RY,DRCST        ,10,8013,14.56,5569892,4410,1,15.89,12.83,12.05,                   ,6/29/2015 2:06,,,
5574799,PS51125RGER-BY,RGELLF       ,24,4998,11.53,5574799,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5574790,PS51125RGER-BY,RGELLF       ,24,9012,11.53,5574790,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5574797,PS51125RGER-BY,RGELLF       ,24,9981,11.53,5574797,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5571855,PS51125RGER-BY,RGELLF       ,24,10016,12.3,5571855,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5574795,PS51125RGER-BY,RGELLF       ,24,9997,11.53,5574795,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5564472,PS51125RGER-BY,RGELLF       ,24,9990,14.33,5564472,4410,1,15.74,14.33,13.46,                   ,6/29/2015 2:06,,,
5574792,PS51125RGER-BY,RGELLF       ,24,10008,11.53,5574792,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5558641,PS51125RGER-BY,RGELLF       ,24,7767,16.21,5558641,4410,1,15.95,14.33,15.14,                   ,6/29/2015 2:06,,,
5564108,PS51125RGER-BY,RGELLF       ,24,5267,14.44,5564108,4410,1,15.74,14.33,13.58,                   ,6/29/2015 2:06,,,
5571857,PS51125RGER-BY,RGELLF       ,24,9999,12.3,5571857,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5571858,PS51125RGER-BY,RGELLF       ,24,8679,12.3,5571858,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5564471,PS51125RGER-BY,RGELLF       ,24,10005,14.33,5564471,4410,1,15.74,14.33,13.46,6/29/2015 12:15,6/29/2015 2:06,CLFTEA17,,
5574794,PS51125RGER-BY,RGELLF       ,24,10003,11.53,5574794,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5574796,PS51125RGER-BY,RGELLF       ,24,10019,11.53,5574796,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5571862,PS51125RGER-BY,RGELLF       ,24,6012,12.3,5571862,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5571856,PS51125RGER-BY,RGELLF       ,24,10013,12.3,5571856,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5559766,PS51125RGER-BY,RGELLF       ,24,10004,15.86,5559766,4410,1,15.95,14.33,14.78,6/28/2015 7:13,6/29/2015 2:06,CLFTEA10,,
5562781,PS51125RGER-BY,RGELLF       ,24,10004,15.1,5562781,4410,1,15.95,14.33,14.02,                   ,6/29/2015 2:06,,,
5574798,PS51125RGER-BY,RGELLF       ,24,9619,11.53,5574798,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5564474,PS51125RGER-BY,RGELLF       ,24,9010,14.33,5564474,4410,1,15.74,14.33,13.46,                   ,6/29/2015 2:06,,,
5572497,PS51125RGER-BY,RGELLF       ,24,4984,12.09,5572497,4410,1,15.74,14.33,11.22,                   ,6/29/2015 2:06,,,
5559769,PS51125RGER-BY,RGELLF       ,24,9996,15.86,5559769,4410,1,15.95,14.33,14.78,                   ,6/29/2015 2:06,,,
5564473,PS51125RGER-BY,RGELLF       ,24,9990,14.33,5564473,4410,1,15.74,14.33,13.46,                   ,6/29/2015 2:06,,,
5574793,PS51125RGER-BY,RGELLF       ,24,9949,11.53,5574793,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5574791,PS51125RGER-BY,RGELLF       ,24,10009,11.53,5574791,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5562783,PS51125RGER-BY,RGELLF       ,24,10001,15.1,5562783,4410,1,15.95,14.33,14.02,                   ,6/29/2015 2:06,,,
5574789,PS51125RGER-BY,RGELLF       ,24,9986,11.53,5574789,4410,1,15.74,14.33,10.66,                   ,6/29/2015 2:06,,,
5558638,PS51125RGER-BY,RGELLF       ,24,9193,16.21,5558638,4410,1,15.95,14.33,15.14,                   ,6/29/2015 2:06,,,
5571860,PS51125RGER-BY,RGELLF       ,24,9998,12.3,5571860,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5571854,PS51125RGER-BY,RGELLF       ,24,10015,12.3,5571854,4410,1,15.74,14.33,11.44,                   ,6/29/2015 2:06,,,
5591079,PS51206DSQR-LK,DSQST        ,10,16301,7.91,5591079,4410,1,15.54,13.05,5.97,                   ,6/29/2015 2:06,,,
5593821,PS51206DSQR-LK,DSQST        ,10,24628,7.09,5593821,4410,1,15.54,13.05,5.15,                   ,6/29/2015 2:06,,,
5593823,PS51206DSQR-LK,DSQST        ,10,24832,7.09,5593823,4410,1,15.54,13.05,5.15,                   ,6/29/2015 2:06,,,
5591078,PS51206DSQR-LK,DSQST        ,10,24816,7.91,5591078,4410,1,15.54,13.05,5.97,                   ,6/29/2015 2:06,,,
5583779,PS51206DSQR-RK,DSQST        ,10,24822,10.57,5583779,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5551154,PS51206DSQR-RK,DSQST        ,10,20895,19.87,5551154,4410,1,16.09,13.05,17.37,                   ,6/29/2015 2:06,,,
5558534,PS51206DSQR-RK,DSQST        ,10,24812,17.63,5558534,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5551733,PS51206DSQR-RK,DSQST        ,10,24837,19.65,5551733,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5565741,PS51206DSQR-RK,DSQST        ,10,20790,15.61,5565741,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5528350,PS51206DSQR-RK,DSQST        ,10,17351,26.07,5528350,4410,1,15.86,13.05,23.8,                   ,6/29/2015 2:06,,,
5544876,PS51206DSQR-RK,DSQST        ,10,24766,21.65,5544876,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5583776,PS51206DSQR-RK,DSQST        ,10,24802,10.57,5583776,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5551738,PS51206DSQR-RK,DSQST        ,10,12405,19.65,5551738,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5580158,PS51206DSQR-RK,DSQST        ,10,24824,11.61,5580158,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5561957,PS51206DSQR-RK,DSQST        ,10,24799,16.62,5561957,4410,1,16.09,13.05,14.12,                   ,6/29/2015 2:06,,,
5558536,PS51206DSQR-RK,DSQST        ,10,24828,17.63,5558536,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5580166,PS51206DSQR-RK,DSQST        ,10,24776,11.61,5580166,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5556464,PS51206DSQR-RK,DSQST        ,10,12415,1,5556464,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5556465,PS51206DSQR-RK,DSQST        ,10,24819,18.3,5556465,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5580156,PS51206DSQR-RK,DSQST        ,10,24780,11.61,5580156,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5565742,PS51206DSQR-RK,DSQST        ,10,12412,15.61,5565742,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5544884,PS51206DSQR-RK,DSQST        ,10,24814,21.65,5544884,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5544883,PS51206DSQR-RK,DSQST        ,10,24832,21.65,5544883,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5558535,PS51206DSQR-RK,DSQST        ,10,24187,17.63,5558535,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5561959,PS51206DSQR-RK,DSQST        ,10,12329,16.62,5561959,4410,1,16.09,13.05,14.12,6/28/2015 11:57,6/29/2015 2:06,CLFTEA79,,
5580161,PS51206DSQR-RK,DSQST        ,10,24797,11.61,5580161,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5569742,PS51206DSQR-RK,DSQST        ,10,17354,14.56,5569742,4410,1,16.1,13.05,12.05,                   ,6/29/2015 2:06,,,
5580163,PS51206DSQR-RK,DSQST        ,10,24775,11.61,5580163,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5561956,PS51206DSQR-RK,DSQST        ,10,24712,16.62,5561956,4410,1,16.09,13.05,14.12,                   ,6/29/2015 2:06,,,
5544878,PS51206DSQR-RK,DSQST        ,10,24209,21.65,5544878,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5556461,PS51206DSQR-RK,DSQST        ,10,24834,18.3,5556461,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5565739,PS51206DSQR-RK,DSQST        ,10,24705,15.61,5565739,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5561958,PS51206DSQR-RK,DSQST        ,10,20997,16.62,5561958,4410,1,16.09,13.05,14.12,                   ,6/29/2015 2:06,,,
5569736,PS51206DSQR-RK,DSQST        ,10,24834,14.56,5569736,4410,1,16.1,13.05,12.05,                   ,6/29/2015 2:06,,,
5542705,PS51206DSQR-RK,DSQST        ,10,24827,22.26,5542705,4410,1,16.09,13.05,19.76,                   ,6/29/2015 2:06,,,
5556459,PS51206DSQR-RK,DSQST        ,10,24835,18.3,5556459,4410,1,16.09,13.05,15.81,6/28/2015 11:15,6/29/2015 2:06,CLFTEA85,,
5565738,PS51206DSQR-RK,DSQST        ,10,24767,15.61,5565738,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5558538,PS51206DSQR-RK,DSQST        ,10,24834,17.63,5558538,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5542703,PS51206DSQR-RK,DSQST        ,10,24837,22.26,5542703,4410,1,16.09,13.05,19.76,                   ,6/29/2015 2:06,,,
5551152,PS51206DSQR-RK,DSQST        ,10,24828,19.87,5551152,4410,1,16.09,13.05,17.37,                   ,6/29/2015 2:06,,,
5561955,PS51206DSQR-RK,DSQST        ,10,24796,16.62,5561955,4410,1,16.09,13.05,14.12,                   ,6/29/2015 2:06,,,
5580164,PS51206DSQR-RK,DSQST        ,10,24642,11.61,5580164,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5551728,PS51206DSQR-RK,DSQST        ,10,24777,19.65,5551728,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5558540,PS51206DSQR-RK,DSQST        ,10,24837,17.63,5558540,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5551724,PS51206DSQR-RK,DSQST        ,10,24795,19.65,5551724,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5556462,PS51206DSQR-RK,DSQST        ,10,24825,18.3,5556462,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5583778,PS51206DSQR-RK,DSQST        ,10,24796,10.57,5583778,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5580165,PS51206DSQR-RK,DSQST        ,10,24827,11.61,5580165,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5542702,PS51206DSQR-RK,DSQST        ,10,24835,22.26,5542702,4410,1,16.09,13.05,19.76,                   ,6/29/2015 2:06,,,
5551736,PS51206DSQR-RK,DSQST        ,10,24832,19.65,5551736,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5556456,PS51206DSQR-RK,DSQST        ,10,24815,18.3,5556456,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5556466,PS51206DSQR-RK,DSQST        ,10,24832,18.3,5556466,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5580159,PS51206DSQR-RK,DSQST        ,10,24826,11.61,5580159,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5580162,PS51206DSQR-RK,DSQST        ,10,24757,11.61,5580162,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5558537,PS51206DSQR-RK,DSQST        ,10,24829,17.63,5558537,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5576550,PS51206DSQR-RK,DSQST        ,10,24832,12.61,5576550,4410,1,16.1,13.05,10.1,                   ,6/29/2015 2:06,,,
5576543,PS51206DSQR-RK,DSQST        ,10,24436,12.61,5576543,4410,1,16.1,13.05,10.1,                   ,6/29/2015 2:06,,,
5544879,PS51206DSQR-RK,DSQST        ,10,24808,21.65,5544879,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5537566,PS51206DSQR-RK,DSQST        ,10,17327,23.39,5537566,4410,1,15.86,13.05,21.13,                   ,6/29/2015 2:06,,,
5558539,PS51206DSQR-RK,DSQST        ,10,24211,17.63,5558539,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5556469,PS51206DSQR-RK,DSQST        ,10,22277,18.3,5556469,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5583780,PS51206DSQR-RK,DSQST        ,10,14800,10.57,5583780,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5569738,PS51206DSQR-RK,DSQST        ,10,24819,14.56,5569738,4410,1,16.1,13.05,12.05,                   ,6/29/2015 2:06,,,
5535431,PS51206DSQR-RK,DSQST        ,10,24790,24.04,5535431,4410,1,15.86,13.05,21.77,                   ,6/29/2015 2:06,,,
5565737,PS51206DSQR-RK,DSQST        ,10,24831,15.61,5565737,4410,1,16.1,13.05,13.11,                   ,6/29/2015 2:06,,,
5542704,PS51206DSQR-RK,DSQST        ,10,24777,22.26,5542704,4410,1,16.09,13.05,19.76,6/28/2015 9:13,6/29/2015 2:06,CLFTEA47,,
5580167,PS51206DSQR-RK,DSQST        ,10,14820,11.61,5580167,4410,1,16.1,13.05,9.1,                   ,6/29/2015 2:06,,,
5583768,PS51206DSQR-RK,DSQST        ,10,24678,10.57,5583768,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5569743,PS51206DSQR-RK,DSQST        ,10,12420,14.56,5569743,4410,1,16.1,13.05,12.05,                   ,6/29/2015 2:06,,,
5551732,PS51206DSQR-RK,DSQST        ,10,12418,19.65,5551732,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5558542,PS51206DSQR-RK,DSQST        ,10,23309,17.63,5558542,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5558530,PS51206DSQR-RK,DSQST        ,10,24820,17.63,5558530,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5551147,PS51206DSQR-RK,DSQST        ,10,24836,19.87,5551147,4410,1,16.09,13.05,17.37,                   ,6/29/2015 2:06,,,
5583775,PS51206DSQR-RK,DSQST        ,10,24784,10.57,5583775,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5544875,PS51206DSQR-RK,DSQST        ,10,24818,1,5544875,4410,1,16.09,13.05,19.15,                   ,6/29/2015 2:06,,,
5551727,PS51206DSQR-RK,DSQST        ,10,24832,19.65,5551727,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5558543,PS51206DSQR-RK,DSQST        ,10,12387,17.63,5558543,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5556468,PS51206DSQR-RK,DSQST        ,10,24801,18.3,5556468,4410,1,16.09,13.05,15.81,                   ,6/29/2015 2:06,,,
5551729,PS51206DSQR-RK,DSQST        ,10,24836,19.65,5551729,4410,1,16.09,13.05,17.16,                   ,6/29/2015 2:06,,,
5583777,PS51206DSQR-RK,DSQST        ,10,24784,10.57,5583777,4410,1,16.1,13.05,8.07,                   ,6/29/2015 2:06,,,
5524197,PS51311RGTR-G2,RGT300       ,16,12833,25.61,5524197,4410,1,15.07,13.85,24.94,                   ,6/29/2015 2:06,,,
5524198,PS51311RGTR-G2,RGT300       ,16,8537,25.61,5524198,4410,1,15.07,13.85,24.94,                   ,6/29/2015 2:06,,,
5476510,PS51518RUKR-LK,RUK          ,20,7031,39.57,5476510,4410,1,15.15,13.82,38.79,                   ,6/29/2015 2:06,,,
5476504,PS51518RUKR-LK,RUK          ,20,13195,39.57,5476504,4410,1,15.15,13.82,38.79,                   ,6/29/2015 2:06,,,
5573558,PS51604DSGR-G2,DSGST        ,8,24839,13.47,5573558,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5590449,PS51604DSGR-G2,DSGST        ,8,24838,8.09,5590449,4410,1,15.5,13.01,6.14,                   ,6/29/2015 2:06,,,
5573557,PS51604DSGR-G2,DSGST        ,8,24833,13.47,5573557,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5576516,PS51604DSGR-G2,DSGST        ,8,24839,12.61,5576516,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5576518,PS51604DSGR-G2,DSGST        ,8,24838,12.61,5576518,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5573562,PS51604DSGR-G2,DSGST        ,8,24825,13.47,5573562,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5586879,PS51604DSGR-G2,DSGST        ,8,12420,9.64,5586879,4410,1,16.06,13.01,7.14,                   ,6/29/2015 2:06,,,
5593835,PS51604DSGR-G2,DSGST        ,8,24839,7.09,5593835,4410,1,15.5,13.01,5.15,                   ,6/29/2015 2:06,,,
5590450,PS51604DSGR-G2,DSGST        ,8,24797,8.09,5590450,4410,1,15.5,13.01,6.14,                   ,6/29/2015 2:06,,,
5593834,PS51604DSGR-G2,DSGST        ,8,24837,7.09,5593834,4410,1,15.5,13.01,5.15,                   ,6/29/2015 2:06,,,
5590448,PS51604DSGR-G2,DSGST        ,8,24793,8.09,5590448,4410,1,15.5,13.01,6.14,                   ,6/29/2015 2:06,,,
5573564,PS51604DSGR-G2,DSGST        ,8,24837,13.47,5573564,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5576512,PS51604DSGR-G2,DSGST        ,8,24837,12.61,5576512,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5576514,PS51604DSGR-G2,DSGST        ,8,24839,12.61,5576514,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5563334,PS51604DSGR-G2,DSGST        ,8,24840,16.31,5563334,4410,1,16.06,13.01,13.81,                   ,6/29/2015 2:06,,,
5586877,PS51604DSGR-G2,DSGST        ,8,24839,9.64,5586877,4410,1,16.06,13.01,7.14,                   ,6/29/2015 2:06,,,
5573559,PS51604DSGR-G2,DSGST        ,8,24836,13.47,5573559,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5573560,PS51604DSGR-G2,DSGST        ,8,24833,13.47,5573560,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5563337,PS51604DSGR-G2,DSGST        ,8,23840,16.31,5563337,4410,1,16.06,13.01,13.81,                   ,6/29/2015 2:06,,,
5576515,PS51604DSGR-G2,DSGST        ,8,24828,12.61,5576515,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5590446,PS51604DSGR-G2,DSGST        ,8,23290,8.09,5590446,4410,1,15.5,13.01,6.14,                   ,6/29/2015 2:06,,,
5586876,PS51604DSGR-G2,DSGST        ,8,24837,9.64,5586876,4410,1,16.06,13.01,7.14,                   ,6/29/2015 2:06,,,
5586878,PS51604DSGR-G2,DSGST        ,8,12971,9.64,5586878,4410,1,16.06,13.01,7.14,                   ,6/29/2015 2:06,,,
5593836,PS51604DSGR-G2,DSGST        ,8,24837,7.09,5593836,4410,1,15.5,13.01,5.15,                   ,6/29/2015 2:06,,,
5590447,PS51604DSGR-G2,DSGST        ,8,24838,8.09,5590447,4410,1,15.5,13.01,6.14,                   ,6/29/2015 2:06,,,
5586875,PS51604DSGR-G2,DSGST        ,8,12416,9.64,5586875,4410,1,16.06,13.01,7.14,                   ,6/29/2015 2:06,,,
5573556,PS51604DSGR-G2,DSGST        ,8,24734,13.47,5573556,4410,1,16.06,13.01,10.96,                   ,6/29/2015 2:06,,,
5576519,PS51604DSGR-G2,DSGST        ,8,24836,12.61,5576519,4410,1,16.06,13.01,10.1,                   ,6/29/2015 2:06,,,
5557870,PS53313RGER-G2,RGE300       ,24,9268,15.96,5557870,4410,1,14.94,13.85,15.42,                   ,6/29/2015 2:06,,,
5560138,PS53313RGET-G2,RGE300       ,24,6349,15.23,5560138,4410,1,14.94,13.85,14.69,                   ,6/29/2015 2:06,,,
5587141,PS53317RGBR-G2,RGB300       ,20,7181,7.48,5587141,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5583434,PS53317RGBR-G2,RGB300       ,20,3549,8.53,5583434,4410,1,14.79,13.85,8.14,                   ,6/29/2015 2:06,,,
5587142,PS53317RGBR-G2,RGB300       ,20,5707,7.48,5587142,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5587136,PS53317RGBR-G2,RGB300       ,20,7078,7.48,5587136,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5587134,PS53317RGBR-G2,RGB300       ,20,7159,7.48,5587134,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5587139,PS53317RGBR-G2,RGB300       ,20,7179,7.48,5587139,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5587135,PS53317RGBR-G2,RGB300       ,20,6972,7.48,5587135,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5551719,PS53317RGBR-G2,RGB300       ,20,5266,17.7,5551719,4410,1,14.94,13.85,17.16,                   ,6/29/2015 2:06,,,
5587143,PS53317RGBR-G2,RGB300       ,20,3532,7.48,5587143,4410,1,14.79,13.85,7.09,                   ,6/29/2015 2:06,,,
5583431,PS53317RGBR-G2,RGB300       ,20,7114,8.53,5583431,4410,1,14.79,13.85,8.14,                   ,6/29/2015 2:06,,,
5583433,PS53317RGBR-G2,RGB300       ,20,5205,8.53,5583433,4410,1,14.79,13.85,8.14,                   ,6/29/2015 2:06,,,
5562608,PS53317RGBR-G2,RGB300       ,20,6243,1,5562608,4410,1,14.94,13.85,14.02,                   ,6/29/2015 2:06,,,
5544768,PS53318DQPR-LN,DQPCLIP      ,22,6668,1,5544768,4410,1,20.91,19.47,19.16,                   ,6/29/2015 2:06,,,
5544763,PS53318DQPR-LN,DQPCLIP      ,22,6607,1,5544763,4410,1,20.91,19.47,19.16,                   ,6/29/2015 2:06,,,
5580804,PS53513RVER-LN,RVECLIP      ,28,3718,1,5580804,4410,1,20.95,19.47,11.14,                   ,6/29/2015 2:06,,,
5576851,PS53513RVER-LN,RVECLIP      ,28,7374,5.02,5576851,4410,1,14.98,19.47,10.06,6/29/2015 12:46,6/29/2015 2:06,CLFTEA63,,
5585379,PS53819RGTR-RK,RGTST        ,16,13809,10.05,5585379,4410,1,16.1,13.05,7.55,                   ,6/29/2015 2:06,,,
5585380,PS53819RGTR-RK,RGTST        ,16,13758,10.05,5585380,4410,1,16.1,13.05,7.55,                   ,6/29/2015 2:06,,,
5585378,PS53819RGTR-RK,RGTST        ,16,13807,10.05,5585378,4410,1,16.1,13.05,7.55,                   ,6/29/2015 2:06,,,
5585381,PS53819RGTR-RK,RGTST        ,16,8720,10.05,5585381,4410,1,16.1,13.05,7.55,                   ,6/29/2015 2:06,,,
5585382,PS53819RGTR-RK,RGTST        ,16,6912,10.05,5585382,4410,1,16.1,13.05,7.55,                   ,6/29/2015 2:06,,,
5583789,PS54218RTER1-C,RTE          ,16,13807,8.46,5583789,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5533075,PS54218RTER1-C,RTE          ,16,13802,23.14,5533075,4410,1,15.07,13.85,22.46,                   ,6/29/2015 2:06,,,
5583788,PS54218RTER1-C,RTE          ,16,6724,8.46,5583788,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5583787,PS54218RTER1-C,RTE          ,16,10874,8.46,5583787,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5583794,PS54218RTER1-C,RTE          ,16,13808,8.46,5583794,4410,1,14.79,13.85,8.07,6/29/2015 12:53,6/29/2015 2:06,CLFTEA78,,
5583796,PS54218RTER1-C,RTE          ,16,11717,8.46,5583796,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5583795,PS54218RTER1-C,RTE          ,16,13813,8.46,5583795,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5583786,PS54218RTER1-C,RTE          ,16,13809,8.46,5583786,4410,1,14.79,13.85,8.07,                   ,6/29/2015 2:06,,,
5561559,PS54294RSAR-G2,RSA300       ,16,9260,14.79,5561559,4410,1,14.87,13.79,14.26,                   ,6/29/2015 2:06,,,
5561558,PS54294RSAR-G2,RSA300       ,16,10068,14.79,5561558,4410,1,14.87,13.79,14.26,                   ,6/29/2015 2:06,,,
5583533,PS54320RHLR-G2,RHL300       ,14,15103,8.53,5583533,4410,1,14.73,13.79,8.14,                   ,6/29/2015 2:06,,,
5583536,PS54320RHLR-G2,RHL300       ,14,15112,8.53,5583536,4410,1,14.73,13.79,8.14,                   ,6/29/2015 2:06,,,
5583535,PS54320RHLR-G2,RHL300       ,14,15114,8.53,5583535,4410,1,14.73,13.79,8.14,                   ,6/29/2015 2:06,,,
5583537,PS54320RHLR-G2,RHL300       ,14,11214,8.53,5583537,4410,1,14.73,13.79,8.14,                   ,6/29/2015 2:06,,,
5475233,PS54326RGTR-LY,RGTLLF       ,16,15695,1,5475233,4410,1,16.18,14.33,39.11,                   ,6/29/2015 2:06,,,
5566297,PS54334DRCT-G2,DRC          ,10,9795,13.93,5566297,4410,1,14.73,13.29,13.04,                   ,6/29/2015 2:06,,,
5575511,PS54426RSAR1-L,RSA          ,16,10043,10.88,5575511,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575506,PS54426RSAR1-L,RSA          ,16,10071,10.88,5575506,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575512,PS54426RSAR1-L,RSA          ,16,6438,10.88,5575512,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575505,PS54426RSAR1-L,RSA          ,16,10028,10.88,5575505,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575509,PS54426RSAR1-L,RSA          ,16,10045,10.88,5575509,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575513,PS54426RSAR1-L,RSA          ,16,4986,10.88,5575513,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575510,PS54426RSAR1-L,RSA          ,16,9981,10.88,5575510,4410,1,14.5,13.54,10.47,                   ,6/29/2015 2:06,,,
5575309,PS54620RGYR1-L,RGY          ,14,8885,14.15,5575309,4410,1,14.79,10.58,10.49,                   ,6/29/2015 2:06,,,
5575307,PS54620RGYR1-L,RGY          ,14,15099,14.15,5575307,4410,1,14.79,10.58,10.49,                   ,6/29/2015 2:06,,,
5575305,PS54620RGYR1-L,RGY          ,14,15034,14.15,5575305,4410,1,14.79,10.58,10.49,                   ,6/29/2015 2:06,,,
5572876,PS54620RGYR1-L,RGY          ,14,7539,14.82,5572876,4410,1,14.79,10.58,11.15,                   ,6/29/2015 2:06,,,
5571848,PS54620RGYR1-L,RGY          ,14,15073,15.1,5571848,4410,1,14.79,10.58,11.44,                   ,6/29/2015 2:06,,,
