LOT,DEVICE,PACKAGE,PIN,CUR_QTY,WEIGHT,LOT_NAME,LPT,OPN,TOTAL_PLAN_CT,CUM_PLAN_CT,LOT_AGE,START_TIME,SNAPSHOT_TIME,MACHINE_INSTANCE,,
5583800,BQ24196RGER-RY,RGELLF       ,24,10006,8.72,5583800,4410,1,15.94,14.74,8.07,                   ,6/29/2015 2:06,,,
5582978,BQ24196RGER-RY,RGELLF       ,24,9990,8.91,5582978,4410,1,15.94,14.74,8.26,                   ,6/29/2015 2:06,,,
5580688,BQ24196RGER-RY,RGELLF       ,24,7997,9.62,5580688,4410,1,15.94,14.74,8.96,                   ,6/29/2015 2:06,,,
5548390,BQ24196RGER-RY,RGELLF       ,24,9961,1,5548390,4410,1,16.14,14.74,18.15,                   ,6/29/2015 2:06,,,
5582971,BQ24196RGER-RY,RGELLF       ,24,9951,8.91,5582971,4410,1,15.94,14.74,8.26,                   ,6/29/2015 2:06,,,
5583803,BQ24196RGER-RY,RGELLF       ,24,10004,8.72,5583803,4410,1,15.94,14.74,8.07,                   ,6/29/2015 2:06,,,
5570606,BQ24196RGER-RY,RGELLF       ,24,8039,12.48,5570606,4410,1,15.94,14.74,11.82,6/28/2015 11:21,6/29/2015 2:06,CLFTEA34,,
5581845,BQ24196RGER-RY,RGELLF       ,24,9998,9.26,5581845,4410,1,15.94,14.74,8.6,                   ,6/29/2015 2:06,,,
5590738,BQ24196RGER-RY,RGELLF       ,24,10009,6.45,5590738,4410,1,15.66,14.74,6.08,                   ,6/29/2015 2:06,,,
5546005,BQ24196RGER-RY,RGELLF       ,24,10011,1,5546005,4410,1,16.14,14.74,18.81,                   ,6/29/2015 2:06,,,
5582977,BQ24196RGER-RY,RGELLF       ,24,9974,8.91,5582977,4410,1,15.94,14.74,8.26,                   ,6/29/2015 2:06,,,
5585884,BQ24196RGER-RY,RGELLF       ,24,10012,8.12,5585884,4410,1,15.94,14.74,7.46,                   ,6/29/2015 2:06,,,
5580622,BQ24196RGER-RY,RGELLF       ,24,5453,9.62,5580622,4410,1,15.94,14.74,8.96,                   ,6/29/2015 2:06,,,
5585886,BQ24196RGER-RY,RGELLF       ,24,6788,8.12,5585886,4410,1,15.94,14.74,7.46,                   ,6/29/2015 2:06,,,
5583805,BQ24196RGER-RY,RGELLF       ,24,10020,8.72,5583805,4410,1,15.94,14.74,8.07,                   ,6/29/2015 2:06,,,
5582979,BQ24196RGER-RY,RGELLF       ,24,7167,8.91,5582979,4410,1,15.94,14.74,8.26,                   ,6/29/2015 2:06,,,
5581848,BQ24196RGER-RY,RGELLF       ,24,5955,9.26,5581848,4410,1,15.94,14.74,8.6,                   ,6/29/2015 2:06,,,
5518099,BQ24296RGER-G2,RGE300       ,24,9888,1,5518099,4410,1,15,13.79,26.66,                   ,6/29/2015 2:06,,,
5567939,BQ24297RGER-G2,RGE300       ,24,10062,12.87,5567939,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5567054,BQ24297RGER-G2,RGE300       ,24,10072,13.16,5567054,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5567055,BQ24297RGER-G2,RGE300       ,24,7269,13.16,5567055,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5587162,BQ24297RGER-G2,RGE300       ,24,10074,7.48,5587162,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5567941,BQ24297RGER-G2,RGE300       ,24,10061,12.87,5567941,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5567053,BQ24297RGER-G2,RGE300       ,24,10075,13.16,5567053,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5587159,BQ24297RGER-G2,RGE300       ,24,10062,7.48,5587159,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5567050,BQ24297RGER-G2,RGE300       ,24,9405,13.16,5567050,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5567051,BQ24297RGER-G2,RGE300       ,24,10072,13.16,5567051,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5587161,BQ24297RGER-G2,RGE300       ,24,10016,7.48,5587161,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5567936,BQ24297RGER-G2,RGE300       ,24,10074,12.87,5567936,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5564441,BQ24297RGER-G2,RGE300       ,24,9977,13.86,5564441,4410,1,14.73,13.79,13.47,                   ,6/29/2015 2:06,,,
5567049,BQ24297RGER-G2,RGE300       ,24,10075,13.16,5567049,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5567937,BQ24297RGER-G2,RGE300       ,24,10027,12.87,5567937,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5564442,BQ24297RGER-G2,RGE300       ,24,10073,13.86,5564442,4410,1,14.73,13.79,13.47,                   ,6/29/2015 2:06,,,
5567942,BQ24297RGER-G2,RGE300       ,24,7236,12.87,5567942,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5567052,BQ24297RGER-G2,RGE300       ,24,10049,13.16,5567052,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5567943,BQ24297RGER-G2,RGE300       ,24,4923,12.87,5567943,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5567940,BQ24297RGER-G2,RGE300       ,24,10072,12.87,5567940,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5587163,BQ24297RGER-G2,RGE300       ,24,10067,7.48,5587163,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5567938,BQ24297RGER-G2,RGE300       ,24,10074,12.87,5567938,4410,1,14.73,13.79,12.47,                   ,6/29/2015 2:06,,,
5587164,BQ24297RGER-G2,RGE300       ,24,7825,7.48,5587164,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5564440,BQ24297RGER-G2,RGE300       ,24,10007,13.86,5564440,4410,1,14.73,13.79,13.47,                   ,6/29/2015 2:06,,,
5567056,BQ24297RGER-G2,RGE300       ,24,5038,13.16,5567056,4410,1,14.73,13.79,12.76,                   ,6/29/2015 2:06,,,
5587160,BQ24297RGER-G2,RGE300       ,24,9899,7.48,5587160,4410,1,14.73,13.79,7.09,                   ,6/29/2015 2:06,,,
5564443,BQ24297RGER-G2,RGE300       ,24,7795,13.86,5564443,4410,1,14.73,13.79,13.47,                   ,6/29/2015 2:06,,,
5565842,BQ24721CRHBR-L,RHB          ,32,3531,13.52,5565842,4410,1,14.5,13.54,13.11,                   ,6/29/2015 2:06,,,
5577255,BQ24721CRHBR-L,RHB          ,32,3815,10.37,5577255,4410,1,14.5,13.54,9.95,                   ,6/29/2015 2:06,,,
5577169,BQ24777RUYR-G2,RUY300       ,28,9515,10.35,5577169,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5580241,BQ24777RUYR-G2,RUY300       ,28,10060,9.49,5580241,4410,1,14.73,13.79,9.1,                   ,6/29/2015 2:06,,,
5580240,BQ24777RUYR-G2,RUY300       ,28,10046,9.49,5580240,4410,1,14.73,13.79,9.1,                   ,6/29/2015 2:06,,,
5577167,BQ24777RUYR-G2,RUY300       ,28,10056,10.35,5577167,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577164,BQ24777RUYR-G2,RUY300       ,28,10047,10.35,5577164,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577166,BQ24777RUYR-G2,RUY300       ,28,10023,10.35,5577166,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577168,BQ24777RUYR-G2,RUY300       ,28,10040,10.35,5577168,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577160,BQ24777RUYR-G2,RUY300       ,28,10059,10.35,5577160,4410,1,14.73,13.79,9.95,6/28/2015 11:13,6/29/2015 2:06,CLFTEA37,,
5577162,BQ24777RUYR-G2,RUY300       ,28,10056,10.35,5577162,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577163,BQ24777RUYR-G2,RUY300       ,28,9976,10.35,5577163,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577161,BQ24777RUYR-G2,RUY300       ,28,10059,10.35,5577161,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5577158,BQ24777RUYR-G2,RUY300       ,28,10052,10.35,5577158,4410,1,14.73,13.79,9.95,6/29/2015 12:17,6/29/2015 2:06,CLFTEA45,,
5577156,BQ24777RUYR-G2,RUY300       ,28,10069,10.35,5577156,4410,1,14.73,13.79,9.95,                   ,6/29/2015 2:06,,,
5580234,BQ24777RUYR-G2,RUY300       ,28,10058,9.49,5580234,4410,1,14.73,13.79,9.1,                   ,6/29/2015 2:06,,,
5580239,BQ24777RUYR-G2,RUY300       ,28,10075,9.49,5580239,4410,1,14.73,13.79,9.1,                   ,6/29/2015 2:06,,,
5580236,BQ24777RUYR-G2,RUY300       ,28,10015,9.49,5580236,4410,1,14.73,13.79,9.1,                   ,6/29/2015 2:06,,,
5539085,BQ25890RTWR-G2,RTWST300     ,24,10067,23.28,5539085,4410,1,16.09,13.05,20.79,                   ,6/29/2015 2:06,,,
5539091,BQ25890RTWR-G2,RTWST300     ,24,6877,23.28,5539091,4410,1,16.09,13.05,20.79,                   ,6/29/2015 2:06,,,
5555019,BQ25890RTWR-G2,RTWST300     ,24,10072,18.65,5555019,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5534057,BQ25890RTWR-G2,RTWST300     ,24,10079,24.43,5534057,4410,1,15.86,13.05,22.16,                   ,6/29/2015 2:06,,,
5555014,BQ25890RTWR-G2,RTWST300     ,24,10077,18.65,5555014,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5534053,BQ25890RTWR-G2,RTWST300     ,24,10027,24.43,5534053,4410,1,15.86,13.05,22.16,                   ,6/29/2015 2:06,,,
5555015,BQ25890RTWR-G2,RTWST300     ,24,10072,18.65,5555015,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5515290,BQ25890RTWR-G2,RTWST300     ,24,10078,29.71,5515290,4410,1,15.86,13.05,27.45,                   ,6/29/2015 2:06,,,
5555020,BQ25890RTWR-G2,RTWST300     ,24,8336,18.65,5555020,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5555017,BQ25890RTWR-G2,RTWST300     ,24,10076,18.65,5555017,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5555013,BQ25890RTWR-G2,RTWST300     ,24,10075,18.65,5555013,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5555012,BQ25890RTWR-G2,RTWST300     ,24,10070,18.65,5555012,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5555011,BQ25890RTWR-G2,RTWST300     ,24,10067,18.65,5555011,4410,1,16.09,13.05,16.16,                   ,6/29/2015 2:06,,,
5577204,BQ25892RTWR-G2,RTWST300     ,24,10077,12.46,5577204,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5570548,BQ25892RTWR-G2,RTWST300     ,24,5038,14.33,5570548,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5570540,BQ25892RTWR-G2,RTWST300     ,24,10077,14.33,5570540,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5587426,BQ25892RTWR-G2,RTWST300     ,24,5637,9.53,5587426,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5587424,BQ25892RTWR-G2,RTWST300     ,24,10078,9.53,5587424,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5577208,BQ25892RTWR-G2,RTWST300     ,24,10061,12.46,5577208,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5577210,BQ25892RTWR-G2,RTWST300     ,24,10080,12.46,5577210,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5561180,BQ25892RTWR-G2,RTWST300     ,24,10075,16.86,5561180,4410,1,16.09,13.05,14.36,                   ,6/29/2015 2:06,,,
5559798,BQ25892RTWR-G2,RTWST300     ,24,10078,17.28,5559798,4410,1,16.09,13.05,14.78,6/29/2015 12:54,6/29/2015 2:06,CLFTEA54,,
5577212,BQ25892RTWR-G2,RTWST300     ,24,10073,12.46,5577212,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5577205,BQ25892RTWR-G2,RTWST300     ,24,10079,12.46,5577205,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5577202,BQ25892RTWR-G2,RTWST300     ,24,10080,12.46,5577202,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5557606,BQ25892RTWR-G2,RTWST300     ,24,5040,17.99,5557606,4410,1,16.09,13.05,15.49,                   ,6/29/2015 2:06,,,
5472429,BQ25892RTWR-G2,RTWST300     ,24,5667,41.96,5472429,4410,1,15.63,13.05,39.92,                   ,6/29/2015 2:06,,,
5587425,BQ25892RTWR-G2,RTWST300     ,24,10070,9.53,5587425,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5577213,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577213,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5570543,BQ25892RTWR-G2,RTWST300     ,24,10070,14.33,5570543,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5577209,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577209,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5570544,BQ25892RTWR-G2,RTWST300     ,24,10076,14.33,5570544,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5559795,BQ25892RTWR-G2,RTWST300     ,24,10078,17.28,5559795,4410,1,16.09,13.05,14.78,6/28/2015 11:33,6/29/2015 2:06,CLFTEA92,,
5587422,BQ25892RTWR-G2,RTWST300     ,24,10079,9.53,5587422,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5577200,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577200,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5542904,BQ25892RTWR-G2,RTWST300     ,24,10076,22.25,5542904,4410,1,16.09,13.05,19.76,                   ,6/29/2015 2:06,,,
5587423,BQ25892RTWR-G2,RTWST300     ,24,10073,9.53,5587423,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5587427,BQ25892RTWR-G2,RTWST300     ,24,5021,9.53,5587427,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5587420,BQ25892RTWR-G2,RTWST300     ,24,10079,9.53,5587420,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5577207,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577207,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5561184,BQ25892RTWR-G2,RTWST300     ,24,10079,16.86,5561184,4410,1,16.09,13.05,14.36,                   ,6/29/2015 2:06,,,
5577198,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577198,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5561183,BQ25892RTWR-G2,RTWST300     ,24,5040,16.86,5561183,4410,1,16.09,13.05,14.36,                   ,6/29/2015 2:06,,,
5587165,BQ25892RTWR-G2,RTWST300     ,24,9024,9.59,5587165,4410,1,16.1,13.05,7.09,                   ,6/29/2015 2:06,,,
5587419,BQ25892RTWR-G2,RTWST300     ,24,10078,9.53,5587419,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5577203,BQ25892RTWR-G2,RTWST300     ,24,10076,12.46,5577203,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5570542,BQ25892RTWR-G2,RTWST300     ,24,10077,14.33,5570542,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5577211,BQ25892RTWR-G2,RTWST300     ,24,10078,12.46,5577211,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5522356,BQ25892RTWR-G2,RTWST300     ,24,10079,27.75,5522356,4410,1,15.86,13.05,25.49,                   ,6/29/2015 2:06,,,
5570546,BQ25892RTWR-G2,RTWST300     ,24,10077,14.33,5570546,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5510380,BQ25892RTWR-G2,RTWST300     ,24,10077,31.2,5510380,4410,1,15.98,13.05,28.82,                   ,6/29/2015 2:06,,,
5558658,BQ25892RTWR-G2,RTWST300     ,24,5039,17.63,5558658,4410,1,16.09,13.05,15.14,                   ,6/29/2015 2:06,,,
5587166,BQ25892RTWR-G2,RTWST300     ,24,8986,9.59,5587166,4410,1,16.1,13.05,7.09,                   ,6/29/2015 2:06,,,
5587421,BQ25892RTWR-G2,RTWST300     ,24,10071,9.53,5587421,4410,1,16.1,13.05,7.02,                   ,6/29/2015 2:06,,,
5559802,BQ25892RTWR-G2,RTWST300     ,24,10079,17.28,5559802,4410,1,16.09,13.05,14.78,                   ,6/29/2015 2:06,,,
5561185,BQ25892RTWR-G2,RTWST300     ,24,7990,16.86,5561185,4410,1,16.09,13.05,14.36,                   ,6/29/2015 2:06,,,
5577215,BQ25892RTWR-G2,RTWST300     ,24,9735,12.46,5577215,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5570541,BQ25892RTWR-G2,RTWST300     ,24,10072,14.33,5570541,4410,1,16.1,13.05,11.83,                   ,6/29/2015 2:06,,,
5577206,BQ25892RTWR-G2,RTWST300     ,24,10080,12.46,5577206,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5577214,BQ25892RTWR-G2,RTWST300     ,24,10067,12.46,5577214,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5561178,BQ25892RTWR-G2,RTWST300     ,24,10067,16.86,5561178,4410,1,16.09,13.05,14.36,                   ,6/29/2015 2:06,,,
5581871,BQ25895RTWR-G2,RTWST300     ,24,9720,11.11,5581871,4410,1,16.1,13.05,8.6,                   ,6/29/2015 2:06,,,
5581872,BQ25895RTWR-G2,RTWST300     ,24,5033,11.11,5581872,4410,1,16.1,13.05,8.6,                   ,6/29/2015 2:06,,,
5581869,BQ25895RTWR-G2,RTWST300     ,24,10074,11.11,5581869,4410,1,16.1,13.05,8.6,                   ,6/29/2015 2:06,,,
5568158,BQ25895RTWR-G2,RTWST300     ,24,10077,14.93,5568158,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5581870,BQ25895RTWR-G2,RTWST300     ,24,10070,11.11,5581870,4410,1,16.1,13.05,8.6,                   ,6/29/2015 2:06,,,
5568164,BQ25895RTWR-G2,RTWST300     ,24,9906,14.93,5568164,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5568154,BQ25895RTWR-G2,RTWST300     ,24,10011,14.93,5568154,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5568156,BQ25895RTWR-G2,RTWST300     ,24,10078,14.93,5568156,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5568160,BQ25895RTWR-G2,RTWST300     ,24,10078,14.93,5568160,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5581866,BQ25895RTWR-G2,RTWST300     ,24,10074,11.11,5581866,4410,1,16.1,13.05,8.6,                   ,6/29/2015 2:06,,,
5568157,BQ25895RTWR-G2,RTWST300     ,24,10071,14.93,5568157,4410,1,16.1,13.05,12.43,                   ,6/29/2015 2:06,,,
5471841,BQ29700DSER-G2,DSEST300     ,6,35073,42.01,5471841,4410,1,16.12,13.62,40.06,                   ,6/29/2015 2:06,,,
5584523,CC27516DRSR-G2,DRS300       ,6,13703,8.2,5584523,4410,1,14.76,13.82,7.8,                   ,6/29/2015 2:06,,,
5499114,CD74120RVFR-LN,RVFCLIP      ,40,2819,32.3,5499114,4410,1,20.18,19.47,32.13,                   ,6/29/2015 2:06,,,
5562390,CSD59963Q5M-LN,DQPCLIP      ,12,3430,14.97,5562390,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5562395,CSD59963Q5M-LN,DQPCLIP      ,12,3439,14.97,5562395,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5562381,CSD59963Q5M-LN,DQPCLIP      ,12,3463,14.97,5562381,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5561221,CSD59963Q5M-LN,DQPCLIP      ,12,3365,15.23,5561221,4410,1,20.91,19.47,14.33,                   ,6/29/2015 2:06,,,
5562382,CSD59963Q5M-LN,DQPCLIP      ,12,3395,14.97,5562382,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5561224,CSD59963Q5M-LN,DQPCLIP      ,12,3468,15.23,5561224,4410,1,20.91,19.47,14.33,                   ,6/29/2015 2:06,,,
5558922,CSD59963Q5M-LN,DQPCLIP      ,12,3432,15.97,5558922,4410,1,20.91,19.47,15.08,                   ,6/29/2015 2:06,,,
5502511,CSD59963Q5M-LN,DQPCLIP      ,12,3328,31.3,5502511,4410,1,20.18,19.47,31.13,                   ,6/29/2015 2:06,,,
5562383,CSD59963Q5M-LN,DQPCLIP      ,12,3284,14.97,5562383,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5562385,CSD59963Q5M-LN,DQPCLIP      ,12,3466,14.97,5562385,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5558919,CSD59963Q5M-LN,DQPCLIP      ,12,3419,15.97,5558919,4410,1,20.91,19.47,15.08,                   ,6/29/2015 2:06,,,
5562378,CSD59963Q5M-LN,DQPCLIP      ,12,3350,14.97,5562378,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5562393,CSD59963Q5M-LN,DQPCLIP      ,12,3327,14.97,5562393,4410,1,20.91,19.47,14.08,                   ,6/29/2015 2:06,,,
5582608,CSD59963Q5M-LN,DQPCLIP      ,12,3437,31.3,5582608,4410,1,20.18,19.47,31.13,                   ,6/29/2015 2:06,,,
5548236,CSD59968Q5M-LN,DQPCLIP      ,12,3467,1,5548236,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548241,CSD59968Q5M-LN,DQPCLIP      ,12,2681,1,5548241,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548240,CSD59968Q5M-LN,DQPCLIP      ,12,3203,1,5548240,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548242,CSD59968Q5M-LN,DQPCLIP      ,12,1446,1,5548242,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548237,CSD59968Q5M-LN,DQPCLIP      ,12,3403,1,5548237,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548228,CSD59968Q5M-LN,DQPCLIP      ,12,3385,1,5548228,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548239,CSD59968Q5M-LN,DQPCLIP      ,12,3399,1,5548239,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5548238,CSD59968Q5M-LN,DQPCLIP      ,12,2927,1,5548238,4410,1,20.91,19.47,18.15,                   ,6/29/2015 2:06,,,
5388042,CSD87381P1-NS2,MPCMCMST     ,5,9453,66.74,5388042,4410,1,16.72,13.59,64.15,                   ,6/29/2015 2:06,,,
5524824,CSD87381P1-NS2,MPCMCMST     ,5,13436,26.16,5524824,4410,1,15.51,13.59,24.79,                   ,6/29/2015 2:06,,,
5524823,CSD87381P1-NS2,MPCMCMST     ,5,11107,26.16,5524823,4410,1,15.51,13.59,24.79,                   ,6/29/2015 2:06,,,
5355340,CSD87588N-NS2 ,MPAMCMST     ,5,4193,76.05,5355340,4410,1,16.71,13.59,73.48,                   ,6/29/2015 2:06,,,
5355339,CSD87588N-NS2 ,MPAMCMST     ,5,8415,76.05,5355339,4410,1,16.71,13.59,73.48,                   ,6/29/2015 2:06,,,
5465067,CSD87588N-NS2 ,MPAMCMST     ,5,6151,42.86,5465067,4410,1,14.9,13.59,42.1,                   ,6/29/2015 2:06,,,
5585059,CSD97370Q5M-N ,DQPCLIP      ,22,4640,10.36,5585059,4410,1,20.95,19.47,9.43,                   ,6/29/2015 2:06,,,
5581992,CSD97370Q5M-N ,DQPCLIP      ,22,6851,9.53,5581992,4410,1,20.95,19.47,8.6,                   ,6/29/2015 2:06,,,
5579132,CSD97370Q5M-N ,DQPCLIP      ,22,6779,10.36,5579132,4410,1,20.95,19.47,9.43,                   ,6/29/2015 2:06,,,
5581985,CSD97370Q5M-N ,DQPCLIP      ,22,6667,9.53,5581985,4410,1,20.95,19.47,8.6,                   ,6/29/2015 2:06,,,
5572265,CSD97370Q5M-N ,DQPCLIP      ,22,6730,12.27,5572265,4410,1,20.95,19.47,11.34,                   ,6/29/2015 2:06,,,
5579124,CSD97370Q5M-N ,DQPCLIP      ,22,6734,10.36,5579124,4410,1,20.95,19.47,9.43,                   ,6/29/2015 2:06,,,
5574714,CSD97370Q5M-N ,DQPCLIP      ,22,6940,11.6,5574714,4410,1,20.95,19.47,10.66,                   ,6/29/2015 2:06,,,
5568811,CSD97370Q5M-N ,DQPCLIP      ,22,6612,1,5568811,4410,1,20.95,19.47,12.23,                   ,6/29/2015 2:06,,,
5579125,CSD97370Q5M-N ,DQPCLIP      ,22,6936,10.36,5579125,4410,1,20.95,19.47,9.43,                   ,6/29/2015 2:06,,,
5574715,CSD97370Q5M-N ,DQPCLIP      ,22,6891,11.6,5574715,4410,1,20.95,19.47,10.66,                   ,6/29/2015 2:06,,,
5579130,CSD97370Q5M-N ,DQPCLIP      ,22,6732,10.36,5579130,4410,1,20.95,19.47,9.43,                   ,6/29/2015 2:06,,,
5586121,CSD97370Q5M-N ,DQPCLIP      ,22,6961,12.76,5586121,4410,1,20.95,19.47,11.82,                   ,6/29/2015 2:06,,,
5574710,CSD97370Q5M-N ,DQPCLIP      ,22,6917,11.6,5574710,4410,1,20.95,19.47,10.66,                   ,6/29/2015 2:06,,,
5581993,CSD97370Q5M-N ,DQPCLIP      ,22,6543,9.53,5581993,4410,1,20.95,19.47,8.6,                   ,6/29/2015 2:06,,,
5568027,D3211A1RGPR-G2,RGPST300     ,20,10068,14.97,5568027,4410,1,16.1,13.05,12.47,                   ,6/29/2015 2:06,,,
5577186,D3211A1RGPR-G2,RGPST300     ,20,10058,12.46,5577186,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5594551,D3211A1RGPR-G2,RGPST300     ,20,9395,6.91,5594551,4410,1,15.54,13.05,4.96,                   ,6/29/2015 2:06,,,
5583436,D3211A1RGPR-G2,RGPST300     ,20,10074,10.64,5583436,4410,1,16.1,13.05,8.14,                   ,6/29/2015 2:06,,,
5570609,D3211A1RGPR-G2,RGPST300     ,20,10035,14.33,5570609,4410,1,16.1,13.05,11.82,                   ,6/29/2015 2:06,,,
5577193,D3211A1RGPR-G2,RGPST300     ,20,10060,12.46,5577193,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5568023,D3211A1RGPR-G2,RGPST300     ,20,10071,14.97,5568023,4410,1,16.1,13.05,12.47,                   ,6/29/2015 2:06,,,
5577188,D3211A1RGPR-G2,RGPST300     ,20,10069,12.46,5577188,4410,1,16.1,13.05,9.95,                   ,6/29/2015 2:06,,,
5519751,D3211A1RGPR-G2,RGPST300     ,20,9826,28.48,5519751,4410,1,15.86,13.05,26.21,                   ,6/29/2015 2:06,,,
5570622,D3211A1RGPR-G2,RGPST300     ,20,5676,14.33,5570622,4410,1,16.1,13.05,11.82,                   ,6/29/2015 2:06,,,
