Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time
CLFTEA98,ETM-2-64,5985011,15011,830,N,S62736RGYR-G2K,6566885A,1,10/28/2015 02:06:00,10/29/2015 05:56:18
CLFTEA99,ETS-2-64,5991840,10076,1039,N,Q24610RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/28/2015 06:49:53
CLFTEA99,ETS-2-64,5991828,9911,639,N,Q24610RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/28/2015 11:29:17
CLFTEA99,ETS-2-64,5974057,4997,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/28/2015 14:01:41
CLFTEA99,ETS-2-64,5974053,10058,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/28/2015 18:58:19
CLFTEA99,ETS-2-64,5974052,9634,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/28/2015 23:42:53
CLFTEA99,ETS-2-64,5974051,10037,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/29/2015 04:38:56
CLFTEA99,ETS-2-64,5974056,8238,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/29/2015 08:43:43
CLFTEA99,ETS-2-64,5974050,10058,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/29/2015 13:40:22
CLFTEA99,ETS-2-64,5974055,10040,1146,N,Q24617RGER-G2K,6504342B,1,10/28/2015 02:06:00,10/29/2015 18:36:30
CLFTEA70,ETS-2-64,5946471,5058,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 15:01:32,10/29/2015 00:45:11
CLFTEA70,ETS-2-64,5946473,5136,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 15:01:32,10/29/2015 10:37:41
CLFTEA70,ETS-2-64,5946470,5148,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 15:01:32,10/29/2015 20:31:32
CLFTEA70,ETS-2-64,5946472,5158,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 15:01:32,10/30/2015 06:26:31
CLFTEA70,ETS-2-64,5946478,5168,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 15:01:32,10/30/2015 16:22:39
CLFTEA38,ETS-2-64,5979000,7150,1232,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/28/2015 18:57:16
CLFTEA38,ETS-2-64,5993205,6897,799,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/28/2015 19:51:40
CLFTEA38,ETS-2-64,5992297,12665,822,N,PS2560DRCR1-G2,6554905A,1,10/28/2015 18:01:14,10/28/2015 20:49:07
CLFTEA38,ETS-2-64,5992296,13815,822,N,PS2560DRCR1-G2,6554905A,1,10/28/2015 18:01:14,10/28/2015 21:50:53
CLFTEA38,ETS-2-64,5992295,13820,822,N,PS2560DRCR1-G2,6554905A,1,10/28/2015 18:01:14,10/28/2015 22:52:40
CLFTEA38,ETS-2-64,5976502,13818,1312,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/29/2015 00:31:39
CLFTEA38,ETS-2-64,5978999,13822,1232,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/29/2015 02:10:41
CLFTEA38,ETS-2-64,5993201,13821,799,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/29/2015 03:49:41
CLFTEA38,ETS-2-64,5993200,13824,799,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/29/2015 05:28:43
CLFTEA38,ETS-2-64,5993202,13824,799,N,PS74801DRCR1-B,6554905A,1,10/28/2015 18:01:14,10/29/2015 07:07:45
CLFTEA97,ETM-2-64,5824899,2281,5648,N,RV2667RGPR2-8P,6526878A,1,10/28/2015 21:57:16,10/28/2015 22:46:48
CLFTEA97,ETM-2-64,5978765,17239,1240,N,PS62175DQCR-RK,6545098B,1,10/28/2015 22:46:48,10/28/2015 23:38:31
CLFTEA97,ETM-2-64,5978763,17260,1240,N,PS62175DQCR-RK,6545098B,1,10/28/2015 22:46:48,10/29/2015 00:30:17
CLFTEA97,ETM-2-64,5993180,17251,798,N,PS62175DQCR-RK,6545098B,1,10/28/2015 22:46:48,10/29/2015 01:22:02
CLFTEA97,ETM-2-64,5993181,17253,798,N,PS62175DQCR-RK,6545098B,1,10/28/2015 22:46:48,10/29/2015 02:13:47
CLFTEA97,ETM-2-64,5993185,17269,798,N,PS62175DQCR-RK,6545098B,1,10/28/2015 22:46:48,10/29/2015 03:05:34
CLFTEA71,ETS-1M-64,5972752,9575,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 02:57:27
CLFTEA71,ETS-1M-64,5972749,10039,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 06:31:15
CLFTEA71,ETS-1M-64,5972751,10056,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 10:05:23
CLFTEA71,ETS-1M-64,5972744,10057,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 13:39:33
CLFTEA71,ETS-1M-64,5972750,10062,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 17:13:49
CLFTEA71,ETS-1M-64,5972747,10065,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/29/2015 20:48:09
CLFTEA71,ETS-1M-64,5972748,10066,1179,N,TPS25910RSAR-L,6545843A,1,10/28/2015 23:33:04,10/30/2015 00:22:29
CLFTEA40,ETM-4-64,5994448,500,619,N,61MRGER1-U8QR&,6560309A,1,10/29/2015 00:41:46,10/29/2015 01:04:50
CLFTEA40,ETM-4-64,5994449,500,619,N,61MRGER1-U8QR&,6560309A,1,10/29/2015 00:41:46,10/29/2015 01:27:54
CLFTEA40,ETM-4-64,5994450,500,619,N,61MRGER1-U8QR&,6560309A,1,10/29/2015 00:41:46,10/29/2015 01:50:58
CLFTEA40,ETM-4-64,5974239,5029,1145,N,BQ24261RGER1-8,6560309A,1,10/29/2015 00:41:46,10/29/2015 04:10:23
CLFTEA40,ETM-4-64,5974238,8321,1145,N,BQ24261RGER1-8,6560309A,1,10/29/2015 00:41:46,10/29/2015 07:54:31
CLFTEA97,ETM-2-64,5975346,16665,1338,N,TPS2553DRVR-L,6525230A,1,10/29/2015 03:05:34,10/29/2015 03:47:16
CLFTEA97,ETM-2-64,5975344,24822,1338,N,TPS2553DRVR-L,6525230A,1,10/29/2015 03:05:34,10/29/2015 04:44:30
CLFTEA97,ETM-2-64,5975342,24836,1338,N,TPS2553DRVR-L,6525230A,1,10/29/2015 03:05:34,10/29/2015 05:41:45
CLFTEA22,ETS-0-64,5905595,4897,3133,N,PS65168RSBR1-R,6518677A,1,10/29/2015 03:13:19,10/29/2015 05:31:48
CLFTEA22,ETS-0-64,5849750,7876,4790,N,PS65168RSBR1-R,6518677A,1,10/29/2015 03:13:19,10/29/2015 09:08:29
CLFTEA86,ETS-2-64,5971741,6877,1211,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 05:04:10
CLFTEA86,ETS-2-64,5966083,13722,1375,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 08:24:40
CLFTEA86,ETS-2-64,5982369,13780,902,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 11:45:59
CLFTEA86,ETS-2-64,5982374,13792,902,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 15:07:27
CLFTEA86,ETS-2-64,5982376,13794,902,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 18:28:57
CLFTEA86,ETS-2-64,5982373,13798,902,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/29/2015 21:50:30
CLFTEA86,ETS-2-64,5982372,13811,902,N,PS54218RTER3-C,6522212C,1,10/29/2015 03:18:43,10/30/2015 01:12:14
CLFTEA86,ETS-2-64,5982362,13728,902,N,N1006030RTER-C,6522212C,1,10/29/2015 03:18:43,10/30/2015 04:40:29
CLFTEA62,ETS-2-128,5998858,6909,1109,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 06:31:17
CLFTEA62,ETS-2-128,5977305,6937,1109,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 09:13:53
CLFTEA62,ETS-2-128,5977312,6976,1109,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 11:57:19
CLFTEA62,ETS-2-128,5977300,6980,1109,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 14:40:52
CLFTEA62,ETS-2-128,5983787,6937,923,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 17:23:27
CLFTEA62,ETS-2-128,5983789,6971,923,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 20:06:47
CLFTEA62,ETS-2-128,5986733,6973,840,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/29/2015 22:50:10
CLFTEA62,ETS-2-128,5986735,6981,840,N,S56121ADQPR1-C,6514494A,1,10/29/2015 03:49:19,10/30/2015 01:33:44
CLFTEA84,ETS-2-64,5969561,2753,1365,N,AFE031AIRGZR-C,6519267C,1,10/29/2015 04:15:15,10/29/2015 05:41:43
CLFTEA84,ETS-2-64,5969559,4468,1365,N,AFE031AIRGZR-C,6519267C,1,10/29/2015 04:15:15,10/29/2015 07:55:50
CLFTEA84,ETS-2-64,5969553,4473,1365,N,AFE031AIRGZR-C,6519267C,1,10/29/2015 04:15:15,10/29/2015 10:10:06
CLFTEA84,ETS-2-64,5969560,4478,1365,N,AFE031AIRGZR-C,6519267C,1,10/29/2015 04:15:15,10/29/2015 12:24:31
CLFTEA84,ETS-2-64,5969554,4478,1365,N,AFE031AIRGZR-C,6519267C,1,10/29/2015 04:15:15,10/29/2015 14:38:55
CLFTEA84,ETS-2-64,5990705,4464,762,N,FE030AIRGZR-CK,6519267C,1,10/29/2015 04:15:15,10/29/2015 16:57:54
CLFTEA43,ETS-2-64,5774017,17260,7409,N,BQ25040DQCR-G2,6509808B,1,10/29/2015 05:14:11,10/29/2015 08:35:32
CLFTEA97,ETM-2-64,5962472,16125,1709,N,771808DPJR-G2K,6548880A,1,10/29/2015 05:41:45,10/29/2015 08:40:30
CLFTEA97,ETM-2-64,5974107,14864,1378,N,771808DPJR-G2K,6548880A,1,10/29/2015 05:41:45,10/29/2015 11:26:03
CLFTEA98,ETM-2-64,5982386,13600,908,N,S61020DRCR1-RY,6468723B,1,10/29/2015 05:56:18,10/29/2015 08:55:13
CLFTEA98,ETM-2-64,5982385,15020,908,N,S61020DRCR1-RY,6468723B,1,10/29/2015 05:56:18,10/29/2015 12:11:45
CLFTEA98,ETM-2-64,5997699,11085,480,N,S61020DRCR1-RY,6468723B,1,10/29/2015 05:56:18,10/29/2015 14:39:25
CLFTEA98,ETM-2-64,5997698,16889,480,N,S61020DRCR1-RY,6468723B,1,10/29/2015 05:56:18,10/29/2015 18:19:11
CLFTEA38,ETS-2-64,5964955,13806,1410,N,S62134CRGTR1-L,6575577B,1,10/29/2015 07:07:45,10/29/2015 11:27:45
CLFTEA38,ETS-2-64,5985628,9032,807,N,PS62134DRGTR-L,6575577B,1,10/29/2015 07:07:45,10/29/2015 14:21:17
CLFTEA38,ETS-2-64,5983280,13751,872,N,S62134CRGTR1-L,6575577B,1,10/29/2015 07:07:45,10/29/2015 18:40:17
CLFTEA38,ETS-2-64,5983281,13778,872,N,S62134CRGTR1-L,6575577B,1,10/29/2015 07:07:45,10/29/2015 22:59:46
CLFTEA38,ETS-2-64,5983279,13795,872,N,S62134CRGTR1-L,6575577B,1,10/29/2015 07:07:45,10/30/2015 03:19:33
CLFTEA38,ETS-2-64,5983282,13805,872,N,S62134CRGTR1-L,6575577B,1,10/29/2015 07:07:45,10/30/2015 07:39:32
CLFTEA38,ETS-2-64,5985627,13787,807,N,PS62134DRGTR-L,6575577B,1,10/29/2015 07:07:45,10/30/2015 11:59:11
CLFTEA38,ETS-2-64,5985626,13791,807,N,PS62134DRGTR-L,6575577B,1,10/29/2015 07:07:45,10/30/2015 16:18:54
CLFTEA65,ETS-2-64,5940008,5176,2230,N,204036RHAR1-G2,6518648B,1,10/29/2015 07:25:55,10/29/2015 12:39:45
CLFTEA65,ETS-2-64,5977654,4826,1129,N,204036RHAR1-G2,6518648B,1,10/29/2015 07:25:55,10/29/2015 17:33:02
CLFTEA65,ETS-2-64,5977653,5172,1129,N,204036RHAR1-G2,6518648B,1,10/29/2015 07:25:55,10/29/2015 22:46:38
CLFTEA65,ETS-2-64,5977652,5176,1129,N,204036RHAR1-G2,6518648B,1,10/29/2015 07:25:55,10/30/2015 04:00:28
CLFTEA65,ETS-2-64,5977651,5181,1129,N,204036RHAR1-G2,6518648B,1,10/29/2015 07:25:55,10/30/2015 09:14:36
CLFTEA40,ETM-4-64,5969502,3909,1274,N,DRV401AIRGWR-Z,6471369E,1,10/29/2015 07:54:31,10/29/2015 11:12:07
CLFTEA43,ETS-2-64,5970331,6734,1309,N,S53353DQPR2-CN,6522167C,1,10/29/2015 08:35:32,10/29/2015 11:30:08
CLFTEA43,ETS-2-64,5970334,6798,1309,N,S53353DQPR2-CN,6522167C,1,10/29/2015 08:35:32,10/29/2015 14:26:19
CLFTEA43,ETS-2-64,5986917,6878,1309,N,S53353DQPR2-CN,6522167C,1,10/29/2015 08:35:32,10/29/2015 17:24:26
CLFTEA43,ETS-2-64,5970327,6889,1309,N,S53353DQPR2-CN,6522167C,1,10/29/2015 08:35:32,10/29/2015 20:22:50
CLFTEA43,ETS-2-64,5970328,6944,1309,N,S53353DQPR2-CN,6522167C,1,10/29/2015 08:35:32,10/29/2015 23:22:34
CLFTEA22,ETS-0-64,5939778,3341,2145,N,Q24640RVAR-G2K,6507169A,1,10/29/2015 09:08:29,10/29/2015 10:49:48
CLFTEA22,ETS-0-64,5939777,4680,2145,N,Q24640RVAR-G2K,6507169A,1,10/29/2015 09:08:29,10/29/2015 13:07:45
CLFTEA22,ETS-0-64,5939776,6701,2145,N,Q24640RVAR-G2K,6507169A,1,10/29/2015 09:08:29,10/29/2015 16:20:58
CLFTEA68,ETS-2-64,5984759,5050,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/29/2015 15:15:06
CLFTEA68,ETS-2-64,5984760,5145,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/29/2015 20:34:23
CLFTEA68,ETS-2-64,5984758,5169,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/30/2015 01:55:06
CLFTEA68,ETS-2-64,5984755,5170,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/30/2015 07:15:53
CLFTEA68,ETS-2-64,5984757,5175,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/30/2015 12:36:58
CLFTEA68,ETS-2-64,5984754,5175,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/30/2015 17:58:03
CLFTEA68,ETS-2-64,5984756,5184,921,N,PS40428RHAR-G2,6542777B,1,10/29/2015 10:01:32,10/30/2015 23:19:40
CLFTEA40,ETM-4-64,5990803,24840,638,N,62085RLTR6-LN#,6584432B,1,10/29/2015 11:12:07,10/29/2015 12:39:29
CLFTEA74,ETS-2-64,5815517,2556,5823,N,BQ24130RHLR-G2,6515575A,1,10/29/2015 12:41:50,10/29/2015 14:01:03
CLFTEA74,ETS-2-64,5990386,13816,868,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/29/2015 17:16:15
CLFTEA74,ETS-2-64,5990387,13819,868,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/29/2015 20:31:30
CLFTEA74,ETS-2-64,5990385,13820,868,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/29/2015 23:46:45
CLFTEA74,ETS-2-64,5990382,13823,868,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/30/2015 03:02:03
CLFTEA74,ETS-2-64,5997523,13807,667,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/30/2015 06:17:08
CLFTEA74,ETS-2-64,5997524,13820,667,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/30/2015 09:32:23
CLFTEA74,ETS-2-64,5997522,13820,667,N,53819ARGTR1-LK,6542741A,1,10/29/2015 14:01:03,10/30/2015 12:47:39
CLFTEA51,ETS-2-64,5972679,6717,1174,N,TPS40193DRCR-B,6506727A,1,10/29/2015 14:02:18,10/29/2015 19:34:40
CLFTEA51,ETS-2-64,5969439,8396,1269,N,S40192DRCR1-BY,6506727A,1,10/29/2015 14:02:18,10/30/2015 02:27:38
CLFTEA51,ETS-2-64,5963045,10858,1464,N,S40192DRCR1-BY,6506727A,1,10/29/2015 14:02:18,10/30/2015 11:18:47
CLFTEA51,ETS-2-64,5963041,15526,1464,N,S40192DRCR1-BY,6506727A,1,10/29/2015 14:02:18,10/30/2015 23:53:59
CLFTEA22,ETS-0-64,5970760,13811,1237,N,PS54678RTER-G2,6529253A,1,10/29/2015 16:20:58,10/29/2015 22:54:02
CLFTEA22,ETS-0-64,5970762,13820,1237,N,PS54678RTER-G2,6529253A,1,10/29/2015 16:20:58,10/30/2015 05:27:21
CLFTEA22,ETS-0-64,5984345,10136,839,N,PS54678RTER-G2,6529253A,1,10/29/2015 16:20:58,10/30/2015 10:18:28
CLFTEA22,ETS-0-64,5984341,13698,839,N,PS54678RTER-G2,6529253A,1,10/29/2015 16:20:58,10/30/2015 16:48:24
CLFTEA22,ETS-0-64,5984343,13780,839,N,PS54678RTER-G2,6529253A,1,10/29/2015 16:20:58,10/30/2015 23:20:37
CLFTEA84,ETS-2-64,5974043,8429,1159,N,S53302RGTR-G2Y,6516394A,1,10/29/2015 16:57:54,10/29/2015 20:08:21
CLFTEA84,ETS-2-64,5974042,15179,1159,N,S53302RGTR-G2Y,6516394A,1,10/29/2015 16:57:54,10/30/2015 01:43:21
CLFTEA84,ETS-2-64,5974040,15995,1159,N,S53302RGTR-G2Y,6516394A,1,10/29/2015 16:57:54,10/30/2015 07:35:48
CLFTEA84,ETS-2-64,5983458,16377,878,N,S53511RGTR-G2Y,6516394A,1,10/29/2015 16:57:54,10/30/2015 12:41:44
CLFTEA84,ETS-2-64,5983462,16869,878,N,S53511RGTR-G2Y,6516394A,1,10/29/2015 16:57:54,10/30/2015 17:56:34
CLFTEA76,ETS-2-64,5954597,4577,1715,N,S51220ARSNR-LK,6498316A,1,10/29/2015 17:35:26,10/29/2015 21:20:17
CLFTEA76,ETS-2-64,5981635,5474,921,N,1220ARSNR1-G2K,6498316A,1,10/29/2015 17:35:26,10/30/2015 01:47:14
CLFTEA76,ETS-2-64,5981634,10072,921,N,1220ARSNR1-G2K,6498316A,1,10/29/2015 17:35:26,10/30/2015 09:50:03
CLFTEA76,ETS-2-64,5987414,9155,755,N,1220ARSNR1-G2K,6498316A,1,10/29/2015 17:35:26,10/30/2015 17:09:50
CLFTEA76,ETS-2-64,5987410,10063,755,N,1220ARSNR1-G2K,6498316A,1,10/29/2015 17:35:26,11/01/2015 01:12:14
CLFTEA99,ETS-2-64,5926729,4994,2529,N,CC28251RGPR-CK,6509649B,1,10/29/2015 18:36:30,10/29/2015 21:16:30
CLFTEA99,ETS-2-64,5926728,8404,2529,N,CC28251RGPR-CK,6509649B,1,10/29/2015 18:36:30,10/30/2015 01:38:57
CLFTEA9,ETS-0-64,5882318,13756,3783,N,A6203A1DRBR-LK,6472365B,1,10/29/2015 19:00:33,10/29/2015 21:31:26
CLFTEA79,ETS-2-64,5964111,13733,1672,N,S54319RTER1-G2,6546196A,1,10/29/2015 19:05:13,10/29/2015 20:26:24
CLFTEA79,ETS-2-64,5964109,13749,1672,N,S54319RTER1-G2,6546196A,1,10/29/2015 19:05:13,10/29/2015 21:47:40
CLFTEA79,ETS-2-64,5967538,13808,1568,N,54418ARTER1-G2,6546196A,1,10/29/2015 19:05:13,10/29/2015 23:16:27
CLFTEA39,ETS-2-64,5861791,3262,4636,N,TPS2388RTQR-C,6570729C,1,10/29/2015 21:23:39,10/30/2015 19:36:03
CLFTEA78,ETS-2-64,5944371,6885,691,N,PS51311RGTR1-L,6510609E,1,10/29/2015 21:28:57,10/29/2015 23:32:01
CLFTEA78,ETS-2-64,5944370,8080,691,N,PS51311RGTR1-L,6510609E,1,10/29/2015 21:28:57,10/30/2015 01:54:44
CLFTEA78,ETS-2-64,5985644,13804,807,N,TPS53311RGTR-L,6510609E,1,10/29/2015 21:28:57,10/30/2015 05:35:46
CLFTEA78,ETS-2-64,5990423,13782,674,N,TPS53311RGTR-L,6510609E,1,10/29/2015 21:28:57,10/30/2015 09:16:27
CLFTEA78,ETS-2-64,5990424,13791,674,N,TPS53311RGTR-L,6510609E,1,10/29/2015 21:28:57,10/30/2015 12:57:17
CLFTEA78,ETS-2-64,5990426,13809,674,N,TPS53311RGTR-L,6510609E,1,10/29/2015 21:28:57,10/30/2015 16:38:24
CLFTEA9,ETS-0-64,5985612,15110,807,N,N1107017RHLR-L,6487925B,1,10/29/2015 21:31:26,10/30/2015 02:48:12
CLFTEA9,ETS-0-64,5989400,11656,706,N,TPS54622RHLR-L,6487925B,1,10/29/2015 21:31:26,10/30/2015 07:59:21
CLFTEA9,ETS-0-64,5988079,15082,740,N,PS54320RHLR-G2,6487925B,1,10/29/2015 21:31:26,10/30/2015 13:39:12
CLFTEA9,ETS-0-64,5989391,12493,706,N,TPS54622RHLR-L,6487925B,1,10/29/2015 21:31:26,10/30/2015 19:11:59
CLFTEA9,ETS-0-64,5989401,13368,706,N,TPS54622RHLR-L,6487925B,1,10/29/2015 21:31:26,11/01/2015 01:07:22
CLFTEA79,ETS-2-64,5977928,10052,1025,N,S51624RSMR-G2K,6541533C,1,10/29/2015 23:16:27,10/30/2015 04:23:04
CLFTEA79,ETS-2-64,5977931,10071,1025,N,S51624RSMR-G2K,6541533C,1,10/29/2015 23:16:27,10/30/2015 09:30:15
CLFTEA79,ETS-2-64,5977935,10072,1025,N,S51624RSMR-G2K,6541533C,1,10/29/2015 23:16:27,10/30/2015 14:37:28
CLFTEA79,ETS-2-64,5984872,9317,830,N,S53623RSMR-G2K,6541533C,1,10/29/2015 23:16:27,10/30/2015 18:49:45
CLFTEA43,ETS-2-64,5956996,3962,1648,N,S59641RSLR-G2K,6517701E,1,10/29/2015 23:22:34,10/30/2015 02:53:29
CLFTEA43,ETS-2-64,5988392,5174,731,N,S59641RSLR-G2K,6517701E,1,10/29/2015 23:22:34,10/30/2015 07:25:51
CLFTEA43,ETS-2-64,5988393,5177,731,N,S59641RSLR-G2K,6517701E,1,10/29/2015 23:22:34,10/30/2015 11:58:23
CLFTEA43,ETS-2-64,5988394,5180,731,N,S59641RSLR-G2K,6517701E,1,10/29/2015 23:22:34,10/30/2015 16:31:04
CLFTEA53,ETM-5-128,5985579,10048,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 02:56:12
CLFTEA53,ETM-5-128,5985578,10052,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 06:12:39
CLFTEA53,ETM-5-128,5985571,10053,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 09:29:08
CLFTEA53,ETM-5-128,5985570,10059,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 12:45:43
CLFTEA53,ETM-5-128,5985575,10063,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 16:02:22
CLFTEA53,ETM-5-128,5985569,10064,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 19:19:03
CLFTEA53,ETM-5-128,5985581,10072,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,10/30/2015 22:35:52
CLFTEA53,ETM-5-128,5985583,10072,807,N,A3221AIRGVR-ZK,6529675B,1,10/29/2015 23:39:49,11/01/2015 01:52:42
CLFTEA47,ETS-2-64,5988487,6349,741,N,406035RGER-G2Y,6575258A,1,10/30/2015 00:11:33,10/30/2015 03:52:34
CLFTEA47,ETS-2-64,5988480,8997,741,N,406035RGER-G2Y,6575258A,1,10/30/2015 00:11:33,10/30/2015 09:01:35
CLFTEA47,ETS-2-64,5991630,9259,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 00:11:33,10/30/2015 13:33:58
CLFTEA47,ETS-2-64,5988489,9607,741,N,406035RGER-G2Y,6575258A,1,10/30/2015 00:11:33,10/30/2015 19:03:16
CLFTEA47,ETS-2-64,5988476,9663,741,N,406035RGER-G2Y,6575258A,1,10/30/2015 00:11:33,11/01/2015 00:34:27
CLFTEA71,ETS-1M-64,5905549,13818,3379,N,PS7A7100RGTT-L,6548821B,1,10/30/2015 00:22:29,10/30/2015 06:28:44
CLFTEA30,ETS-2-64,5984353,12126,849,N,Q24074RGTR-G2Y,6484140A,1,10/30/2015 01:20:59,10/30/2015 04:12:33
CLFTEA30,ETS-2-64,5984352,16489,849,N,Q24074RGTR-G2Y,6484140A,1,10/30/2015 01:20:59,10/30/2015 08:02:16
CLFTEA30,ETS-2-64,5984351,16907,849,N,Q24074RGTR-G2Y,6484140A,1,10/30/2015 01:20:59,10/30/2015 11:57:34
CLFTEA30,ETS-2-64,5988150,13029,750,N,Q24075RGTR-G2Y,6484140A,1,10/30/2015 01:20:59,10/30/2015 15:38:34
CLFTEA62,ETS-2-128,5977546,13815,1040,N,259261DRCR-G2K,6547181A,1,10/30/2015 01:33:44,10/30/2015 07:40:03
CLFTEA62,ETS-2-128,5988120,13740,740,N,592ALDRCR1-G2K,6547181A,1,10/30/2015 01:33:44,10/30/2015 13:40:49
CLFTEA62,ETS-2-128,5988121,13809,740,N,592ALDRCR1-G2K,6547181A,1,10/30/2015 01:33:44,10/30/2015 19:43:21
CLFTEA62,ETS-2-128,5988118,13812,740,N,592ALDRCR1-G2K,6547181A,1,10/30/2015 01:33:44,11/01/2015 01:45:57
CLFTEA99,ETS-2-64,5991639,9920,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 01:38:57,10/30/2015 06:30:04
CLFTEA99,ETS-2-64,5991632,9928,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 01:38:57,10/30/2015 11:21:25
CLFTEA99,ETS-2-64,5991643,9971,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 01:38:57,10/30/2015 16:13:58
CLFTEA99,ETS-2-64,5991635,9977,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 01:38:57,10/30/2015 21:06:42
CLFTEA99,ETS-2-64,5991631,9984,651,N,S65283RGER-G2Y,6575258A,1,10/30/2015 01:38:57,11/01/2015 01:59:37
CLFTEA13,ETS-1-64,5977971,6877,1025,N,PS24720RGTR-CK,6518499A,1,10/30/2015 03:53:57,10/30/2015 07:08:51
CLFTEA13,ETS-1-64,5977970,8728,1025,N,PS24720RGTR-CK,6518499A,1,10/30/2015 03:53:57,10/30/2015 11:13:33
CLFTEA13,ETS-1-64,5977969,13781,1025,N,PS24720RGTR-CK,6518499A,1,10/30/2015 03:53:57,10/30/2015 17:34:08
CLFTEA14,ETS-2M-64,5911650,2177,3585,N,AC7760IRHAR-CK,6526570D,1,10/30/2015 04:19:52,10/30/2015 06:11:23
