Machine_Instance,Machine_Family_Name,Lot_Name,Quantity,Lot_Weight,Initial_Lot_Flag,Device_Name,Tooling_Family_Name,Certification,Setup_Time,Completion_Time
CLFTEA54,ETM-5-128,5989670,5040,404,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 07:03:56
CLFTEA54,ETM-5-128,5989665,5036,404,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 08:38:12
CLFTEA54,ETM-5-128,5990371,5021,376,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 10:12:13
CLFTEA54,ETM-5-128,5936075,10070,1654,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 12:45:58
CLFTEA54,ETM-5-128,5936079,10077,1654,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 15:19:49
CLFTEA54,ETM-5-128,5940695,10069,1525,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 17:53:33
CLFTEA54,ETM-5-128,5940699,10062,1525,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 20:27:11
CLFTEA54,ETM-5-128,5940118,10078,1544,N,BQ25892RTWR-G2,6579768C,1,10/28/2015 02:06:00,10/30/2015 23:01:03
CLFTEA54,ETM-5-128,5975301,10048,846,N,BQ25890RTWR-G2,6579768C,1,10/28/2015 02:06:00,11/01/2015 01:59:13
CLFTEA57,ETS-2-64,5970687,7516,1238,N,24728HRGRR-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 04:24:43
CLFTEA57,ETS-2-64,5987133,15068,765,N,24735RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 08:42:14
CLFTEA57,ETS-2-64,5973923,15106,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 13:26:31
CLFTEA57,ETS-2-64,5977778,15034,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 18:09:30
CLFTEA57,ETS-2-64,5977792,11850,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/28/2015 21:54:39
CLFTEA57,ETS-2-64,5977786,7550,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 00:21:43
CLFTEA57,ETS-2-64,5977775,14987,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 05:03:50
CLFTEA57,ETS-2-64,5981365,15092,926,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 09:47:52
CLFTEA57,ETS-2-64,5981364,15111,926,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 14:32:14
CLFTEA57,ETS-2-64,5991677,15096,640,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/29/2015 19:16:20
CLFTEA57,ETS-2-64,5981036,15100,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/29/2015 23:34:23
CLFTEA57,ETS-2-64,5981037,15115,927,N,Q24735RGRR1-LK,6512615D,1,10/28/2015 02:06:00,10/30/2015 03:52:40
CLFTEA57,ETS-2-64,5973928,15041,1146,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/30/2015 08:35:46
CLFTEA57,ETS-2-64,5977777,14981,1033,N,24737RGRR1-G2K,6512615D,1,10/28/2015 02:06:00,10/30/2015 13:17:47
CLFTEA58,ETS-2-128,5967280,10074,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/28/2015 06:26:33
CLFTEA58,ETS-2-128,5967285,9914,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/28/2015 10:43:08
CLFTEA58,ETS-2-128,5967279,9733,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/28/2015 14:55:12
CLFTEA58,ETS-2-128,5967278,9941,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/28/2015 19:12:27
CLFTEA58,ETS-2-128,5967277,10061,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/28/2015 23:32:41
CLFTEA58,ETS-2-128,5967282,10061,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 03:52:55
CLFTEA58,ETS-2-128,5967281,10061,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 08:13:09
CLFTEA58,ETS-2-128,5967276,10056,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 12:33:16
CLFTEA58,ETS-2-128,5967284,9957,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 16:50:54
CLFTEA58,ETS-2-128,5981641,10067,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 21:03:44
CLFTEA58,ETS-2-128,5981644,10066,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 01:16:33
CLFTEA58,ETS-2-128,5981640,10061,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 05:29:14
CLFTEA58,ETS-2-128,5981645,10059,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 09:41:52
CLFTEA58,ETS-2-128,5981643,9840,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 13:49:13
CLFTEA58,ETS-2-128,5984367,9955,839,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 17:59:21
CLFTEA58,ETS-2-128,5984365,10029,839,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/30/2015 22:11:16
CLFTEA59,ETS-2-64,5994447,1779,524,N,192HRGER-UG2R&,6525585A,1,10/28/2015 02:06:00,10/28/2015 02:54:49
CLFTEA59,ETS-2-64,5963024,9947,1482,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 06:44:02
CLFTEA59,ETS-2-64,5982208,5783,912,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 09:01:28
CLFTEA59,ETS-2-64,5982193,8894,912,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 12:27:28
CLFTEA59,ETS-2-64,5983126,9755,882,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 16:12:27
CLFTEA59,ETS-2-64,5983117,9984,882,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 20:02:29
CLFTEA59,ETS-2-64,5983123,5616,882,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/28/2015 22:16:14
CLFTEA59,ETS-2-64,5984567,9979,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 02:06:10
CLFTEA59,ETS-2-64,5984559,9985,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 05:56:13
CLFTEA59,ETS-2-64,5984560,10010,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 09:46:49
CLFTEA59,ETS-2-64,5984558,9886,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 13:34:42
CLFTEA59,ETS-2-64,5984557,9958,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 17:24:09
CLFTEA59,ETS-2-64,5984554,9985,845,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/29/2015 21:14:13
CLFTEA59,ETS-2-64,5985757,9907,812,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 01:02:33
CLFTEA59,ETS-2-64,5985758,9733,812,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 04:47:03
CLFTEA59,ETS-2-64,5985754,9940,812,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 08:36:07
CLFTEA59,ETS-2-64,5985767,10005,812,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 12:26:36
CLFTEA59,ETS-2-64,5986440,9983,784,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 16:16:37
CLFTEA59,ETS-2-64,5988527,10016,741,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 20:07:21
CLFTEA59,ETS-2-64,5967498,5400,423,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,10/30/2015 22:16:21
CLFTEA59,ETS-2-64,5968415,8941,395,N,BQ24196RGER-RY,6525585A,1,10/28/2015 02:06:00,11/01/2015 01:43:23
CLFTEA6,ETS-2-64,5953470,6893,1747,N,54328DRCRP-G2Y,6553444B,1,10/28/2015 02:06:00,10/28/2015 07:46:49
CLFTEA6,ETS-2-64,5953469,10066,1747,N,54328DRCRP-G2Y,6553444B,1,10/28/2015 02:06:00,10/28/2015 15:59:57
CLFTEA6,ETS-2-64,5928934,6897,2460,N,S54328DRCR-G2Y,6553444B,1,10/28/2015 02:06:00,10/28/2015 21:40:58
CLFTEA6,ETS-2-64,5928933,13230,2460,N,S54328DRCR-G2Y,6553444B,1,10/28/2015 02:06:00,10/29/2015 08:25:58
CLFTEA6,ETS-2-64,5928932,13682,2460,N,S54328DRCR-G2Y,6553444B,1,10/28/2015 02:06:00,10/29/2015 19:32:39
CLFTEA6,ETS-2-64,5928931,13568,2460,N,S54328DRCR-G2Y,6553444B,1,10/28/2015 02:06:00,10/30/2015 06:33:53
CLFTEA6,ETS-2-64,5928930,13802,2460,N,S54328DRCR-G2Y,6553444B,1,10/28/2015 02:06:00,10/30/2015 17:46:20
CLFTEA60,ETS-2-64,5973006,6469,1178,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/28/2015 17:23:17
CLFTEA60,ETS-2-64,5973008,3228,1178,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/28/2015 19:02:35
CLFTEA60,ETS-2-64,5976071,6462,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/28/2015 22:11:23
CLFTEA60,ETS-2-64,5976072,6476,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 01:20:34
CLFTEA60,ETS-2-64,5976084,4159,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 03:25:38
CLFTEA60,ETS-2-64,5976082,6451,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 06:34:07
CLFTEA60,ETS-2-64,5976075,6479,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 09:43:24
CLFTEA60,ETS-2-64,5976074,6450,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 12:51:52
CLFTEA60,ETS-2-64,5976073,6469,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 16:00:51
CLFTEA60,ETS-2-64,5976081,6447,1078,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 19:09:14
CLFTEA60,ETS-2-64,5979469,6461,977,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/29/2015 22:18:00
CLFTEA60,ETS-2-64,5979467,6471,977,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/30/2015 01:27:03
CLFTEA60,ETS-2-64,5979461,6471,977,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/30/2015 04:36:06
CLFTEA60,ETS-2-64,5981128,3726,931,N,BQ24133RGYR-G2,6515577B,1,10/28/2015 14:14:18,10/30/2015 06:29:10
CLFTEA61,ETS-2-64,5942988,5147,2052,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/28/2015 11:59:44
CLFTEA61,ETS-2-64,5942989,4181,2052,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/28/2015 20:03:54
CLFTEA61,ETS-2-64,5942990,2537,2052,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/29/2015 01:01:37
CLFTEA61,ETS-2-64,5942987,5176,2052,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/29/2015 10:58:39
CLFTEA61,ETS-2-64,5946479,4190,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/29/2015 19:03:51
CLFTEA61,ETS-2-64,5946474,4977,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/30/2015 04:38:18
CLFTEA61,ETS-2-64,5946480,2579,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/30/2015 09:40:47
CLFTEA61,ETS-2-64,5946475,5037,1949,N,S53647RTAR-G2K,6579192B,1,10/28/2015 02:06:00,10/30/2015 19:22:03
CLFTEA62,ETS-2-128,5903374,24730,3550,N,401032DSGR1-G2,6506370A,1,10/28/2015 15:54:14,10/28/2015 18:17:42
CLFTEA62,ETS-2-128,5981343,8912,1160,N,PS61093DSKR-CK,6506370A,1,10/28/2015 15:54:14,10/28/2015 18:55:51
CLFTEA62,ETS-2-128,5981348,5003,1160,N,PS61093DSKR-CK,6506370A,1,10/28/2015 15:54:14,10/28/2015 19:21:38
CLFTEA62,ETS-2-128,5981347,9902,1160,N,PS61093DSKR-CK,6506370A,1,10/28/2015 15:54:14,10/28/2015 20:02:55
CLFTEA62,ETS-2-128,5981346,5005,1160,N,PS61093DSKR-CK,6506370A,1,10/28/2015 15:54:14,10/28/2015 20:28:42
CLFTEA62,ETS-2-128,5970667,15035,1472,N,S61093DSKR-G2K,6506370A,1,10/28/2015 15:54:14,10/28/2015 21:26:13
CLFTEA62,ETS-2-128,5936324,24822,2500,N,S62067DSGR1-G2,6506370A,1,10/28/2015 15:54:14,10/28/2015 23:14:20
CLFTEA62,ETS-2-128,5936326,14850,2500,N,S62067DSGR1-G2,6506370A,1,10/28/2015 15:54:14,10/29/2015 00:23:02
CLFTEA62,ETS-2-128,5936323,22299,2500,N,S62067DSGR1-G2,6506370A,1,10/28/2015 15:54:14,10/29/2015 02:01:10
CLFTEA62,ETS-2-128,5936325,24827,2500,N,S62067DSGR1-G2,6506370A,1,10/28/2015 15:54:14,10/29/2015 03:49:19
CLFTEA63,ETS-2-64,5974071,10058,1146,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 06:11:19
CLFTEA63,ETS-2-64,5980165,5030,960,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 08:18:59
CLFTEA63,ETS-2-64,5980157,10061,960,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 12:24:23
CLFTEA63,ETS-2-64,5981411,10054,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 16:29:37
CLFTEA63,ETS-2-64,5981407,10056,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 20:34:54
CLFTEA63,ETS-2-64,5981412,6879,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/28/2015 23:25:50
CLFTEA63,ETS-2-64,5981408,6714,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/29/2015 02:12:54
CLFTEA63,ETS-2-64,5981405,10047,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/29/2015 06:17:58
CLFTEA63,ETS-2-64,5981413,5008,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/29/2015 08:25:07
CLFTEA63,ETS-2-64,5981402,10064,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/29/2015 12:30:35
CLFTEA63,ETS-2-64,5967283,9390,1342,N,BQ24770RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 16:34:08
CLFTEA63,ETS-2-64,5981646,6370,921,N,BQ24777RUYR-G2,6571495A,1,10/28/2015 02:06:00,10/29/2015 19:17:46
CLFTEA63,ETS-2-64,5981403,10062,926,N,24780SRUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/29/2015 23:23:12
CLFTEA63,ETS-2-64,5964080,9751,1439,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 03:16:33
CLFTEA63,ETS-2-64,5964090,5016,1439,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 05:21:25
CLFTEA63,ETS-2-64,5967144,9971,1343,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 09:19:49
CLFTEA63,ETS-2-64,5967150,10041,1343,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 13:19:48
CLFTEA63,ETS-2-64,5970651,10065,1238,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 17:20:21
CLFTEA63,ETS-2-64,5970659,6999,1238,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,10/30/2015 20:10:39
CLFTEA63,ETS-2-64,5970658,10044,1238,N,SN2850RUYR-G2K,6571495A,1,10/28/2015 02:06:00,11/01/2015 00:10:43
CLFTEA64,ETS-2-64,5977499,13781,1040,N,259230DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/28/2015 07:40:51
CLFTEA64,ETS-2-64,5977502,13801,1040,N,259231DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/28/2015 13:16:10
CLFTEA64,ETS-2-64,5977505,13813,1040,N,259240DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/28/2015 18:51:47
CLFTEA64,ETS-2-64,5977514,11366,1040,N,259250DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/28/2015 23:29:42
CLFTEA64,ETS-2-64,5977512,13340,1040,N,259250DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/29/2015 04:54:10
CLFTEA64,ETS-2-64,5977520,6822,1040,N,259250DRCT-G2K,6547181A,1,10/28/2015 02:06:00,10/29/2015 10:31:35
CLFTEA64,ETS-2-64,5977521,13814,1040,N,259251DRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/29/2015 16:07:13
CLFTEA64,ETS-2-64,5977542,6905,1040,N,259251DRCT-G2K,6547181A,1,10/28/2015 02:06:00,10/29/2015 21:48:37
CLFTEA64,ETS-2-64,5964100,6877,1439,N,2592BLDRCR-G2K,6547181A,1,10/28/2015 02:06:00,10/30/2015 00:55:13
CLFTEA64,ETS-2-64,5967546,13813,1335,N,592ALDRCR1-G2K,6547181A,1,10/28/2015 02:06:00,10/30/2015 06:57:51
CLFTEA64,ETS-2-64,5967543,13803,1335,N,592ALDRCR1-G2K,6547181A,1,10/28/2015 02:06:00,10/30/2015 13:00:13
CLFTEA64,ETS-2-64,5967544,13808,1335,N,592ALDRCR1-G2K,6547181A,1,10/28/2015 02:06:00,10/30/2015 19:02:43
CLFTEA64,ETS-2-64,5977543,13814,1040,N,259260DRCR-G2K,6547181A,1,10/28/2015 02:06:00,11/01/2015 01:09:01
CLFTEA65,ETS-2-64,5947053,11328,2803,N,CSD87381P1-NS2,6556617A,1,10/28/2015 17:31:18,10/28/2015 19:08:00
CLFTEA65,ETS-2-64,5937191,11031,2762,N,CSD87381P1-NS2,6556617A,1,10/28/2015 17:31:18,10/28/2015 20:42:26
CLFTEA65,ETS-2-64,5893985,7542,3753,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/28/2015 21:50:44
CLFTEA65,ETS-2-64,5981688,8639,1363,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/28/2015 23:07:31
CLFTEA65,ETS-2-64,5981687,8640,1363,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/29/2015 00:24:19
CLFTEA65,ETS-2-64,5994631,4243,1363,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/29/2015 01:07:05
CLFTEA65,ETS-2-64,5981689,8627,1363,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/29/2015 02:23:47
CLFTEA65,ETS-2-64,5981686,8616,1363,N,CSD87588N-NS2,6556617A,1,10/28/2015 17:31:18,10/29/2015 03:40:23
CLFTEA65,ETS-2-64,5771421,13433,8122,N,SD87381P6-UNR&,6556617A,1,10/28/2015 17:31:18,10/29/2015 05:33:13
CLFTEA65,ETS-2-64,5775940,13417,7989,N,SD87381P6-UNR&,6556617A,1,10/28/2015 17:31:18,10/29/2015 07:25:55
CLFTEA66,ETS-2-64,5970718,13796,1238,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 06:25:12
CLFTEA66,ETS-2-64,5981575,6858,921,N,5633ARTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 08:39:04
CLFTEA66,ETS-2-64,5960414,13810,1540,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 13:11:39
CLFTEA66,ETS-2-64,5963967,13810,1439,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 17:44:15
CLFTEA66,ETS-2-64,5967244,13795,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/28/2015 22:16:33
CLFTEA66,ETS-2-64,5967247,13810,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 02:49:09
CLFTEA66,ETS-2-64,5967243,13809,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 07:21:43
CLFTEA66,ETS-2-64,5967241,13774,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 11:53:37
CLFTEA66,ETS-2-64,5967242,13804,1343,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 16:26:06
CLFTEA66,ETS-2-64,5970725,13687,1238,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 20:56:21
CLFTEA66,ETS-2-64,5981398,6898,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/29/2015 23:17:29
CLFTEA66,ETS-2-64,5984334,13812,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 03:50:07
CLFTEA66,ETS-2-64,5984330,6911,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 06:11:31
CLFTEA66,ETS-2-64,5984333,13711,839,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 10:42:13
CLFTEA66,ETS-2-64,5988526,6908,731,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 13:03:33
CLFTEA66,ETS-2-64,5995275,6857,541,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,10/30/2015 15:23:55
CLFTEA66,ETS-2-64,5967252,13640,1342,N,65633BKRTER-G2,6569306A,1,10/28/2015 02:06:00,10/30/2015 19:54:55
CLFTEA66,ETS-2-64,5981393,13725,926,N,5633BRTER-KDG2,6569306A,1,10/28/2015 02:06:00,11/01/2015 00:25:54
CLFTEA67,ETS-2-64,5905528,9617,3221,N,62152QRGTRQ1-L,6513992A,1,10/28/2015 02:06:00,10/28/2015 09:57:34
CLFTEA67,ETS-2-64,5937511,12366,2270,N,62152QRGTRQ1-L,6513992A,1,10/28/2015 02:06:00,10/28/2015 20:01:06
CLFTEA67,ETS-2-64,5977187,9923,1057,N,LV62150RGTT-LY,6513992A,1,10/28/2015 02:06:00,10/28/2015 22:37:49
CLFTEA67,ETS-2-64,5990927,8398,674,N,PS62140RGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 00:50:42
CLFTEA67,ETS-2-64,5990929,13055,674,N,PS62150RGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 04:06:24
CLFTEA67,ETS-2-64,5990928,16677,674,N,PS62150RGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 08:13:39
CLFTEA67,ETS-2-64,5989700,15707,712,N,S62130DRGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 12:23:14
CLFTEA67,ETS-2-64,5987407,14596,765,N,S62140ARGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 16:25:36
CLFTEA67,ETS-2-64,5987406,16895,765,N,S62140ARGTR-LY,6513992A,1,10/28/2015 02:06:00,10/29/2015 21:04:36
CLFTEA67,ETS-2-64,5987405,16848,765,N,S62140ARGTR-LY,6513992A,1,10/28/2015 02:06:00,10/30/2015 01:42:50
CLFTEA67,ETS-2-64,5984604,8446,844,N,V62130ARGTR-LY,6513992A,1,10/28/2015 02:06:00,10/30/2015 04:05:21
CLFTEA67,ETS-2-64,5984600,16230,844,N,V62130ARGTR-LY,6513992A,1,10/28/2015 02:06:00,10/30/2015 08:30:02
CLFTEA68,ETS-2-64,5912986,9746,2920,N,S53211ARGTR-LK,6521279A,1,10/28/2015 16:40:04,10/28/2015 19:19:26
CLFTEA68,ETS-2-64,5930506,13778,2417,N,S53211ARGTR-LK,6521279A,1,10/28/2015 16:40:04,10/28/2015 23:00:36
CLFTEA68,ETS-2-64,5930507,13806,2417,N,S53211ARGTR-LK,6521279A,1,10/28/2015 16:40:04,10/29/2015 02:42:12
CLFTEA68,ETS-2-64,5930503,13578,2417,N,S53211ARGTR-LK,6521279A,1,10/28/2015 16:40:04,10/29/2015 06:20:18
CLFTEA68,ETS-2-64,5930509,13782,2417,N,S53211ARGTR-LK,6521279A,1,10/28/2015 16:40:04,10/29/2015 10:01:32
CLFTEA69,ETS-2-64,5985616,15103,807,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/28/2015 08:31:39
CLFTEA69,ETS-2-64,5984732,15059,830,N,PS54320RHLR-G2,6487925B,1,10/28/2015 02:06:00,10/28/2015 14:11:00
CLFTEA69,ETS-2-64,5964249,15118,1438,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/28/2015 20:37:02
CLFTEA69,ETS-2-64,5964251,14073,1438,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 02:37:04
CLFTEA69,ETS-2-64,5968644,7516,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 05:54:00
CLFTEA69,ETS-2-64,5968636,14956,1306,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 12:16:00
CLFTEA69,ETS-2-64,5989373,15091,1107,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 18:41:21
CLFTEA69,ETS-2-64,5985620,11199,807,N,PS54821RHLR2-R,6487925B,1,10/28/2015 02:06:00,10/29/2015 23:29:54
CLFTEA69,ETS-2-64,5967122,7857,1343,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,10/30/2015 02:21:38
CLFTEA69,ETS-2-64,5984741,7541,830,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,10/30/2015 05:06:52
CLFTEA69,ETS-2-64,5984739,15110,830,N,S54620RGYR1-G2,6487925B,1,10/28/2015 02:06:00,10/30/2015 10:27:57
CLFTEA69,ETS-2-64,5981023,14137,936,N,TPS54622RHLR-L,6487925B,1,10/28/2015 02:06:00,10/30/2015 16:43:12
CLFTEA69,ETS-2-64,5989397,9861,706,N,TPS54622RHLR-L,6487925B,1,10/28/2015 02:06:00,10/30/2015 21:07:58
CLFTEA69,ETS-2-64,5989390,10009,706,N,TPS54622RHLR-L,6487925B,1,10/28/2015 02:06:00,11/01/2015 01:36:33
